id	Type
DGKA	FRG
DGKB	FRG
DGKD	FRG
DGKE	FRG
DGKG	FRG
DGKH	FRG
DGKI	FRG
DGKQ	FRG
DGKZ	FRG
DGUOK	FRG
DHCR24	FRG
DHCR7	FRG
DHDDS	FRG
DHFR	FRG
DHODH	FRG
DHPS	FRG
DHRS1	FRG
DHRS11	FRG
DHRS12	FRG
DHRS2	FRG
DHRS3	FRG
DHRS7	FRG
DHRS7B	FRG
DHRS9	FRG
DHTKD1	FRG
DHX15	FRG
DHX16	FRG
DHX29	FRG
DHX30	FRG
DHX32	FRG
DHX34	FRG
DHX35	FRG
DHX38	FRG
DHX40	FRG
DHX57	FRG
DHX58	FRG
DHX8	FRG
DHX9	FRG
DIABLO	FRG
DIAPH1	FRG
DIAPH2	FRG
DIAPH2-AS1	FRG
DIAPH3	FRG
DICER1	FRG
DIDO1	FRG
DIEXF	FRG
DIMT1	FRG
DIO1	FRG
DIO2	FRG
DIO3	FRG
DIP2A	FRG
DIP2C	FRG
DIRAS2	FRG
DIRAS3	FRG
DIS3	FRG
DISC1	FRG
DIXDC1	FRG
DKFZP434A062	FRG
DKFZP434L187	FRG
DKFZP586I1420	FRG
DKK1	FRG
DKK2	FRG
DKK3	FRG
DKK4	FRG
DKKL1	FRG
DLAT	FRG
DLC1	FRG
DLD	FRG
DLEC1	FRG
DLEU1	FRG
DLEU2	FRG
DLEU2L	FRG
DLG1	FRG
DLG2	FRG
DLG3	FRG
DLG4	FRG
DLG5	FRG
DLGAP1	FRG
DLGAP2	FRG
DLGAP4	FRG
DLGAP5	FRG
DLK1	FRG
DLK2	FRG
DLL3	FRG
DLST	FRG
DLX2	FRG
DLX4	FRG
DLX5	FRG
DLX6	FRG
DMBT1	FRG
DMC1	FRG
DMD	FRG
DMP1	FRG
DMPK	FRG
DMRT1	FRG
DMTF1	FRG
DMTN	FRG
DMWD	FRG
DMXL1	FRG
DMXL2	FRG
DNA2	FRG
DNAAF1	FRG
DNAAF2	FRG
DNAH17	FRG
DNAH2	FRG
DNAH3	FRG
DNAH6	FRG
DNAH7	FRG
DNAH9	FRG
DNAI1	FRG
DNAI2	FRG
DNAJA1	FRG
DNAJA2	FRG
DNAJA3	FRG
DNAJA4	FRG
DNAJB1	FRG
DNAJB12	FRG
DNAJB14	FRG
DNAJB2	FRG
DNAJB4	FRG
DNAJB5	FRG
DNAJB6	FRG
DNAJB9	FRG
DNAJC1	FRG
DNAJC10	FRG
DNAJC11	FRG
DNAJC12	FRG
DNAJC13	FRG
DNAJC15	FRG
DNAJC16	FRG
DNAJC17	FRG
DNAJC2	FRG
DNAJC22	FRG
DNAJC24	FRG
DNAJC28	FRG
DNAJC3	FRG
DNAJC4	FRG
DNAJC6	FRG
DNAJC7	FRG
DNAJC8	FRG
DNAJC9	FRG
DNAL4	FRG
DNALI1	FRG
DNASE1	FRG
DNASE1L1	FRG
DNASE1L2	FRG
DNASE1L3	FRG
DNASE2	FRG
DNASE2B	FRG
DND1	FRG
DNM1	FRG
DNM1L	FRG
DNM2	FRG
DNM3	FRG
DNMBP	FRG
DNMT1	FRG
DNMT3A	FRG
DNMT3B	FRG
DNMT3L	FRG
DNPEP	FRG
DNPH1	FRG
DNTT	FRG
DNTTIP2	FRG
DOC2A	FRG
DOC2B	FRG
DOCK1	FRG
DOCK10	FRG
DOCK2	FRG
DOCK3	FRG
DOCK4	FRG
DOCK5	FRG
DOCK6	FRG
DOCK9	FRG
DOHH	FRG
DOK1	FRG
DOK2	FRG
DOK3	FRG
DOK4	FRG
DOK5	FRG
DOLK	FRG
DOLPP1	FRG
DONSON	FRG
DOPEY1	FRG
DOPEY2	FRG
DOT1L	FRG
DPAGT1	FRG
DPEP1	FRG
DPEP2	FRG
DPEP3	FRG
DPF1	FRG
DPF2	FRG
DPF3	FRG
DPH2	FRG
DPH5	FRG
DPM1	FRG
DPM2	FRG
DPM3	FRG
DPP3	FRG
DPP4	FRG
DPP6	FRG
DPP8	FRG
DPPA4	FRG
DPT	FRG
DPY19L1	FRG
DPY19L1P1	FRG
DPY19L2P2	FRG
DPY19L4	FRG
DPYD	FRG
DPYS	FRG
DPYSL2	FRG
DPYSL3	FRG
DPYSL4	FRG
DR1	FRG
DRAM1	FRG
DRAP1	FRG
DRD1	FRG
DRD2	FRG
DRD3	FRG
DRD4	FRG
DRD5	FRG
DRG1	FRG
DRG2	FRG
DRICH1	FRG
DROSHA	FRG
DRP2	FRG
DSC1	FRG
DSC2	FRG
DSC3	FRG
DSCAM	FRG
DSCC1	FRG
DSCR3	FRG
DSCR4	FRG
DSE	FRG
DSERG1	FRG
DSG1	FRG
DSG2	FRG
DSG3	FRG
DSN1	FRG
DSP	FRG
DSPP	FRG
DST	FRG
DSTN	FRG
DSTNP2	FRG
DSTYK	FRG
DTL	FRG
DTNA	FRG
DTNB	FRG
DTWD1	FRG
DTX2P1-UPK3BP1-PMS2P11	FRG
DTX3	FRG
DTX4	FRG
DTYMK	FRG
DUOX1	FRG
DUOX2	FRG
DUS1L	FRG
DUS2	FRG
DUS4L	FRG
DUSP1	FRG
DUSP10	FRG
DUSP11	FRG
DUSP12	FRG
DUSP13	FRG
DUSP14	FRG
DUSP2	FRG
DUSP21	FRG
DUSP22	FRG
DUSP26	FRG
DUSP3	FRG
DUSP4	FRG
DUSP5	FRG
DUSP6	FRG
DUSP7	FRG
DUSP9	FRG
DUT	FRG
DUX1	FRG
DVL1	FRG
DVL2	FRG
DVL3	FRG
DXO	FRG
DYM	FRG
DYNC1H1	FRG
DYNC1I1	FRG
DYNC1I2	FRG
DYNC1LI1	FRG
DYNC1LI2	FRG
DYNC2H1	FRG
DYNC2LI1	FRG
DYNLL1	FRG
DYNLRB1	FRG
DYNLT1	FRG
DYNLT3	FRG
DYRK1A	FRG
DYRK1B	FRG
DYRK2	FRG
DYRK3	FRG
DYRK4	FRG
DYSF	FRG
DZANK1	FRG
DZIP1	FRG
DZIP3	FRG
E2F1	FRG
E2F2	FRG
E2F3	FRG
E2F4	FRG
E2F5	FRG
E2F6	FRG
E2F8	FRG
E4F1	FRG
EAF2	FRG
EAPP	FRG
EBAG9	FRG
EBF2	FRG
EBI3	FRG
EBLN2	FRG
EBP	FRG
ECD	FRG
ECE1	FRG
ECE2	FRG
ECEL1	FRG
ECH1	FRG
ECHDC1	FRG
ECHDC2	FRG
ECHDC3	FRG
ECHS1	FRG
ECI1	FRG
ECI2	FRG
ECM1	FRG
ECM2	FRG
ECRP	FRG
ECSIT	FRG
ECT2	FRG
EDA	FRG
EDA2R	FRG
EDAR	FRG
EDC3	FRG
EDC4	FRG
EDDM3A	FRG
EDDM3B	FRG
EDEM1	FRG
EDEM2	FRG
EDEM3	FRG
EDF1	FRG
EDIL3	FRG
EDN1	FRG
EDN2	FRG
EDN3	FRG
EDNRA	FRG
EDNRB	FRG
EDRF1	FRG
EEA1	FRG
EED	FRG
EEF1A1	FRG
EEF1A1P42	FRG
EEF1A2	FRG
EEF1D	FRG
EEF1E1	FRG
EEF2	FRG
EFCAB1	FRG
EFCAB11	FRG
EFCAB14	FRG
EFCAB2	FRG
EFCAB6	FRG
EFCC1	FRG
EFEMP1	FRG
EFEMP2	FRG
EFHC1	FRG
EFHC2	FRG
EFHD1	FRG
EFHD2	FRG
EFNA1	FRG
EFNA2	FRG
EFNA3	FRG
EFNA4	FRG
EFNA5	FRG
EFNB1	FRG
EFNB2	FRG
EFNB3	FRG
EFR3A	FRG
EFR3B	FRG
EFS	FRG
EFTUD1	FRG
EGF	FRG
EGFL6	FRG
EGFL7	FRG
EGFR	FRG
EGLN1	FRG
EGLN3	FRG
EGOT	FRG
EGR1	FRG
EGR2	FRG
EGR3	FRG
EGR4	FRG
EHBP1	FRG
EHBP1L1	FRG
EHD1	FRG
EHD2	FRG
EHD3	FRG
EHD4	FRG
EHF	FRG
EHHADH	FRG
EHMT1	FRG
EHMT2	FRG
EI24	FRG
EID1	FRG
EIF1	FRG
EIF1AX	FRG
EIF1AY	FRG
EIF1B	FRG
EIF2AK1	FRG
EIF2AK2	FRG
EIF2AK3	FRG
EIF2B1	FRG
EIF2B2	FRG
EIF2B3	FRG
EIF2B4	FRG
EIF2B5	FRG
EIF2D	FRG
EIF2S1	FRG
EIF2S2	FRG
EIF2S3	FRG
EIF3A	FRG
EIF3B	FRG
EIF3D	FRG
EIF3E	FRG
EIF3F	FRG
EIF3G	FRG
EIF3H	FRG
EIF3I	FRG
EIF3J	FRG
EIF3K	FRG
EIF3L	FRG
EIF3M	FRG
EIF4A3	FRG
EIF4B	FRG
EIF4E	FRG
EIF4E2	FRG
EIF4EBP1	FRG
EIF4EBP2	FRG
EIF4ENIF1	FRG
EIF4G1	FRG
EIF4G2	FRG
EIF4G3	FRG
EIF4H	FRG
EIF5	FRG
EIF5A	FRG
EIF5A2	FRG
EIF5B	FRG
EIF6	FRG
ELAC1	FRG
ELAC2	FRG
ELANE	FRG
ELAVL1	FRG
ELAVL2	FRG
ELAVL3	FRG
ELAVL4	FRG
ELF1	FRG
ELF2	FRG
ELF3	FRG
ELF4	FRG
ELF5	FRG
ELK1	FRG
ELK2AP	FRG
ELK3	FRG
ELK4	FRG
ELL	FRG
ELL2	FRG
ELL3	FRG
ELMO1	FRG
ELMO2	FRG
ELMO3	FRG
ELN	FRG
ELOVL2	FRG
ELOVL4	FRG
ELOVL5	FRG
ELOVL6	FRG
ELP3	FRG
ELP4	FRG
ELP5	FRG
ELP6	FRG
ELSPBP1	FRG
ELTD1	FRG
EMC1	FRG
EMC10	FRG
EMC2	FRG
EMC3	FRG
EMC6	FRG
EMC7	FRG
EMC8	FRG
EMC9	FRG
EMCN	FRG
EMD	FRG
EMG1	FRG
EMID1	FRG
EMILIN1	FRG
EMILIN2	FRG
EML1	FRG
EML2	FRG
EML3	FRG
EML4	FRG
EMP1	FRG
EMP2	FRG
EMP3	FRG
EMR1	FRG
EMR2	FRG
EMR3	FRG
EMX1	FRG
EMX2	FRG
EN1	FRG
EN2	FRG
ENAH	FRG
ENC1	FRG
ENDOD1	FRG
ENDOG	FRG
ENDOU	FRG
ENG	FRG
ENGASE	FRG
ENO1	FRG
ENO2	FRG
ENO3	FRG
ENOPH1	FRG
ENOSF1	FRG
ENOX1	FRG
ENOX2	FRG
ENPEP	FRG
ENPP1	FRG
ENPP2	FRG
ENPP4	FRG
ENSA	FRG
ENTPD1	FRG
ENTPD1-AS1	FRG
ENTPD2	FRG
ENTPD3	FRG
ENTPD4	FRG
ENTPD5	FRG
ENTPD6	FRG
ENTPD7	FRG
ENY2	FRG
EOGT	FRG
EP300	FRG
EP400	FRG
EPAS1	FRG
EPB41	FRG
EPB41L1	FRG
EPB41L2	FRG
EPB41L3	FRG
EPB41L4A	FRG
EPB41L4A-AS2	FRG
EPB41L4B	FRG
EPB41L5	FRG
EPB42	FRG
EPCAM	FRG
EPHA1	FRG
EPHA2	FRG
EPHA3	FRG
EPHA4	FRG
EPHA5	FRG
EPHA7	FRG
EPHB1	FRG
EPHB2	FRG
EPHB3	FRG
EPHB4	FRG
EPHB6	FRG
EPHX1	FRG
EPHX2	FRG
EPHX3	FRG
EPM2A	FRG
EPM2AIP1	FRG
EPN1	FRG
EPN3	FRG
EPO	FRG
EPOR	FRG
EPPK1	FRG
EPRS	FRG
EPS15	FRG
EPS15L1	FRG
EPS8	FRG
EPS8L1	FRG
EPS8L2	FRG
EPS8L3	FRG
EPX	FRG
EPYC	FRG
ERAL1	FRG
ERAP1	FRG
ERAP2	FRG
ERBB2	FRG
ERBB2IP	FRG
ERBB3	FRG
ERBB4	FRG
ERC1	FRG
ERC2	FRG
ERC2-IT1	FRG
ERCC1	FRG
ERCC2	FRG
ERCC3	FRG
ERCC4	FRG
ERCC5	FRG
ERCC6	FRG
ERCC6L	FRG
ERCC8	FRG
EREG	FRG
ERF	FRG
ERG	FRG
ERGIC2	FRG
ERGIC3	FRG
ERH	FRG
ERI2	FRG
ERI3	FRG
ERICH1	FRG
ERLIN1	FRG
ERLIN2	FRG
ERMAP	FRG
ERMP1	FRG
ERN1	FRG
ERN2	FRG
ERO1L	FRG
ERO1LB	FRG
ERP29	FRG
ERP44	FRG
ERV3-2	FRG
ERV9-1	FRG
ERVH-4	FRG
ERVH-6	FRG
ERVK3-2	FRG
ERVMER34-1	FRG
ESD	FRG
ESF1	FRG
ESM1	FRG
ESPL1	FRG
ESPN	FRG
ESR1	FRG
ESR2	FRG
ESRP1	FRG
ESRRA	FRG
ESRRB	FRG
ESRRG	FRG
ESYT1	FRG
ETAA1	FRG
ETF1	FRG
ETFA	FRG
ETFB	FRG
ETFDH	FRG
ETHE1	FRG
ETNK1	FRG
ETNK2	FRG
ETNPPL	FRG
ETS1	FRG
ETS2	FRG
ETV1	FRG
ETV2	FRG
ETV3	FRG
ETV4	FRG
ETV5	FRG
ETV6	FRG
ETV7	FRG
EVA1B	FRG
EVC	FRG
EVI2A	FRG
EVI2B	FRG
EVI5	FRG
EVL	FRG
EVPL	FRG
EVX1	FRG
EWSR1	FRG
EXD2	FRG
EXD3	FRG
EXO1	FRG
EXO5	FRG
EXOC1	FRG
EXOC2	FRG
EXOC3	FRG
EXOC5	FRG
EXOC6B	FRG
EXOC7	FRG
EXOG	FRG
EXOSC1	FRG
EXOSC10	FRG
EXOSC2	FRG
EXOSC4	FRG
EXOSC5	FRG
EXOSC7	FRG
EXOSC8	FRG
EXOSC9	FRG
EXPH5	FRG
EXT1	FRG
EXT2	FRG
EXTL1	FRG
EXTL2	FRG
EXTL3	FRG
EYA1	FRG
EYA2	FRG
EYA3	FRG
EYA4	FRG
EZH1	FRG
EZH2	FRG
EZR	FRG
F10	FRG
F11	FRG
F11R	FRG
F12	FRG
F13A1	FRG
F13B	FRG
F2	FRG
F2R	FRG
F2RL1	FRG
F2RL2	FRG
F2RL3	FRG
F3	FRG
F5	FRG
F7	FRG
F8	FRG
F9	FRG
FA2H	FRG
FAAH	FRG
FABP1	FRG
FABP2	FRG
FABP3	FRG
FABP4	FRG
FABP5	FRG
FABP6	FRG
FABP7	FRG
FADD	FRG
FADS2	FRG
FADS3	FRG
FAF1	FRG
FAF2	FRG
FAH	FRG
FAHD2A	FRG
FAIM	FRG
FAIM2	FRG
FAIM3	FRG
FAM102A	FRG
FAM105A	FRG
FAM106A	FRG
FAM107A	FRG
FAM110B	FRG
FAM110D	FRG
FAM111A	FRG
FAM114A1	FRG
FAM114A2	FRG
FAM117A	FRG
FAM118A	FRG
FAM120A	FRG
FAM120C	FRG
FAM124B	FRG
FAM127A	FRG
FAM127B	FRG
FAM129A	FRG
FAM131A	FRG
FAM131B	FRG
FAM134A	FRG
FAM134B	FRG
FAM134C	FRG
FAM135A	FRG
FAM13A	FRG
FAM13B	FRG
FAM13C	FRG
FAM149A	FRG
FAM149B1	FRG
FAM153A	FRG
FAM155A	FRG
FAM155B	FRG
FAM160B2	FRG
FAM162A	FRG
FAM163A	FRG
FAM168A	FRG
FAM168B	FRG
FAM169A	FRG
FAM171A1	FRG
FAM172A	FRG
FAM173A	FRG
FAM174B	FRG
FAM175B	FRG
FAM178A	FRG
FAM179B	FRG
FAM184A	FRG
FAM186A	FRG
FAM188A	FRG
FAM189A1	FRG
FAM189A2	FRG
FAM189B	FRG
FAM192A	FRG
FAM193A	FRG
FAM193B	FRG
FAM198B	FRG
FAM204A	FRG
FAM205B	FRG
FAM206A	FRG
FAM208A	FRG
FAM208B	FRG
FAM20B	FRG
FAM214B	FRG
FAM215A	FRG
FAM216A	FRG
FAM222B	FRG
FAM224A	FRG
FAM32A	FRG
FAM35A	FRG
FAM3A	FRG
FAM3C	FRG
FAM46A	FRG
FAM46C	FRG
FAM49A	FRG
FAM49B	FRG
FAM50A	FRG
FAM50B	FRG
FAM53B	FRG
FAM53C	FRG
FAM57A	FRG
FAM60A	FRG
FAM63A	FRG
FAM63B	FRG
FAM64A	FRG
FAM65A	FRG
FAM65B	FRG
FAM66D	FRG
FAM69A	FRG
FAM76A	FRG
FAM83E	FRG
FAM86A	FRG
FAM86C1	FRG
FAM89B	FRG
FAM8A1	FRG
FAM90A1	FRG
FAM96B	FRG
FAM98A	FRG
FAN1	FRG
FANCA	FRG
FANCC	FRG
FANCE	FRG
FANCF	FRG
FANCG	FRG
FANCI	FRG
FANCL	FRG
FAP	FRG
FAR2	FRG
FARP1	FRG
FARP2	FRG
FARS2	FRG
FARSA	FRG
FAS	FRG
FASLG	FRG
FASN	FRG
FASTK	FRG
FASTKD1	FRG
FASTKD2	FRG
FASTKD3	FRG
FASTKD5	FRG
FAT1	FRG
FAT2	FRG
FAT4	FRG
FAU	FRG
FAXDC2	FRG
FBL	FRG
FBLN1	FRG
FBLN2	FRG
FBLN5	FRG
FBN1	FRG
FBN2	FRG
FBP1	FRG
FBP2	FRG
FBRS	FRG
FBXL12	FRG
FBXL14	FRG
FBXL15	FRG
FBXL18	FRG
FBXL2	FRG
FBXL4	FRG
FBXL5	FRG
FBXL6	FRG
FBXL7	FRG
FBXL8	FRG
FBXO11	FRG
FBXO17	FRG
FBXO2	FRG
FBXO21	FRG
FBXO22	FRG
FBXO24	FRG
FBXO28	FRG
FBXO3	FRG
FBXO31	FRG
FBXO34	FRG
FBXO38	FRG
FBXO4	FRG
FBXO40	FRG
FBXO42	FRG
FBXO46	FRG
FBXO5	FRG
FBXO7	FRG
FBXO9	FRG
FBXW11	FRG
FBXW12	FRG
FBXW2	FRG
FBXW4	FRG
FBXW4P1	FRG
FBXW7	FRG
FCAR	FRG
FCER1A	FRG
FCER1G	FRG
FCER2	FRG
FCF1	FRG
FCGBP	FRG
FCGR1A	FRG
FCGR1B	FRG
FCGR2A	FRG
FCGR2B	FRG
FCGR2C	FRG
FCGR3B	FRG
FCGRT	FRG
FCHO1	FRG
FCHSD2	FRG
FCN1	FRG
FCN2	FRG
FCN3	FRG
FCRL2	FRG
FDFT1	FRG
FDPS	FRG
FDX1	FRG
FDXR	FRG
FECH	FRG
FEM1B	FRG
FEM1C	FRG
FEN1	FRG
FER	FRG
FER1L4	FRG
FERMT1	FRG
FERMT2	FRG
FES	FRG
FETUB	FRG
FEV	FRG
FEZ1	FRG
FEZ2	FRG
FEZF2	FRG
FFAR2	FRG
FGA	FRG
FGB	FRG
FGD1	FRG
FGD2	FRG
FGD6	FRG
FGF1	FRG
FGF12	FRG
FGF13	FRG
FGF14	FRG
FGF16	FRG
FGF17	FRG
FGF18	FRG
FGF2	FRG
FGF20	FRG
FGF21	FRG
FGF22	FRG
FGF23	FRG
FGF3	FRG
FGF4	FRG
FGF5	FRG
FGF6	FRG
FGF7	FRG
FGF8	FRG
FGF9	FRG
FGFBP1	FRG
FGFR1	FRG
FGFR1OP	FRG
FGFR2	FRG
FGFR3	FRG
FGFR4	FRG
FGG	FRG
FGGY	FRG
FGL1	FRG
FGL2	FRG
FGR	FRG
FH	FRG
FHIT	FRG
FHL1	FRG
FHL2	FRG
FHL3	FRG
FHL5	FRG
FHOD1	FRG
FHOD3	FRG
FIBP	FRG
FICD	FRG
FIG4	FRG
FILIP1L	FRG
FIP1L1	FRG
FIS1	FRG
FJX1	FRG
FKBP10	FRG
FKBP11	FRG
FKBP14	FRG
FKBP15	FRG
FKBP1B	FRG
FKBP2	FRG
FKBP3	FRG
FKBP4	FRG
FKBP5	FRG
FKBP6	FRG
FKBP8	FRG
FKBP9	FRG
FKBPL	FRG
FKRP	FRG
FKSG49	FRG
FKTN	FRG
FLAD1	FRG
FLCN	FRG
FLG	FRG
FLI1	FRG
FLII	FRG
FLJ10038	FRG
FLJ11292	FRG
FLJ11710	FRG
FLJ13224	FRG
FLJ20712	FRG
FLJ21369	FRG
FLJ22184	FRG
FLJ42627	FRG
FLNA	FRG
FLNB	FRG
FLNC	FRG
FLOT1	FRG
FLOT2	FRG
FLRT1	FRG
FLRT3	FRG
FLT1	FRG
FLT3	FRG
FLT3LG	FRG
FLT4	FRG
FLVCR2	FRG
FMNL1	FRG
FMO1	FRG
FMO2	FRG
FMO3	FRG
FMO4	FRG
FMO5	FRG
FMO6P	FRG
FMOD	FRG
FMR1	FRG
FN1	FRG
FN3K	FRG
FN3KRP	FRG
FNBP1	FRG
FNBP1L	FRG
FNBP4	FRG
FNDC3A	FRG
FNDC4	FRG
FNDC8	FRG
FNTA	FRG
FOCAD	FRG
FOLH1	FRG
FOLH1B	FRG
FOLR1	FRG
FOLR2	FRG
FOLR3	FRG
FOS	FRG
FOSB	FRG
FOSL1	FRG
FOSL2	FRG
FOXA1	FRG
FOXA2	FRG
FOXB1	FRG
FOXC1	FRG
FOXC2	FRG
FOXD1	FRG
FOXD2	FRG
FOXD3	FRG
FOXE1	FRG
FOXE3	FRG
FOXF1	FRG
FOXF2	FRG
FOXG1	FRG
FOXH1	FRG
FOXI1	FRG
FOXJ1	FRG
FOXJ2	FRG
FOXJ3	FRG
FOXK2	FRG
FOXL1	FRG
FOXL2	FRG
FOXM1	FRG
FOXN1	FRG
FOXN2	FRG
FOXN3	FRG
FOXN3-AS2	FRG
FOXO1	FRG
FOXO3	FRG
FOXO4	FRG
FOXP3	FRG
FOXRED2	FRG
FPGS	FRG
FPGT	FRG
FPR1	FRG
FPR2	FRG
FPR3	FRG
FRAS1	FRG
FRAT1	FRG
FRAT2	FRG
FRK	FRG
FRMD1	FRG
FRMD4A	FRG
FRMD4B	FRG
FRMD8	FRG
FRMPD1	FRG
FRMPD4	FRG
FRRS1L	FRG
FRS2	FRG
FRS3	FRG
FRY	FRG
FRYL	FRG
FRZB	FRG
FSCN1	FRG
FSCN2	FRG
FSCN3	FRG
FSD1	FRG
FSHB	FRG
FSHR	FRG
FST	FRG
FSTL1	FRG
FSTL3	FRG
FSTL4	FRG
FTCD	FRG
FTH1	FRG
FTH1P5	FRG
FTL	FRG
FTO	FRG
FTSJ1	FRG
FTSJ2	FRG
FTSJ3	FRG
FUBP1	FRG
FUBP3	FRG
FUCA1	FRG
FURIN	FRG
FUS	FRG
FUT1	FRG
FUT2	FRG
FUT3	FRG
FUT4	FRG
FUT5	FRG
FUT6	FRG
FUT7	FRG
FUT8	FRG
FUT9	FRG
FUZ	FRG
FXN	FRG
FXR1	FRG
FXR2	FRG
FXYD1	FRG
FXYD2	FRG
FXYD3	FRG
FXYD5	FRG
FXYD6	FRG
FXYD7	FRG
FYB	FRG
FYCO1	FRG
FYN	FRG
FZD1	FRG
FZD10	FRG
FZD2	FRG
FZD3	FRG
FZD4	FRG
FZD5	FRG
FZD6	FRG
FZD7	FRG
FZD9	FRG
FZR1	FRG
G0S2	FRG
G3BP1	FRG
G3BP2	FRG
G6PC	FRG
G6PC2	FRG
G6PC3	FRG
G6PD	FRG
GAA	FRG
GAB1	FRG
GAB2	FRG
GABARAP	FRG
GABARAPL1	FRG
GABARAPL2	FRG
GABARAPL3	FRG
GABBR1	FRG
GABBR2	FRG
GABPA	FRG
GABPB1	FRG
GABRA1	FRG
GABRA2	FRG
GABRA3	FRG
GABRA4	FRG
GABRA5	FRG
GABRA6	FRG
GABRB1	FRG
GABRB2	FRG
GABRB3	FRG
GABRD	FRG
GABRG2	FRG
GABRG3	FRG
GABRP	FRG
GABRQ	FRG
GABRR1	FRG
GABRR2	FRG
GAD1	FRG
GAD2	FRG
GADD45A	FRG
GADD45B	FRG
GADD45G	FRG
GADD45GIP1	FRG
GAGE1	FRG
GAGE3	FRG
GAK	FRG
GAL	FRG
GAL3ST1	FRG
GAL3ST4	FRG
GALC	FRG
GALE	FRG
GALK1	FRG
GALK2	FRG
GALNS	FRG
GALNT1	FRG
GALNT10	FRG
GALNT11	FRG
GALNT12	FRG
GALNT14	FRG
GALNT2	FRG
GALNT3	FRG
GALNT6	FRG
GALNT7	FRG
GALNT8	FRG
GALR1	FRG
GALR2	FRG
GALR3	FRG
GALT	FRG
GAMT	FRG
GAN	FRG
GANAB	FRG
GAP43	FRG
GAPDH	FRG
GAPDHS	FRG
GAPVD1	FRG
GAR1	FRG
GAREM	FRG
GARS	FRG
GART	FRG
GAS1	FRG
GAS2	FRG
GAS2L1	FRG
GAS6	FRG
GAS7	FRG
GAS8	FRG
GAST	FRG
GATA1	FRG
GATA2	FRG
GATA3	FRG
GATA4	FRG
GATA6	FRG
GATAD1	FRG
GATAD2A	FRG
GATC	FRG
GATM	FRG
GBA3	FRG
GBAP1	FRG
GBAS	FRG
GBE1	FRG
GBF1	FRG
GBP1	FRG
GBP2	FRG
GBX1	FRG
GBX2	FRG
GC	FRG
GCA	FRG
GCAT	FRG
GCC1	FRG
GCC2	FRG
GCDH	FRG
GCFC2	FRG
GCG	FRG
GCGR	FRG
GCH1	FRG
GCHFR	FRG
GCK	FRG
GCKR	FRG
GCLC	FRG
GCLM	FRG
GCM1	FRG
GCM2	FRG
GCN1L1	FRG
GCNT1	FRG
GCNT2	FRG
GCNT3	FRG
GCNT4	FRG
GDAP1	FRG
GDAP1L1	FRG
GDAP2	FRG
GDE1	FRG
GDF10	FRG
GDF11	FRG
GDF15	FRG
GDF2	FRG
GDF3	FRG
GDF5	FRG
GDF9	FRG
GDI1	FRG
GDI2	FRG
GDNF	FRG
GDPD2	FRG
GDPD3	FRG
GDPD5	FRG
GEM	FRG
GEMIN2	FRG
GEMIN4	FRG
GEMIN6	FRG
GEMIN7	FRG
GEMIN8	FRG
GFAP	FRG
GFER	FRG
GFI1	FRG
GFI1B	FRG
GFM1	FRG
GFOD1	FRG
GFOD2	FRG
GFPT1	FRG
GFPT2	FRG
GFRA1	FRG
GFRA2	FRG
GFRA3	FRG
GFRA4	FRG
GGA1	FRG
GGA2	FRG
GGA3	FRG
GGCT	FRG
GGCX	FRG
GGH	FRG
GGNBP2	FRG
GGPS1	FRG
GGT5	FRG
GGTLC1	FRG
GGTLC2	FRG
GH1	FRG
GH2	FRG
GHITM	FRG
GHR	FRG
GHRH	FRG
GHRHR	FRG
GHSR	FRG
GID4	FRG
GID8	FRG
GIF	FRG
GIGYF2	FRG
GIMAP4	FRG
GIMAP6	FRG
GIN1	FRG
GINS1	FRG
GINS2	FRG
GINS3	FRG
GINS4	FRG
GIP	FRG
GIPC1	FRG
GIPC2	FRG
GIPR	FRG
GIT1	FRG
GIT2	FRG
GJA1	FRG
GJA3	FRG
GJA4	FRG
GJA5	FRG
GJA8	FRG
GJB1	FRG
GJB3	FRG
GJB4	FRG
GJB5	FRG
GJC1	FRG
GJC2	FRG
GJD2	FRG
GK	FRG
GK2	FRG
GK3P	FRG
GKN1	FRG
GLA	FRG
GLB1L	FRG
GLB1L2	FRG
GLCE	FRG
GLDC	FRG
GLE1	FRG
GLG1	FRG
GLI1	FRG
GLI2	FRG
GLI3	FRG
GLIPR1	FRG
GLMN	FRG
GLO1	FRG
GLOD4	FRG
GLP1R	FRG
GLP2R	FRG
GLRA1	FRG
GLRA2	FRG
GLRA3	FRG
GLRB	FRG
GLRX	FRG
GLRX2	FRG
GLRX3	FRG
GLRX5	FRG
GLS	FRG
GLS2	FRG
GLT8D1	FRG
GLT8D2	FRG
GLTP	FRG
GLTSCR1	FRG
GLTSCR1L	FRG
GLUD1	FRG
GLUD2	FRG
GLUL	FRG
GLYAT	FRG
GLYR1	FRG
GM2A	FRG
GMCL1	FRG
GMDS	FRG
GMEB1	FRG
GMEB2	FRG
GMFB	FRG
GMFG	FRG
GMIP	FRG
GML	FRG
GMNN	FRG
GMPPA	FRG
GMPR	FRG
GMPR2	FRG
GMPS	FRG
GNA11	FRG
GNA12	FRG
GNA13	FRG
GNA14	FRG
GNA15	FRG
GNAI1	FRG
GNAI2	FRG
GNAI3	FRG
GNAL	FRG
GNAO1	FRG
GNAQ	FRG
GNAS	FRG
GNAT1	FRG
GNAT2	FRG
GNAT3	FRG
GNAZ	FRG
GNB1	FRG
GNB1L	FRG
GNB2	FRG
