geneNames	GSM1339618	GSM1339619	GSM1339620	GSM1339621	GSM1339622	GSM1339623	GSM1339624	GSM1339625	GSM1339626	GSM1339627	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
A1CF	263.8	282.5	306.6	325.5	274	254.8	384.2	370.6	219.7	187.7	196.9	260.5	271	205.4	283.7	266.8
A2M	6556.4	4880.5	5882.8	6705.5	5939.3	6940.2	5729.1	6141.6	5821.3	5898.5	6246.6	5707.8	5400.1	6058.7	6504.4	4884.2
A4GALT	273.8	207.8	179.1	246	313.8	460	161.2	227.3	163.9	231.1	282.6	358	275.9	385.7	207.8	140.2
A4GNT	216.2	144.7	181.1	226.1	183.8	195.9	191	266.8	224.3	159.6	165.3	165.8	212.1	142.4	173.2	163.6
AAAS	303.5	256.1	190.2	194.1	261.9	221.8	190.4	226.3	207.4	145	239.1	242	149.7	216.1	286.3	180.1
AACS	414.3	496.5	492.6	328.2	517.6	407.1	386.3	581	642	365.2	524.4	513.6	585.9	319.9	508.2	528.2
AADAC	18.6	48.8	23.9	20.2	21.7	36.8	28	32.4	33	30	18.8	16	16.7	13.3	20.8	27.3
AAGAB	216.2	169.95	184.5	233.6	249.25	199.75	275.05	204.4	299.9	202.3	114.65	135.15	171.25	154	132.6	218.75
AAK1	198.76	169.36	154.46	203.52	209.7	172.34	150.46	166.92	193.22	121.8	158.36	167.92	196.4	175.58	142.62	150.16
AAMDC	206.533333333333	267.166666666667	200.733333333333	208.666666666667	214.233333333333	282.933333333333	260.766666666667	241.133333333333	226.8	240.433333333333	258.933333333333	268.8	322.333333333333	339.833333333333	337.266666666667	337.7
AAMP	567.4	464.1	491.4	409	556	524.7	685	601.9	609.6	590.5	569.7	364.7	367.3	576.1	446.3	621.9
AANAT	14.4	7.4	10.7	5.7	4.5	7.4	16.3	10.4	6.8	6	3.3	10.9	23.2	6.6	8.3	7.1
AAR2	644.2	597.7	491.2	711.2	636	708	679.5	680.2	655.3	640.2	527.2	662.3	685.1	533.6	647.4	643
AARS	2233.6	1686.6	1647.7	1754.3	2237.5	1574.2	1643.8	1788.8	2220.4	1568.9	2156.5	1897.4	1709.3	2320.6	1782.8	1482.6
AASDHPPT	873.4	744.6	726.05	499.4	706.7	643.8	814.15	658.55	623.9	766.7	684.65	595.95	592.15	594.75	676.8	758.1
AASS	117.1	93.45	79.85	59.15	73.05	61	7.35	44.3	50.4	33.4	111.6	32.6	62.95	63.2	69.75	43.75
AATF	600.4	869.3	1258.4	1058.5	1032.9	757.5	773.2	542.3	835.4	369.1	797.4	643.3	542.8	397.6	653.4	670.6
AATK	299.2	260.9	190.6	223.6	285	394.6	284.8	414.7	281.3	207.5	181.8	274.5	304.9	206.3	313.4	202.3
ABAT	98.5	151.333333333333	173.933333333333	174.133333333333	150.633333333333	86.4	201.2	141.7	176.7	90.7	134.933333333333	169.566666666667	144.6	89.2333333333333	180.2	200.266666666667
ABCA1	734.066666666667	1611.63333333333	943.933333333333	757.133333333333	541.366666666667	617.266666666667	1325	1188.66666666667	758.966666666667	827.833333333333	706.366666666667	690.7	636.2	460.966666666667	722.633333333333	848.6
ABCA11P	160.1	130.1	113.1	79.4	101	158.4	125.6	123.1	64.3	48.5	76.5	142	92	96.7	113.3	185.6
ABCA12	30.7	36.6	31.8	56.3	27.9	30	18	65.1	8.9	17	30.9	14.7	28.9	40.3	8.4	33.3
ABCA2	238.8	227.933333333333	213.3	211.533333333333	181.666666666667	181.333333333333	158.033333333333	124.4	114.433333333333	139.466666666667	272.266666666667	205.9	233.033333333333	235.933333333333	200.533333333333	140.433333333333
ABCA3	179	127.3	130.1	108.4	72.5	54.5	107.8	41.8	34.8	88.2	163.2	153.6	130.9	158.2	124	63.7
ABCA4	30.6	28.6	81.1	71.3	27.6	70.5	37.1	40.3	45.3	50.2	32.4	23.6	59.2	103.2	52	83.3
ABCA5	387.3	353.8	207.9	246.8	191.9	215.5	154.8	268.1	136.6	106.1	219.4	261.8	197.3	274.9	159.7	197.8
ABCA6	161.9	310.3	348	308.4	141.1	242.7	540.1	317.5	187.8	192.8	122.7	371	313	268.8	529.3	393
ABCA7	270.4	267.7	211	217.9	167.3	214.9	224	151.8	205.8	149.4	123.3	186.6	189.7	88.2	124.8	141.1
ABCA8	1160.5	1614.3	818.6	746.6	351.3	1655	733.9	549.2	210.5	24.1	815	2583.4	1627.8	1214.5	2157.7	1341.1
ABCB1	294.6	194.3	271.5	224	196.6	257.7	126.4	268.2	178.7	93	225.2	208.4	176	107.1	201.3	142.1
ABCB11	11.45	44.45	22.85	38.65	12.45	40.25	47.7	48.05	33.15	57.35	17.85	31.75	35	29.95	27.65	40
ABCB4	104.4	40	68.1	8.9	57.9	88.8	56.1	45.1	22.6	49.3	38.5	18	47.7	25.9	117.4	57.5
ABCB6	270.4	191.95	212.95	179.85	212.8	202.3	163.85	127.6	108.4	203.55	202.85	252.95	252.7	182.65	226.55	172.4
ABCB7	304	414.8	428.8	311.6	367.2	262.1	423.1	417.5	357.7	401.8	342.8	316.8	320	345.8	382.7	372.5
ABCB8	23.6	52.2	7.4	67.3	29.1	10.3	49.9	13.9	58.8	35	82	37	21.5	41.2	16.5	24.2
ABCB9	54.2	58.5	70	23.75	35.4	84.15	28.85	39.5	27.5	22.45	36.95	49.55	21.75	34.75	22.2	23.7
ABCC1	589.55	504.45	603.8	469.45	624.55	478.15	589.4	561.75	429	479.5	448.85	466.8	486.65	488.1	558.1	396.65
ABCC10	580.35	331.35	405.45	304.85	496.6	318.6	402.4	335.75	413.5	410.8	266.15	268.75	285.35	273.9	333.65	318.25
ABCC2	63	131.7	35.8	39.8	14	158.9	138.2	90.8	49.8	5.9	12.3	261.1	98.4	74.8	188.8	6.9
ABCC3	258.75	272.35	138.6	248.85	109.4	35.1	245.35	118.55	178.85	124.7	230	186.35	379.8	103.6	114.1	430.5
ABCC4	300.6	305.2	384.2	338.7	492.8	256.3	408.9	320.3	468.7	337.6	253.1	180.2	209.5	211.3	272.7	202.1
ABCC5	679.7	705.1	625	610.6	467.9	479.9	674.4	441.2	386.7	405.7	449.3	464.5	610.5	518.8	587.2	541.1
ABCC8	11.05	14.85	11.4	12.55	15.25	15.85	19.6	15.8	8.85	12.1	12.2	16.15	15.75	18.1	16.5	18.55
ABCC9	157.266666666667	192.966666666667	182.233333333333	147.9	196.033333333333	208.333333333333	153.733333333333	167.033333333333	134.4	148.866666666667	180.1	234.3	141.1	106.1	257.433333333333	163
ABCD1	497.4	486.5	466.5	316.6	372.8	349.5	516.2	371.4	419.6	316.3	293.4	479.4	321.3	345.6	270.4	409.5
ABCD2	77.3	111.4	62.5	114	86.3	48.9	46.3	111.3	90.3	42.9	37.9	83.1	86.5	32.1	68.6	69.9
ABCD3	713.2	578.8	511.5	458.4	397.2	456.4	486.9	529	499.7	578	478.2	584.2	600.2	670.3	646.7	698.8
ABCD4	210.75	289.85	245.5	188.65	133	180.85	146.7	141	222.35	194.6	170.95	139.7	235.7	140.85	155.55	183.25
ABCE1	741.55	615.95	595.3	610	630.3	825.05	576.1	695.25	575.65	702.25	608.65	526.6	600.6	593.9	545.65	761.65
ABCF1	1212.6	1150.7	1267.5	1159.4	1100.9	1157.8	1093.6	1271.6	1415.8	1147.5	874.8	1099.6	1188.9	1011.5	1257.1	1204.1
ABCF2	278.9	205.12	221.56	230.92	276.66	250	216.96	288.24	290.44	241.66	210.38	217.36	233.58	189	222.82	250.3
ABCF3	677.7	451.9	423.3	431.2	603	511.8	500.1	373.6	486.8	372.5	404.5	551.5	497.9	231.2	505.5	366.6
ABCG1	478.25	741.8	545.75	644.3	580.2	567.95	814.65	869.1	841.75	576.05	465.4	352.6	391.15	270.05	465.35	431.25
ABCG2	320.6	246	246.5	253.5	204.5	280	144.9	165.8	248.3	108.8	219.3	233.2	229.3	248.2	303.1	236
ABCG4	149.8	152.3	169.1	142.4	203.9	192.6	136.2	280.1	123.4	144.1	106.8	157.8	164.4	79.2	105.6	163.1
ABCG5	8.4	19.3	14.6	9.4	14.4	18.7	21.8	30.4	3.7	35	7.7	29.6	61.3	7.3	3.3	45.3
ABHD10	1580.6	1221.1	1089.2	972.8	1140.1	805.2	1314.2	1065.5	1344	914.8	1096	1183.2	1072.2	1052	1142.1	1372.1
ABHD11	422.4	422.2	393.1	386.6	477.6	391.6	516.1	329.3	380.9	245.3	280.8	417.8	485.4	406.3	391.9	482.2
ABHD17A	1153.6	1130.5	1125.5	1247.8	1255	1185.4	1213.8	1016	1324.4	1492.4	1031.1	1137.4	1142.6	1253.7	1230.7	1187.9
ABHD17B	200.2	270.7	275.2	275.1	291	220.6	257.1	307.5	295.8	301.7	185.5	257.6	244.8	260.4	247.5	194.7
ABHD2	291.2	395.1	376.05	374.825	412.325	311.925	447.675	329.525	395.5	471.925	483.575	601.05	433.75	501.375	370.925	276.9
ABHD3	398.2	476.2	306.9	597.6	175.7	177.2	320.1	176.2	717.1	381.2	351	186.5	294.1	158.1	261.7	503.1
ABHD4	769.3	1017.4	1145.6	815.9	932.6	735.4	1133.7	512.8	758.2	1064.7	749.5	845.1	856.9	990	964.9	772.2
ABHD5	167.933333333333	224.966666666667	162.766666666667	142.633333333333	140.233333333333	168.3	176.6	257	132.733333333333	169.1	125.166666666667	172.033333333333	174	158.4	188	192.9
ABHD6	184.1	251.375	187.875	270.525	240.325	219.975	196.95	217.3	178.4	163.375	309.75	292.5	293.05	193.1	236	216.25
ABHD8	76.5	91.3	102.7	31.1	44.3	33.2	80.2	21.1	17.9	74.6	94.7	113.8	111.1	141.1	59.8	22.1
ABI1	869.8	901.8	1250.45	927.2	911.65	940.4	1476	792	971.8	1071	772.05	790.2	927.9	788.3	851.55	895.15
ABI2	402.975	262.175	259.675	252.475	326.475	316.175	268.875	203.65	222.375	286.1	258.975	298.8	336.35	261.175	184.475	226
ABI3BP	99.8	62.1	90.5	44.1	27.5	33.9	13.5	59.2	61.1	21.4	46	66.6	78.9	47.7	22.4	84.4
ABL1	1722.4	1168.2	1236.5	1061.4	1252.3	1343.8	1194.4	1873.1	1265.1	1765.6	1562.6	1520.9	1309	1746	2345.8	1340.6
ABL2	202.7	162.6	153	191	134.6	207.5	286.2	195.9	172.9	151.9	105.9	181.5	230.5	153.4	210.8	143.5
ABLIM1	1050.55	1516.3	1378.8	1056.45	754.65	1403.15	806.55	871.85	691.95	764.5	965.4	2063.95	1413.5	1569	1722.95	1359.2
ABLIM3	567.2	387.9	392.8	649.7	514.5	491.4	288.5	401.2	322.4	324.9	325.1	357	311.4	463.2	361	282.1
ABO	90.7	17.2	33.7	24.7	103.1	114.85	102.5	158.6	65.95	93.35	76.45	77.05	76.1	76.95	21.05	77.4
ABR	681.2	894.25	993.7	605.4	581.65	663.5	761.2	650.7	484.65	739.15	670.95	901.1	940.55	853.8	767.85	595.3
ABT1	405.5	355.7	373.6	291.3	554.6	528.2	456	478.6	558.4	481.6	479.9	273.2	361.6	475.6	380.5	404.5
ABTB2	162.3	195.9	148.7	49.3	95.4	137.7	120.4	119.2	129.6	119.3	159.1	185	200	182.7	160.5	212.6
AC003989.4	74.6	80.5	43.6	67.6	42	87.8	51.1	88.6	42.2	71.8	77.9	88.6	82.2	80.4	84.7	68.7
AC004692.5	118.2	192.6	181.5	187.8	86.4	174.8	98.9	112.7	146.8	144.5	159.5	166.1	143.3	41.1	167.1	232.7
AC004941.5	61	75.4	21.5	19.2	29.7	103.8	120.3	30.4	21.3	77.2	37.5	106.1	43.5	49.5	55.5	48.5
AC005838.2	55	77.7	87.1	70.5	24.7	121.6	41.7	32.7	9.4	58	131	122.1	162.4	44	68.5	21.1
AC007292.3	68.7	25.4	16.6	73.9	109.2	109.2	69.9	152	17.5	29.5	20.7	52.9	29	81	45.3	14.4
AC007389.3	129.3	307.3	260.7	262.8	321.7	150	235.7	325.5	234.5	124.1	202.1	353.3	327.2	211.2	327.8	188.5
AC012065.7	107.7	99.8	126.2	48.9	81.7	106.5	72.5	32.1	55.6	57.6	90.4	267.9	126.4	207.6	37.8	98.1
AC068039.4	96.5	76.3	234.9	107.6	92	137.9	131.9	46	121	72.3	90.3	149.1	103.9	103.8	81.4	93.2
AC074212.6	9.8	11.4	10.6	15.1	17.4	21	16.7	14.2	14.6	15.5	20.3	11.9	13.3	15	18.2	11.3
AC084219.3	3.7	9.4	33.1	9.8	3.9	4.5	10.1	10.2	3.6	42.4	12.5	8.4	11.7	10.3	6.8	12.2
ACAA1	539.15	471.3	465	508.2	641.25	613.25	577.35	648.55	527.45	492.95	544.25	466.8	576.3	466.8	429.75	443.2
ACAA2	363.55	441.25	529.8	494	573.85	737.95	532.5	503.85	506.45	468.6	430.75	789.05	758.95	601.05	580.65	440.9
ACACA	178.05	171.95	60.8	65.7	56.1	58.9	38.35	38.4	46	134.45	86.95	213	134.35	179.3	112.7	145.15
ACACB	272.625	701.125	234.15	403.3	149.675	341.75	164.275	265.75	102.325	120.1	266.325	699.1	497.65	682.625	353.025	607.5
ACAD10	183.2	193.1	310	239.6	424.4	457.7	259.2	401.8	379.5	200.6	329.2	279.9	411	412.7	272.4	225.7
ACAD8	450.7	429	456.7	375.5	390.8	317.5	420.9	327.6	408.4	323.6	458.9	366.3	400	415.2	308.5	459
ACADL	22.3	127	50.25	64.3	26.5	87.7	32.35	95.6	10.95	12.9	43.4	169.9	104.1	101.55	105.45	102.05
ACADM	946	753.2	760.3	1110.2	709.1	770.7	675.9	516.4	601.5	614.7	617.9	863.7	736	745.9	416.1	1004.2
ACADS	243.7	336.5	229.6	192.7	290.4	310.4	167.6	268.4	305.1	207.4	423.6	234.8	312.4	360.8	316.8	222.5
ACADSB	23.9	73.2	55.4	59.9	25	65.2	77.7	27.8	8.5	28.4	56.6	55.1	34.3	63.8	18.2	24.5
ACADVL	1807.1	1859.8	1186.9	1361.9	1477.3	1238.8	999.2	1449.7	1517.9	942.2	1631.5	1758.1	1794.1	1563	1985.8	1842.3
ACAN	402.066666666667	209.8	335.9	265.466666666667	353.166666666667	354.766666666667	326.866666666667	289.066666666667	217.633333333333	293.966666666667	334	225.566666666667	244.566666666667	2652.4	277.066666666667	260.9
ACAP1	157.85	136.4	182.15	145.4	169.45	130.4	37.45	62.55	151.95	131.55	62.3	23.4	23.45	19.2	16.5	19.7
ACAP2	450.9	385.45	486	403.2	287.1	323.3	472.95	299.8	287.9	378.9	289.3	341.6	338.85	318.55	314.25	373.1
ACAT1	1572.2	2637.7	1848.7	1765.9	1310.6	2030.1	1925.3	1584.4	1894.2	1481.8	1694.6	2364.2	2135.3	2106.9	2508.2	2589.8
ACAT2	285.7	344.8	221.6	273.8	253.8	291.9	271.9	290.4	303.1	291.4	252.4	168.1	266.8	283.9	256.8	252.8
ACBD3	660.15	696.65	593.95	566.7	539.85	573.35	635.45	667.2	670.3	656.55	607.75	572.2	614.5	725.4	692.65	829.85
ACBD4	350.1	357.3	246.8	340.9	361.8	254.4	210.3	185	428.9	122.5	491.9	363.6	335.6	353.3	314.7	197.5
ACD	166.9	189.3	246.6	225.1	203.9	237.8	189.2	159.6	250.5	263.2	219.9	238.2	233.1	281.2	235.1	241.6
ACE	315.8	204.4	285.3	269.7	313	368.2	658.1	176.6	144	193.5	264.2	314.1	179.3	217.5	120.9	55.3
ACE2	49.25	34.25	47.4	50.25	56.1	49.3	34.3	82.6	83.85	18.25	53.05	28.25	36.35	25.7	43.35	56.35
ACHE	59.9	78.4	58.3333333333333	56.6	83.2	92.1666666666667	59.4666666666667	56.9666666666667	67.9	54.5	59.5333333333333	46.4666666666667	47.0666666666667	27.6666666666667	32.3	44.7666666666667
ACIN1	391.1	365.1	307.7	394.6	389	290.2	317	349.6	332.5	353.9	280.4	332.8	325.3	479.4	259.7	282.5
ACKR1	4235.5	2523.3	2445.7	3849.1	2914.3	5949.3	1646.3	3025.9	1760.5	1069.3	1664.4	2489.1	1277.4	2389.2	2032.7	1420.6
ACKR2	90.1	108.1	183	130.5	150	155.7	191.9	178.2	101.1	62.7	104.2	150.8	157.9	120.8	143	89.4
ACKR3	2354.5	2363.8	2075.5	1267.8	1365.2	2429.3	2057.8	2214.5	1202.5	1917	2004.7	3369.4	2659.4	1876.4	4334.7	3614.8
ACKR4	29.4	127.3	65.8	22.9	55.5	70.9	179.6	120.2	27	39.4	19.5	118.2	73.3	58.9	97.4	6.4
ACLY	1476.9	1169.2	1355.66666666667	1071.06666666667	1410.16666666667	1192.26666666667	916.5	1166.56666666667	1350.46666666667	1265.23333333333	1125.2	1152.36666666667	1098.66666666667	1250.13333333333	1073.86666666667	942.666666666667
ACN9	131.9	53.1	116	69.5	75.8	65.2	89.1	112.2	97.5	44.7	79.3	123.3	77.9	83.9	91.6	130.6
ACO1	1125.3	1459.6	746.5	1172.2	757.7	1389.1	928.5	1023.1	1085.9	850	1087.2	976.9	800.4	961.4	1056.6	965.5
ACO2	502.6	499	473.95	512.5	596.45	488.95	334.3	574.75	885.95	761.85	763.05	447.55	408.45	429.5	402.45	650.15
ACOT11	75.25	64.15	99.85	31.45	93.4	86	96.95	94	60.15	89.75	52.75	81.3	108.5	72.65	79.8	70.6
ACOT13	454.6	765.2	752.1	637.6	936.6	782.9	937.3	1027.6	624.1	1020.4	949	872.2	880.4	761.4	873	924.5
ACOT7	338.75	223.15	457.25	323.9	492.05	375.1	501.6	330.65	420.25	748.9	272.95	316.05	363.25	259.6	249.8	338.5
ACOT8	293.3	344	398.1	378.3	510.8	394.2	316.1	434.7	401	323.4	390.5	431.8	443.3	274.3	306.7	325.9
ACOT9	929.6	801.2	878.9	955.1	706.9	1055.6	835.6	1002.9	787	804	781.3	450.9	1028.4	668.3	798.1	883
ACOX1	107.85	99.675	77.825	104.5	77.425	117.6	91.125	151.35	130.3	81.55	107.85	129.875	127.8	70.15	95.975	108.125
ACOX2	328.6	393.1	265.7	352.2	233.4	308	251	337.7	164.5	222.8	307.8	363.2	386.2	375.6	462.9	279.9
ACOX3	182.9	157.3	123.5	126.95	120.95	132.75	166.85	148.2	98.2	128.6	103.25	109.15	115	90.4	145.85	160.8
ACOXL	7.5	4.4	3.9	18	6.9	6.9	4.8	17.8	3.6	3.2	6.1	14.5	9	9.7	6.8	2.4
ACP1	624.233333333333	740.533333333333	721.6	718.666666666667	721.733333333333	786.1	803.5	731.933333333333	859.533333333333	936.166666666667	727.966666666667	684.366666666667	744.266666666667	733.266666666667	650.933333333333	857
ACP2	1264.9	1126.1	1476.7	1267.9	1095.9	975.5	1747.1	1222.6	1558.3	1312.2	1134.9	859.5	1006.3	602.8	569.6	1264.6
ACP5	634.7	1849.3	1060.7	1973.2	1187.8	870.7	1584.5	1448.7	1115.6	1059.4	1072.7	1150	1497.5	673.8	1035.4	2202.9
ACP6	355.6	456.2	352.6	381	375.4	295.3	409.2	292.6	406.7	356.2	427.7	368.4	361.9	275.3	333.6	422.1
ACPP	121.6	124.5	152	127.8	145.8	121.4	146.1	252.7	147.6	180	207.3	85.8	132.8	17.8	186.6	115.9
ACR	71	43.3	50.2	71.7	150.1	35.8	70.4	84.6	75.4	40.6	71.1	56	47.1	156.4	98.3	51.2
ACRV1	170.716666666667	181.6	187.433333333333	186.1	207.566666666667	162.966666666667	239.533333333333	322.233333333333	178.6	125.2	117.816666666667	199.983333333333	201.05	112.75	167.616666666667	150.416666666667
ACSBG1	50.95	70.7	51.15	61.15	74.1	45	61.75	83.35	97.7	59.4	36.05	58.65	79.9	24.7	41.35	58.45
ACSBG2	76.4	108.1	121.6	113.7	178.1	126.2	130	165.9	45.3	143.6	94.1	163.7	150	88.5	74.3	160.4
ACSF2	181.7	300.9	213.9	203.5	150.5	225.2	221.8	134.4	43.9	148.2	85	318.6	281.7	309.5	214.7	235.8
ACSL1	778.9	2914.65	1155.65	2345.6	834.6	1917.3	1403.8	2735.5	842.6	1450.1	795.05	2308.65	1904.85	2506.4	1349.75	2523.95
ACSL3	680.633333333333	860.366666666667	631.166666666667	643.933333333333	587.566666666667	723.166666666667	613.566666666667	711.233333333333	645.1	635.066666666667	746.866666666667	871.866666666667	891.833333333333	790.266666666667	979.233333333333	851.333333333333
ACSL4	402.8	351	301.9	271.9	200.2	237.7	418.9	444.2	243.7	264.6	228.4	311.1	240.8	186	243.3	410.3
ACSL5	606.6	593.8	671.3	607.3	479.7	551.3	492.1	521.5	613.2	325.2	501.7	540.4	574.2	284.2	285.2	368.6
ACSL6	99.5333333333333	82.7333333333333	79.0666666666667	90.8	102.433333333333	72.2666666666667	92.2333333333333	124.966666666667	64.2333333333333	50.0333333333333	66.2333333333333	70.8666666666667	76.1666666666667	61.5	76.9333333333333	85.1
ACSM1	13.1	6.6	14.4	14	12.3	24.3	11.7	28.3	26.3	12.9	18.5	13.1	11.9	57.3	12.4	16
ACSM3	70.05	43.15	101.05	91.4	29.65	50.15	62.95	86.45	39	19.3	25.4	69.25	69.2	22.85	78.9	75.8
ACSM5	197.6	425.95	166.4	227.15	115.6	194.35	211.7	150.65	176.25	102.25	181.2	357.95	344.8	205.1	212.05	384.85
ACSS3	229.8	495	320.9	247.8	262.7	241.6	218.7	370.6	233.9	206.6	306.5	477.2	368.6	348.3	420.3	355.2
ACTA1	63.7	30.7	51.6	26.6	56.1	7809.6	28.9	873.5	120.4	21.9	20.7	33.9	83.1	55.2	3876.2	14.7
ACTA2	2716.5	1500.6	1850.75	2090.7	1892.9	3552.25	869.15	1733.9	1490.95	1491.2	2384.8	2990.75	1853.15	2364.4	3764.85	1754.2
ACTB	11110.44	9657.96	9974.48	12337.84	13417.78	14052.46	9901.38	14486.92	12725.3	11111.26	11795.16	11301.48	11772.08	12082.46	10800.64	10359.02
ACTC1	424.6	229.5	281.1	95.8	247.1	733.1	329	200	344.8	230.9	121.7	297	208.8	251.8	726.1	274.3
ACTG2	500.6	312.8	496.7	492.6	411.3	1429.4	300	361.4	308.3	249	770.7	654.9	389.6	361.7	1604.2	324.8
ACTL6A	410.3	328.2	352.6	278.4	198.7	265.4	314.2	246.3	316.7	365.7	202.5	261.9	316.9	320.5	227.3	405.2
ACTL6B	7	6.65	7.4	8.15	9.2	9.35	9.55	11.9	8	4.45	9.85	8.4	9.05	5.85	7.8	6.2
ACTL7A	11.8	12.3	7.7	14	17.9	11.2	16.2	9.2	12.6	6.1	8.3	15.9	8.7	5.1	13.4	17
ACTL7B	47.5	30.5	28.1	22.4	41.2	56.6	22.2	28.8	10	13.7	42.6	25.4	14.4	26.8	19.1	15.2
ACTL8	48.4	43.5	54.4	52	103.9	54.7	113.4	91.1	48.6	50.2	33.9	40.6	29.2	92.5	37.1	34.8
ACTN1	1724.5	1273.16666666667	1874.86666666667	1504	2102.13333333333	2433.26666666667	1793.2	1634.7	1273.43333333333	1988.23333333333	1409.13333333333	1642.66666666667	1433.3	2279.1	1393.86666666667	1001.6
ACTN2	51.9	54.6	53.275	64.55	82.425	579.425	82.975	116.85	58.875	50.8	41.075	62.85	55.15	51.9	128.075	55.975
ACTN3	129.2	117.8	44.2	75.3	26.9	481.4	111.8	29.8	23	126.5	77.4	147.4	77.1	112.3	224.6	133.3
ACTN4	1680.1	1304.3	1337.2	1267.5	1230.1	1895.5	1776.6	1459.9	1016.9	1149.8	1244.1	1620.7	1807.1	1908.7	1496.8	1787.8
ACTR10	3040.6	2784.3	2288.3	2380.3	2483.3	2465.9	2202.9	2407.5	2985.1	2914.1	2514.2	2504.1	2570.2	2559.9	2818.8	3064.1
ACTR1A	986.7	962	1091.85	904.85	1156.35	1164.5	986.9	977.4	999.7	1030.05	969.15	1021.25	1152.9	1065.85	826.6	846.8
ACTR1B	879.9	802.1	775	721.7	801	754.3	1187.9	599.2	646.2	664	796.5	828.1	836.6	1008.5	814.1	707.3
ACTR2	1578.73333333333	1763.1	2334.3	1995.9	2131.86666666667	1971.16666666667	2424.16666666667	2944	2653.93333333333	2604.23333333333	2012.26666666667	1645	1789.73333333333	1928.36666666667	1798.63333333333	2063.2
ACTR3	3616.96666666667	3208.6	3483.03333333333	3473.06666666667	4084.83333333333	3917.16666666667	3605.26666666667	3624.73333333333	4207.1	3788.53333333333	3262.46666666667	3051.7	3196.46666666667	3040.06666666667	3171.2	3411.4
ACTR3B	141.3	150.8	78.4	88.8	66.5	98.4	99.1	92	73.3	93.6	89.3	91.2	121.2	98.8	107.7	145.2
ACTR5	245.15	210.45	200.05	209.45	207.4	240.4	181.75	289.1	154.4	202.45	261.85	191.25	205.1	235.5	186.2	182.15
ACTR6	398.7	432.8	373.5	434.9	330.3	317	405.4	303.1	433	383.9	320.5	336.1	343.7	386.1	422.4	515.2
ACTR8	225.3	262.2	259.4	238.5	281.9	242.8	243.1	284.2	178.5	217	293.1	336.4	251.7	157.7	209.6	201.6
ACVR1	1443.5	1375.7	1289.6	938.4	849.9	911.4	1639.5	1179.4	1144.7	1360.9	1093.3	1535.4	1317.3	1644.3	1683.7	1070
ACVR1B	192.3	234.85	182.883333333333	246.133333333333	215.45	266.65	205.45	314.316666666667	183.516666666667	168.866666666667	221.883333333333	266.3	206.083333333333	165.266666666667	224.7	210.066666666667
ACVR2A	541.8	640.6	671.1	592.2	383.7	606.4	773.4	579.2	443.1	503.7	378.2	510.1	538.8	425	640.3	621.1
ACVR2B	207.1	318.4	165.8	149.8	218.4	158.5	182.8	214.4	144.9	157.4	151.5	236.5	210.5	124.5	59.9	209.1
ACVR2B-AS1	119.5	157.2	78.2	114.2	141.1	155.2	94.7	167.1	27	57.4	11.8	30.5	30.3	54.4	26.7	23
ACVRL1	190.9	292.6	220.7	237.7	405.9	285.7	303.5	202.1	188.8	303.3	169.6	251.7	171.8	180.2	145.4	155.7
ACYP1	189.8	218.4	232.9	198.6	179.2	199.9	164.6	70	143.4	176.5	175.2	156.1	163.8	186.5	201.8	163.4
ADA	310.75	203.75	320.65	305.9	644.6	351.9	329.9	297.1	349.55	593.8	312.3	329.35	330.6	186.25	270.55	261.4
ADAM10	1208.93333333333	950.1	1165.2	911.9	963.2	809.9	1192.1	1185.5	1065.73333333333	1165.06666666667	969.6	651.766666666667	821.833333333333	724.9	771.4	844.966666666667
ADAM11	18.6	32.1	40.8	34.8	38.4	45	48.8	58.5	34.5	53.5	31.9	48.5	41.1	41.3	32.8	29.2
ADAM12	213.25	102.3	408.875	155.125	557.725	253.1	834.4	347.8	187.5	1185.25	262.175	140.175	133.775	1273.125	137.875	161.4
ADAM15	245.1	381	684	779.5	947.6	1153.8	402.8	325.7	369.3	341.1	528.4	543	592.5	503.4	366.6	236.4
ADAM17	492.5	404.3	421.033333333333	357.4	416.866666666667	450.266666666667	464.733333333333	367.066666666667	373.133333333333	455.433333333333	447.566666666667	338.866666666667	353.5	403.366666666667	395.6	489.866666666667
ADAM18	49.2	79.3	80.4	65.5	106.3	28.4	76.7	139.5	21.4	23.8	49.8	71.6	68.3	95.4	69	63.5
ADAM19	247.3	162.3	296	237.1	363.45	279.85	267.25	349.25	310.45	323.9	172.8	184.4	144.8	166.5	167.15	127.1
ADAM2	3.5	4.5	20.5	5.6	24	12.6	9.1	12.6	4.2	1.7	2.3	2.9	20.7	4.6	6.4	19.6
ADAM20	83.65	97.35	89	118.5	93.95	102.9	126.55	155.9	53.1	49.2	80.9	106.75	111.95	63.1	114.35	127.55
ADAM21	215.4	224.2	180.1	183.3	217.9	173.2	243.2	264.7	157	130.8	119.2	199.3	195.4	144.2	190	210.2
ADAM22	64.05	88.85	52.25	103.65	54.0333333333333	76.1333333333333	76.0333333333333	66.1	55	47.15	75.6	133.716666666667	114.75	79.35	99.65	78.9166666666667
ADAM23	115.7	102.85	128.8	140.15	192.5	143.65	132.75	130.5	82	82.75	154.5	111.55	152.9	105.55	141	169.7
