geneNames	GSM1339618	GSM1339619	GSM1339620	GSM1339621	GSM1339622	GSM1339623	GSM1339624	GSM1339625	GSM1339626	GSM1339627	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
MBTD1	12.6	6.9	29.1	10.4	2.8	10.5	3.9	41.1	5.6	5.6	8	6.9	4.3	21.2	11.4	21
MBTPS1	891	702.35	945.35	910.05	852.7	713.75	735.8	743.3	953.95	652.4	1151.2	774.65	1012.45	909.55	910.55	723.4
MBTPS2	153.7	243.3	223.4	246.7	298.1	236.7	173.8	215.5	250.8	238.8	300	224.6	310.3	275	303.7	201.2
MC1R	232.8	167.8	219	209.7	338.2	200.4	186.5	102.5	32.3	185.1	199.7	149	209.4	220.6	179.9	165.3
MC2R	91.6333333333333	107.433333333333	113.833333333333	89.8666666666667	103	102.6	99.6333333333333	132.266666666667	89.1333333333333	59.1	70.2666666666667	93.0333333333333	108.866666666667	81.9333333333333	74.5	67.6333333333333
MC3R	58.6	100	60.4	80.6	124.2	101.4	55.6	104.8	115.9	34.2	95.6	26.6	8.3	61	55.2	12.1
MC4R	143	91.4	94.4	84.2	93.1	62.3	84.8	96.9	159	34.5	85.7	109.6	95.8	74.6	117.9	101.5
MC5R	57.8	40.8	37.9	51.6	66	106	82.5	89	35.6	45.1	63.9	31.2	74.8	64.5	97.2	93.7
MCAM	2640.7	2012.7	1873.1	2050.3	2231.5	3051	680.4	1673.3	1066.6	2775.5	1527.9	2684.8	1741.6	2527	2148.4	1960.3
MCAT	235.5	215.6	191.6	175.7	230.2	261.5	233	211.6	227.9	200.1	227.7	235.6	276.8	169.3	232.8	199.8
MCC	326.3	347.5	304.7	364.8	324.3	335.4	407.5	402.2	393.2	226.5	278.9	372.7	357.1	323.7	350	330.9
MCCC1	335.3	538.9	365.5	372.1	430.2	354.8	344.5	404.8	297.9	241.6	375.7	565.6	512.1	638.7	502.6	527.9
MCCC2	615.25	619.3	500.6	408.55	532.4	477.75	426.4	406.75	622.05	444.1	494.5	463.05	490.5	435.6	462.4	531
MCF2	47.2666666666667	20.0333333333333	35.6333333333333	34.7	27.3666666666667	30.7	17.1333333333333	66.5	46.0666666666667	50.1333333333333	40.3	31.8333333333333	43.7666666666667	30.5	35.9333333333333	48.1666666666667
MCF2L	340.766666666667	180.433333333333	189.3	240.1	198.866666666667	224.133333333333	201.466666666667	231.733333333333	173.266666666667	290.5	148.5	217.6	217.2	344.4	213.5	182.4
MCF2L-AS1	53.8	26.9	10	14.2	9.8	50.5	9.9	96.6	16.2	10.1	55.4	7.7	7.7	3.6	10.5	41.3
MCF2L2	0.9	1.9	6.6	0.2	8	2.9	4.6	10.7	9.5	1.7	0.1	0.1	10.5	0.1	2.4	1
MCFD2	757.6	616.15	568.8	493.55	500.4	567.75	589.4	480.75	510.75	619.5	643.55	508.95	494.35	621.15	534.1	487.5
MCHR1	102.6	93.9	147.1	31.8	146.7	86	185.4	48.6	42.2	125.9	54.4	132.5	34.9	109.5	25.3	15.2
MCL1	1245.62	1540.64	1508.34	1486.94	1547.48	1605.72	1692.9	2126.76	1577.9	1349.68	1272.02	1014.86	1059.64	970.8	1387.44	984.64
MCM10	66	58.6	48.3	13.8	101.3	13.8	59.1	25.6	138	79.7	52.2	29.5	26.9	12	71.1	52.1
MCM2	408.5	315.3	469.4	423.1	502.6	373.7	724.5	448.8	699	477.8	344.8	323.4	381.6	363.3	332.1	309
MCM3	1224.2	1033.7	1077.5	994.7	1098.2	934.4	1013.9	942.4	1058.2	1045.8	871.8	954	951.9	977.1	886.1	862.9
MCM3AP	293.36	204.52	244.5	219.76	252.38	224.46	191.46	196.78	183.48	210.04	232.18	187.38	192.18	207.88	168.16	171.9
MCM3AP-AS1	34.5	28.5	57.3	52	60.8	54.5	29.7	101.5	44.1	39.1	2	18	34.1	24.6	20.4	38.5
MCM4	141.025	106.55	170.7	185.65	162.45	135.8	168.9	100.475	174.075	200.425	104.25	104.85	129.725	102.25	107.75	84.875
MCM5	379.9	285	351.15	327.45	431.45	294.3	480.3	312	422.45	493.4	295	215.9	305.35	345.95	218.75	255.45
MCM6	1137.4	768.8	971.3	1079.8	901.6	919.3	950.6	753	872.6	1051.4	762.5	745.1	797.5	866.1	880.1	846.7
MCM7	475.15	558.95	545.05	416.85	531.4	446.85	582.15	445.6	500.3	511.9	253.05	519.4	621.2	459.25	440.15	439.25
MCM9	229.3	192.2	212.05	186.8	169.3	180.65	210.7	238.9	246.45	189.35	205	186.25	185.05	121.75	154.15	223.8
MCMBP	394.3	315.5	250.8	204.3	264.8	320.8	370	350.7	253.1	325.8	249.4	347.4	272.4	263.1	258.2	286.2
MCOLN1	405.8	1014.2	927.8	729.8	732.1	605.3	1284.3	930.7	572	844.6	900.4	724.9	1004.3	792.7	1082.4	769.3
MCOLN3	86	240.4	105.1	89.5	103.1	38.4	163.5	105.7	76	127.2	153.9	169.8	273.9	53.3	114.1	319.9
MCPH1	19.7	17	18.5	17.5	8.9	18.9	9.8	10.9	14.3	19.9	16.2	12.1	14	19.9	14.9	8
MCRS1	590.2	499.7	414.5	504.3	666.2	604.4	602.6	363.5	550.8	484.9	522.9	505.1	490.7	488.4	462.1	403.1
MCTP1	457.2	442.7	563.2	532.1	450.5	819.9	581.6	593.4	464.6	690.2	324.7	461.8	215.5	225.2	317.5	435
MCTP2	142.3	195.7	224.1	170	231.2	181.9	208.5	387.8	227.1	214.5	284.2	173.4	166.5	166.7	226.9	194.2
MCTS1	1070	853.6	913.7	955	1143.9	933.3	1009.5	914.9	1578.2	1428.8	1176.9	938.3	910.3	858	965.6	1311.5
MCUR1	720.5	620.9	711.8	630.4	808.3	742.6	789.2	556.5	704.5	877.5	760.1	651.9	738.3	613.5	783.4	793
MDC1	225.55	222.9	228.15	230.35	194.95	138.2	145.85	186.2	213.25	152.7	245.4	185.55	206.6	132.45	209.75	167
MDFI	123.1	145	110.4	245.1	154.6	259.9	61.9	79.1	79.3	83.3	171.9	178.3	151	273.8	76.6	88.9
MDFIC	1520.95	1223.6	957	1122.05	1441.35	1260.65	1323.3	731.85	1273.65	1214.3	1307.25	1366.75	1437.75	1200.4	1130.1	1595.75
MDH1	2781.6	3669	3210.8	3621.2	3421.7	3491	3371	3456.7	4421.3	3945.2	3204.9	4787.2	3396.5	3918.1	3917.9	4297.7
MDH2	1083.25	973.05	860.9	981.4	907.85	973.75	964.6	856.15	946.25	950.65	847.25	924.8	904.35	825	911.45	945.9
MDK	190.3	78.2	296.4	503.9	552.1	350.5	160.9	268.5	179.3	307.1	630.1	191.5	140.6	426.7	318.6	164.6
MDM1	163.8	113.8	107.1	127.15	101.45	101.6	115.25	150.65	128.25	123.85	104.3	96.7	113.3	103.1	79.25	116.65
MDM2	49.56	48.06	52.7	34.72	54.04	37.98	56.64	105.14	51.32	52.4	32.08	59.2	48.18	48.74	55.42	57.9
MDM4	30.3	38.5	23.5	13.8	22.4	9.1	11.8	19	51.2	28.5	38.6	6.2	33.3	39.3	16.7	7.6
MDN1	607.6	456.3	472.7	439.3	268.9	307.9	287.5	327	419.3	367.7	301.5	350.6	319.8	456.3	383.1	487.4
ME1	371.566666666667	826.566666666667	738.166666666667	545.9	363.866666666667	386.433333333333	1140.43333333333	609.633333333333	704.866666666667	584.333333333333	452	504.3	522.1	299.466666666667	640.566666666667	632.633333333333
ME2	815.266666666667	869.7	971.6	1200.8	994	1045.33333333333	1306.8	1392.33333333333	1275.86666666667	1114.1	1217.73333333333	909.6	790.866666666667	639.666666666667	850.033333333333	2162.4
ME3	467.8	487.9	414.9	461.6	422.7	346	459.7	242.9	242.9	284.1	291.6	449.1	458.5	433.1	494.9	470.7
MEA1	1598.4	1118.8	1034.2	1052.9	1294.7	1214.8	793.3	699.2	1736.7	1324.5	1367.7	1028.2	1063.6	1410.5	961.6	1261.2
MEAF6	1010.5	890.5	971.7	1223.6	880	1120.3	1058.5	740.8	1051.2	967.1	734.7	852.4	1038	876.2	838.6	1084.3
MECOM	178.3	130.566666666667	171.766666666667	156.366666666667	141.4	173.333333333333	88.7333333333333	135.233333333333	99.2	118.566666666667	138.333333333333	154.466666666667	141.233333333333	179.6	182.1	150.566666666667
MECP2	255.6	276.366666666667	235.966666666667	223.1	231.133333333333	281.166666666667	161.033333333333	243.866666666667	245.7	208.8	214.2	248.5	278.633333333333	268.133333333333	293.7	210.433333333333
MECR	177.6	234.9	146.5	247.5	355.2	245.5	250.9	339.1	30.8	111.3	354.2	323.6	255.6	214.7	241	233.5
MED1	155.9	103.5	115.95	205.3	149.25	178.2	82.35	170.45	139.95	163.6	195.9	192.65	217.45	228.3	148.9	185.3
MED12	360.175	412.7	430.6	394.3	388.475	321.15	246.625	370.725	399.125	293.325	378.6	409.225	315.65	395.675	272.725	289.3
MED13	1011	731.1	757.35	915	703.4	783.4	597.85	972.95	830.55	840	796.5	890.15	899.1	1245	944.35	974.85
MED13L	387.05	477.025	463.275	390.575	407.45	430.8	327.975	411.125	383.95	275.775	402.55	437.25	469.675	545.85	477.025	356.9
MED14	196.02	181.5	199.24	137.3	203.72	187.26	203.22	234.74	180.26	188.7	175.76	156.66	169.98	129.38	171.94	156.7
MED15	566.8	510.9	609.4	653	681.4	582.9	611.2	486.7	502.5	643.1	334.4	637.2	615.1	554.5	346.6	377.4
MED16	240.98	213.24	169.44	202.52	216.12	257.84	137.3	178.86	212.56	248.6	229.72	172.38	180.64	230.24	161.5	150.48
MED17	477.6	354.2	447.8	285.8	435.8	449.9	304.6	451.7	590.1	459.5	444.1	319.2	358	427.7	383.5	371.4
MED20	336.45	259.15	318.5	313.15	389.15	361	215.1	332.4	286.35	311.55	309.25	282.8	307.7	271.25	328.05	298.15
MED22	396.7	321.7	350.5	300.1	383	296.7	314.3	323	324.3	271.7	349.4	293.9	290.4	397.2	324.3	294.6
MED23	574	398.7	414.4	364.5	429	350.3	369.8	537.9	347.3	412.6	319	320.4	398	345.5	390.9	355.5
MED24	27.9	30.7	92.6	33.2	39.6	19.8	66.5	249.7	24.4	19.7	17.8	32.6	31.2	27.6	28.9	28.6
MED25	26.15	35.95	47.2	38.15	39.65	60.75	46.75	37.25	32.2	37.65	45.85	54.35	60.1	62.05	47.8	20.3
MED27	290.033333333333	170.266666666667	192.466666666667	165.833333333333	243.333333333333	193.933333333333	193.466666666667	245.366666666667	301.3	275.8	221.1	169.866666666667	164	188.2	242.9	303.633333333333
MED28	349.3	415.9	426.1	500.5	409.9	367.7	448.6	442.4	475.9	489	463.1	435.1	466.2	352.1	474.1	680.6
MED31	171.6	239.9	169	247.2	182.9	213.5	166.2	259	207.5	80	116.9	217.1	121.5	156.5	137.5	116.8
MED4	673.2	438.3	371.3	370.9	179.7	339	276.7	263.2	330.1	374.9	339.2	415.8	387.4	266.7	348	397.7
MED6	220.933333333333	271.433333333333	257.033333333333	207.3	190.366666666667	231.433333333333	241.133333333333	245.533333333333	314.933333333333	320.233333333333	257.433333333333	185.133333333333	242.533333333333	283.633333333333	207.933333333333	251.6
MED7	272.15	345.75	313.25	269.2	290.85	316.65	346	354.35	249.4	325.1	394.55	331.25	234.3	301.6	316.95	399.6
MED8	303.666666666667	299.733333333333	296.8	355.4	334.533333333333	291.233333333333	256.5	334.8	340.233333333333	360.5	351.733333333333	232.666666666667	247.933333333333	305.033333333333	286.733333333333	294.333333333333
MED9	281.7	311.9	310.1	278.8	222.6	335.1	282.6	434.8	238.7	259.7	379.6	247.8	320.3	222.1	316.5	224
MEF2A	700.366666666667	793.033333333333	657.466666666667	625.4	535.9	647.2	632.266666666667	472.666666666667	560.433333333333	555.9	698.066666666667	854.066666666667	1067.83333333333	583	752.866666666667	709
MEF2BNB	120.7	61.6	86.9	148.4	70.8	70.7	73.3	118.8	113.5	63	165.9	51.9	99	89.6	72.4	45.9
MEF2C	832.666666666667	829.8	819.033333333333	877.266666666667	1065.6	1017.9	804.566666666667	837.5	1034.23333333333	841.7	1046.9	639.266666666667	824	972.166666666667	864.833333333333	865.666666666667
MEF2D	151.4	106.65	88.6	129.85	260.35	256.95	101.3	155.65	116.45	133.7	245.7	141.6	163.85	116.05	56	81.25
MEFV	53.3	35.5	13.4	106.1	128.7	138.6	134.5	74.6	123.6	66.2	27.6	134.3	66	14.9	13.9	38.5
MEG3	131.25	106.65	113.6	125.35	111.25	69.85	104	79.2	30.85	109.5	101.05	37.9	107	203.1	92.1	202.45
MEGF6	53.9	54.3	136.5	29.9	31.4	81.8	304.2	39.8	15.4	20	13.2	49.6	11.7	78	176.4	21.2
MEGF8	83.8	108.1	55.4	131.5	113.9	123.2	59.7	78.3	60.9	31.6	122.3	117.4	119.7	129.1	81.7	34.5
MEGF9	327.7	420.5	428.2	431.2	302.6	277.2	489	246.45	315.05	347.75	317	577.3	627.1	550.5	523.25	386.85
MEIS1	308.6	261.7	140.4	164.9	208.1	115.1	172.5	250.5	182	164.2	272.3	367.1	340.4	283.9	610.6	260
MEIS2	320.9	257.2	193.2	176	155.7	137.5	294.8	141.7	133.1	188.3	207.5	255.8	276.2	360.2	378.9	348
MEIS3P1	456.2	694.1	667.3	678.9	374.6	602.5	571.4	717.5	504.9	554.5	675.9	677.1	673.7	719.6	820.3	654.8
MELK	162.9	128.1	184.5	172.6	263.2	244.9	229.1	97.9	273	443.6	121.9	154.9	96.9	123.1	140.6	104.2
MEN1	554.8	513.1	346	558.9	632.9	481.9	394.9	521.4	554.5	451.1	630.8	466.6	527.6	489.4	490.9	412.5
MEOX1	715.8	563.4	1031	705.8	473.3	556.4	548.2	596.1	808.9	772.6	272.4	556.1	438.3	425.9	535.7	511.2
MEOX2	160.95	204.2	215.4	247.2	131.15	291.85	128.35	96.25	109.8	193.95	141.6	281.15	190.7	307.3	238.05	125.9
MEP1A	11.2	13.8	24.7	19.8	18.5	13.2	15.5	41.9	12.2	11.4	15.7	23.4	15.4	12.2	29.6	11.6
MEP1B	101.5	98.7	72.9	120.8	92	62.4	103.2	126.6	69.2	17.5	73.1	108.5	121.3	56.6	87.8	85.2
MEPCE	705.1	1001.5	830.8	563.1	793.2	713.6	963.9	638	744.3	744.7	641.9	1001.1	1019.8	859.2	717.6	705.8
MEPE	26	12.1	17.6	12.8	37.6	32.9	24.9	22.3	28.8	22.2	28.5	12.9	12.5	38.7	14.3	11.3
MERTK	252.366666666667	423.1	260.266666666667	386.866666666667	253.6	318.6	305.633333333333	427.6	342.966666666667	327.166666666667	458.866666666667	423.7	496	186.5	464.333333333333	740.3
MEST	1195.1	3276	663.8	2942.6	847.4	2552.2	686.1	1419.3	539.9	739.4	1517	3929.3	2014.2	2954.1	2811.7	1841.9
MET	502.525	707.225	393.35	455.425	391.75	640.45	206.875	374.05	404.775	352.475	442.925	560.725	484.1	575.9	455.475	389.475
METAP1	675.4	675.4	744.4	711.3	613.4	475.7	736.7	643.7	743.7	646.8	537.9	525.1	582.7	548.7	611.7	719.6
METAP2	585.7	812.6	791.4	822.05	663	693.85	719.55	772.85	859.45	752.9	828.8	809.95	808.35	717.7	809.7	958.05
METRN	344.1	191.2	247.4	254.8	518.8	355.9	245.8	323.1	294.3	269.7	518.7	244.5	322.3	400.4	329.3	216.7
METTL1	557.6	301	305.8	352.2	452.1	394	264	361.8	497.2	371.7	341	363.8	407.6	299.3	315.9	410.7
METTL10	8.7	7.9	11.7	10.3	13.6	16.9	10.2	19.8	10.2	8.3	14.6	13.5	16.1	8.1	11.1	7.7
METTL13	321.833333333333	328.066666666667	356.533333333333	331.166666666667	410.366666666667	358.4	381.9	313.233333333333	296.2	319.633333333333	369.766666666667	285.8	363.733333333333	355.766666666667	370.466666666667	313.2
METTL17	980.3	727.3	576.5	590.8	614.9	459.1	538.4	540.3	691.5	594.7	554.4	460.1	566.6	642.3	465	606.1
METTL18	363.2	303.9	298	216.7	299.4	285.5	268	309.8	346.2	274.5	292	331.4	316.5	274.4	351.5	324.9
METTL21B	715.4	713	652.5	831.4	656.4	630	899.5	606.8	532.6	564.5	680.3	565.1	705.7	672.1	635.2	653.1
METTL22	243.5	86.3	160.3	149.7	231	158.7	279.8	220.6	166	294.7	156.4	221	213.1	220.6	226.6	275.1
METTL2B	129.3	105.2	116.5	103.3	121.1	79.4	110.4	54.2	77.7	84.9	129.1	144.6	177.8	94.4	102.9	137.2
METTL3	478.15	309.3	388.85	313	413.15	306.75	236.4	370.25	248.75	232.5	295.05	301.85	362	302.55	240	240.45
METTL4	344	189.8	275	250.2	282.9	309.3	289.3	277.2	301	253	230.6	221.8	226.6	260.6	230.1	246.8
METTL5	480	763.85	683.7	711.7	679.85	701.25	748.45	623.4	749.75	839.25	814.6	642.3	778.55	832.95	854.6	1095.6
METTL7A	1705.63333333333	2125.16666666667	1916.66666666667	2368.63333333333	1258.3	1280.3	1433.8	1317.1	1744.73333333333	985.366666666667	1983.93333333333	2538.46666666667	2422.53333333333	1948.9	2372.06666666667	2353.13333333333
METTL8	116.2	107.4	146.8	103.2	90.3	66.9	75	58.1	159.7	79.8	136.3	149.1	124.4	118.9	87.6	181.1
METTL9	1543.9	1405.3	1331.2	1453.2	1213.3	1098	1358.1	1139.6	1409.3	1379.5	929.5	1362.2	1297.4	1579.6	1414.8	2046.7
MEX3C	488.2	388.8	500	371	330.7	387.9	349.7	260.7	414.1	575.6	314.8	317.1	279.1	373	346.7	358.6
MEX3D	156.85	171.15	261	198.7	223.95	274.15	222.65	180	116.7	345.25	144.25	267.25	246.45	285.1	163.65	138
MFAP1	1322.2	1052.5	1271.6	1009.9	1092.1	901.8	1316.4	995.8	1322.7	1273.9	989.2	964.7	1032.5	966.8	1202.8	1189
MFAP2	398	382.9	1280.9	466.9	980.1	527.1	2000.6	1013.5	735.7	1625.5	1365.8	851.5	655.8	2741.3	949.1	376
MFAP3	610.15	439.95	509.35	506.1	564.9	647	440.55	607.65	605.75	974.9	477.45	413.9	403.8	555.35	627.65	446.6
MFAP4	758.3	1948.1	924.3	629.5	604.8	1274.5	2766.6	635.5	465.3	342.1	1627.1	3547.8	2508	3476.5	1974.1	1062.4
MFAP5	803.133333333333	2675.83333333333	2576.06666666667	1630.93333333333	2408.13333333333	4225.73333333333	4291.43333333333	1889.83333333333	809.333333333333	1924.3	1723.7	5218.26666666667	3019.66666666667	1908.46666666667	4469.23333333333	2022.5
MFF	505.1	763.6	538.5	646	554.2	426.7	589.9	530.8	603.7	549.3	408.9	456.6	628.6	535.2	664.8	819.8
MFGE8	1211.8	960.1	1000.8	795.1	832.8	1156.1	1091.7	416.5	769.9	720.9	582.4	1298	846	2110.1	770.8	391.7
MFHAS1	195.7	302.2	385.1	269.9	328	250	379.3	261.4	361.8	270.2	283.4	251.2	266.6	275.2	273.9	276.1
MFI2	68.1	166	33.7	76.9	62.3	39.8	80.2	24.6	22.5	18	108.1	174.8	238.3	171	34.3	23.6
MFN1	392.7	460.866666666667	348.9	317.033333333333	372.933333333333	325.433333333333	403.833333333333	351.766666666667	358	400.066666666667	319.233333333333	373.433333333333	357.733333333333	367.566666666667	398.766666666667	389.866666666667
MFN2	678.55	842.4	762.05	817.6	882.55	851.75	818.95	861.95	731.8	790.2	790.65	780	812.55	867.1	687.35	745.2
MFNG	375.233333333333	348.166666666667	405.733333333333	446.966666666667	491.666666666667	430.166666666667	427.766666666667	383.8	469	353	437.7	365.1	327.4	319.866666666667	336.066666666667	346.133333333333
MFSD1	2793.2	3228.5	3316.2	3159	2808.3	2016.3	3993.6	2955	3500.4	3535.2	3365	2554.6	2748.6	1871.9	3131.4	4117.7
MFSD10	258.5	309.8	401.7	263.7	328.4	361.6	426.8	293.1	263.6	275.8	312.8	288.2	566.2	396.4	323.1	241.5
MFSD11	198.4	160.5	162.4	218.4	199.2	193.3	257.3	210.5	188.9	196.9	188.5	151.8	223.9	172.2	243	192
MFSD12	150.9	112.3	154.1	130.2	317.1	185.2	174.1	158.2	208.7	179.7	265.7	58.8	152.4	153.3	83.5	35.9
MFSD5	793.7	622.7	848.2	712.2	671.5	567.8	677.1	639.5	791.3	825.7	580.7	640.6	654	817.6	678.2	598
MFSD6	41.5	196.8	131.2	98.4	108.1	119.4	158	52	150.1	115.5	107.4	79.5	107.9	86.7	78.7	117.8
MFSD7	124.65	134.5	116.6	116.15	160.05	111.2	133.25	78.7	120.75	119.35	108.1	129.5	164.85	68.6	133	143.8
MFSD9	116.65	190.2	155.7	133.45	117.35	108.2	170.55	116.35	139.9	115.1	136.55	164.45	152.6	99.35	152.55	128.2
MGA	421.1	394.3	296.2	255.6	348.3	318.8	121.7	264.3	304.6	276.4	300.5	292.1	335.5	400.7	307.1	276.3
MGAM	4.4	3.8	5.2	7	9.9	6.5	12.5	12.7	4.1	2.7	6.3	4.5	8.9	7	10.1	2.7
MGAT1	1495.7	2047.7	2238.1	2065.5	1779.9	1707.1	2670	1954.1	1917	1946.2	1649.9	1645.6	1745.6	1433.9	1776.5	1894.4
MGAT2	931.3	572.733333333333	718.533333333333	721.733333333333	840.233333333333	705.1	750.1	665.6	1024.6	881.033333333333	798.3	611.766666666667	541.966666666667	742.166666666667	592.033333333333	654.666666666667
MGAT3	117.1	139.05	128.85	136.6	65.1	161.6	67	71.3	99.9	102.4	57.1	186.35	125.85	140.45	34.1	47.3
MGAT4A	171.3	188.5	243.8	263.3	184.3	189.1	114.5	268.8	482.7	388.4	269.5	130.2	180.2	77.4	175.7	420.9
MGAT4B	423.5	511.7	731	575.2	688.7	588.8	619.8	603.7	373.9	560.2	533.8	547.3	676.3	636.5	476.5	369.9
MGAT4C	44.6	52.9	23.3	67.7	35	40.4	13.7	73.6	21.9	9.2	78.8	55.5	38.2	53.6	45.9	91.3
MGAT5	421.2	538.15	591.6	454.4	559.35	413	591.8	468.75	439.55	448.25	493	464.2	489.2	481.7	515.6	466.15
MGC12488	51.1	62.4	53.6	8.1	7.9	31.2	9.7	10.1	8.1	13.4	6.3	29	30.2	25.5	27.8	54.7
MGC2889	57.4	44.1	17.7	18.9	26.2	56.3	26.2	178.7	33.3	85.7	42.8	59.7	20.8	38.4	27.8	20.1
MGC4294	25.6	35	84.1	50.3	30.3	23	70.5	33.2	24.5	63.2	24.8	28.3	24.2	19.1	19.5	31.2
MGC4859	21	41.8	35.2	36.4	51.5	81.6	48.6	77.2	5.3	36.3	19.6	7.8	21.4	38.7	48.7	24.2
MGEA5	762.666666666667	967.1	877.033333333333	710.2	624.866666666667	660.366666666667	566.3	655.8	630.3	574.133333333333	604.966666666667	726.9	699.933333333333	814.133333333333	571.033333333333	731.566666666667
MGLL	2069.8	3176.7	2033.3	2711.1	1737.6	2895	2519.8	1738.9	1238.1	2139.9	1800.6	3587	3193.4	2786.4	2304.9	2932
MGMT	460.1	430.5	406.4	547.9	594.5	493.9	605.5	307.7	428.2	495.4	304.5	407	578.8	504.7	578.6	406.9
MGP	6103.8	4530.4	3844.9	4029.3	3246.1	4916.5	2512.1	2949.5	2903.1	2955	5373.8	6530.5	5945	5593.8	6305	6967.6
MGRN1	449	696.5	785.2	696.1	613.5	743.3	812.5	468.1	481.7	530.5	659.1	670.7	527	584	501.8	513.6
MGST2	1033.4	817.7	1019.4	1014.8	891.4	1153.1	884.6	715.2	946.9	1231.7	697.8	893.1	768.7	891.1	926.4	1125.7
MGST3	3519.2	4499.1	3809	4663.7	3846.2	4462.2	4510.4	3614.3	3938.5	4425.1	3790	4577.3	4675	4926.9	4466.2	4625
MIA	36.2	7.8	172.1	12.8	26.9	86.7	9.7	117.5	14	25.3	28.8	10.8	77.9	74	150.3	100.2
MIA2	65.3	58.2	123.7	113.4	64.7	59	49.9	162.6	43.6	67	72.8	85.8	49.2	45.9	68.7	93.7
MIA3	653.9	679	635.6	576.3	530.7	454	580.55	487.7	557.45	466.8	570	620.95	646.9	520.7	623.85	451.7
MICA	276.2	213.1	207.4	254.7	170.7	190.1	268.5	150.4	163.9	308.7	257.2	212.5	389.2	256.5	306.6	321.2
MICAL1	377.7	421.3	371	238.1	328.5	298.7	235.1	285.2	310	329.5	317.8	173.3	294.9	272	202.7	165.4
MICAL2	502.133333333333	291.833333333333	886.666666666667	435.866666666667	776.466666666667	590.533333333333	1284.8	551.633333333333	454.233333333333	1327.6	438.7	428.766666666667	434.166666666667	1283.96666666667	638.2	434.533333333333
MICAL3	67	153.7	26.8	135	13.1	30.7	26.1	20.1	21.5	63.2	86.7	53.7	54.5	103.7	9.9	81.4
MICALL1	279.1	161.45	157.95	139.35	278.95	174.85	323.55	158.95	262.8	394.4	146.15	107.8	93.3	112.1	108.9	111.7
MICALL2	193.7	203.1	270.9	200.8	249.2	230.4	169.7	155.5	218.1	217.3	157.8	122.6	165.3	150	105	35.4
MICB	259.3	258.9	445.8	428.8	544.9	284.8	678.2	436.8	482.6	340.3	206.2	253	425.9	164.3	315.1	373.7
MICU1	775.4	963.8	883.9	938.3	877.5	788.3	933.2	907.8	908.8	884.4	658.1	1076.5	978.7	943.7	989.2	994.9
MICU2	1522.1	1164.7	922.7	1065.4	850.3	805.6	964.7	849.7	1677.8	1010.2	890	1056.2	876.3	860.2	870	1177.9
MID1	255.9	197.366666666667	214.266666666667	190.466666666667	191.066666666667	214.066666666667	134.366666666667	226.066666666667	232.333333333333	168.7	186.233333333333	251.4	192.3	191.966666666667	223.2	156.5
MID1IP1	816.2	906.8	1123	838.6	953.9	867.2	1225.6	609.3	556	794.5	956.3	867.9	822.4	705.1	625.3	728
MID2	332.4	443.05	372.1	371.75	340.3	371.3	405.4	379.35	406.95	325.55	356.45	461.55	422.9	352.7	450.65	405.55
MIEF1	641.033333333333	628.066666666667	559.4	569.1	712.5	669.633333333333	663.033333333333	716.333333333333	788.266666666667	506.566666666667	597.1	620.9	564.2	508.233333333333	592.666666666667	572.033333333333
MIER2	139.3	136.633333333333	113.966666666667	149.933333333333	129.3	127.466666666667	127.166666666667	160.166666666667	96.5	140	93.9333333333333	132.933333333333	100.4	139.233333333333	81.4666666666667	107
MIF	4358.9	2207.6	2879.2	3771	4412	2925.2	4716.8	2948.5	4439.5	4548.7	3689.3	3070.2	2737.6	3740.7	2392	4238
MIIP	584.65	492.15	469.5	587.55	612.95	447.15	650.65	562.6	517.1	564.35	402.1	442.85	423.2	453.25	410.2	454.95
MILR1	80.9	100.4	94.9	94.8	171	89	48.2	176.5	29.1	121	108.8	157.2	60	37.8	55.1	97.1
MINA	389.9	376.95	324.05	327.75	315.85	327	292.45	318.05	388.2	308.1	319.4	341.95	272.3	268.4	330.25	392.35
MINK1	671.55	638.45	699.3	669.875	749.575	664.6	601.175	571.725	549.175	414.925	661.4	606.4	648.3	659.675	466.5	513.725
MINOS1P1	48.5	41.5	64.2	53	33.8	8.9	61.4	65.6	8	7.5	23	10.8	52.1	67.6	29.7	35.2
MINPP1	431.5	344.9	395	312.4	384.2	305.8	399.6	388	354.5	459.7	324.4	287.8	297.8	355.5	421	328.2
MIOS	416.833333333333	381.266666666667	392.733333333333	354.7	395.266666666667	381	446.233333333333	428.933333333333	434.533333333333	328.866666666667	369.066666666667	319.8	329.466666666667	302.666666666667	369.766666666667	431.266666666667
MIP	49.9	66.8	63.9	58.8	100.3	83.2	69.6	41.4	58.1	47.3	48.2	72.7	77	70.8	84.7	73.3
MIPEP	186.5	255.25	221.6	197.75	147.7	141.55	249.75	153.5	174.75	212.1	172.05	195.65	212.35	203.9	251.95	182.95
MIR1244-3	3486.2	3071	3246	3656.7	4496.6	4444.2	3011.1	4272.8	3540.9	3292.2	3375.2	3059.9	3865.5	3099.4	3250	3293.5
MIR3916	6.2	114	51.9	72.1	56.4	66.8	100.2	168.3	52.8	47.7	37.8	29.3	75.8	49.6	53.1	69.6
MIR622	9.3	9	7.7	5.3	6.1	11.7	7.5	7.2	6.7	5.4	8.4	9.2	8.6	5.5	8.8	2.7
