geneNames	GSM5176138	GSM5176139	GSM5176140	GSM5176141	GSM5176142	GSM5176143	GSM5176144	GSM5176145	GSM5176146	GSM5176147	GSM5176148
A1CF	424.737	1264.91	315.944	266.637	258.322	809.09	900.768	1341.78	164.811	397.494	265.546
A2M	2102.77	9010.97	4359.98	3401.61	4322.84	6263.1	6219.24	8920.42	4646.96	7585.62	4630.6
A4GALT	170.529	362.135	37.6772	68.2033	172.23	161.111	237.538	463.154	167.009	197.252	78.8315
A4GNT	288.341	850.545	167.555	172.216	63.412	471.785	354.401	408.314	122.132	160.702	160.958
AAAS	185.652	1062.54	86.2197	218.425	130.058	96.8776	111.294	279.901	80.2126	49.1251	142.491
AACS	357.668	1183.4	453.92	472.999	650.326	631.844	673.071	1866.25	438.257	609.777	367.892
AADAC	63.8213	105.795	57.7148	17.4771	48.2257	276.602	71.9095	97.8634	7.73382	19.8568	16.8631
AAGAB	67.182	268.368	83.1586	63.5066	72.3338	59.5641	145.87855	209.8385	114.3858	174.4096	71.7498
AAK1	104.2382	391.4581	98.057784	81.28892	135.576062	262.23456	177.41524	252.8796	80.859438	156.28152	64.663818
AAMDC	297.5358	534.875166666667	206.1253	162.602266666667	168.663406666667	246.316133333333	337.953	487.689666666667	118.807403333333	299.2845	142.529106666667
AAMP	542.994	2295.13	1114.2	592.727	739.037	713.993	418.142	1786.53	596.755	458.922	304.247
AANAT	8.97422	38.7956	7.4194	16.1015	9.18102	31.901	28.9874	59.7051	7.67515	13.9035	23.6979
AAR2	506.527	1838	548.093	505.858	475.079	701.309	837.277	1728.16	529.647	723.124	441.777
AARS	1994.47	7424.99	2048.72	1327	2190.83	2652.06	1889.31	4144.1	1381.3	1788.92	1061.66
AASDHPPT	435.9635	1137.485	517.8885	318.0635	429.9705	410.698	347.765	1101.6175	541.9145	617.0055	237.698
AASS	261.2435	377.521	218.3585	115.75395	155.686	49.5006	91.7549	141.0364	103.80635	111.57725	90.27485
AATF	897.341	2379.68	754.333	503.074	549.444	801.377	656.813	1114.36	397.081	446.688	271.209
AATK	110.453	201.871	138.854	41.486	173.244	515.725	142.284	200.674	181.046	169.29	199.029
ABAT	153.075666666667	445.592	80.1864	101.129766666667	146.019666666667	71.09682	200.346133333333	186.874866666667	87.2943333333333	70.6679	47.0332
ABCA1	346.171333333333	756.764333333333	287.719133333333	252.2376	325.398	178.9952	190.368666666667	302.759233333333	137.5324	181.0856	125.9152
ABCA11P	49.3451	282.473	127.318	51.0383	61.6044	97.7094	78.2561	198.475	119.077	185.382	80.6729
ABCA12	85.1104	157.082	38.5988	89.3512	61.0505	71.0519	130.214	13.4512	40.8931	64.183	57.3521
ABCA2	98.1072333333333	301.556566666667	104.3737	110.208613333333	86.7133666666667	179.183533333333	172.9476	370.4734	96.7054	161.466866666667	77.32996
ABCA3	164.405	360.487	129.816	43.2877	107.277	52.7568	231.314	406.302	87.9169	163.205	85.5038
ABCA4	22.2734	169.348	32.2099	38.2278	37.7969	134.95	132.652	128.412	32.602	63.8318	23.2009
ABCA5	787.329	3005.49	1726.3	1031.42	1660.8	942.323	769.869	1955.44	991.796	1205.8	884.544
ABCA6	216.421	384.113	211.339	149.454	187.607	96.3669	110.604	232.438	115.515	12.8192	58.6996
ABCA7	158.597	307.526	94.6594	176.114	174.655	94.8774	186.059	271.239	205.362	193.537	55.0879
ABCA8	145.968	388.463	122.609	114.156	163.845	220.192	248.829	1017.75	187.344	494.817	187.787
ABCB1	111.845	323.098	93.3199	72.5283	28.3646	149.542	224.182	54.4293	63.7513	22.0055	38.5345
ABCB11	78.38235	53.4321	76.589765	25.05525	27.83755	136.7686	122.78685	102.2397	15.42415	30.80975	51.51995
ABCB4	18.2673	26.1238	11.1858	74.4613	16.4141	123.596	118.475	97.1161	61.3942	90.167	37.9202
ABCB6	90.60185	494.26925	120.866035	197.415075	182.95859	102.6195	117.00865	106.1444	97.63611	176.00278	120.82975
ABCB7	272.405	759.539	272.099	244.296	359.532	264.392	47.8818	455.891	159.357	237.359	141.497
ABCB8	10.8476	56.2846	21.1808	6.98735	9.02467	104.243	32.2217	44.7018	10.369	9.53059	13.246
ABCB9	118.5005	303.74	80.39675	17.5083	105.0695	114.8545	148.80025	193.3765	77.20115	82.7295	62.5832
ABCC1	375.7485	2746.91	795.3605	603.588	753.46	1059.3775	689.3255	2153.985	640.8975	924.5895	401.747
ABCC10	96.29745	510.3125	223.4195	148.5095	252.746	322.434	337.513	819.478	292.25	393.9465	139.8595
ABCC2	20.8394	39.0856	15.3011	69.8136	37.2415	40.7591	193.867	499.61	48.6459	30.2088	7.07008
ABCC3	45.0724	77.33425	19.26645	22.54295	11.8854	42.9826	57.3631	100.26875	80.56905	30.61075	19.1644
ABCC4	87.304	410.788	137.802	133.728	103.385	115.263	139.963	522.117	196.924	293.861	139.524
ABCC5	334.492	1098.05	348.775	234.492	336.025	798.155	577.816	1406.55	312.095	614.605	155.383
ABCC8	40.93265	201.9355	49.5443	32.9816	29.35525	84.54975	79.66515	83.9254	33.7789	41.6778	16.4595
ABCC9	112.468033333333	290.2271	41.9913	62.8162333333333	79.8846666666667	138.474	242.066666666667	276.669666666667	55.3829333333333	100.109	54.4056666666667
ABCD1	240.53	728.054	360.116	206.206	328.531	348.521	403.834	935.24	317.788	352.679	156.202
ABCD2	109.734	140.525	53.6091	50.3631	6.45672	26.6716	26.5789	110.816	31.4374	17.8307	15.7278
ABCD3	95.5134	639.726	288.037	246.859	284.693	251.783	368.305	1083.1	475.682	651.038	204.974
ABCD4	106.8161	441.7905	151.6905	98.4706	175.634	142.8628	237.944	500.915	122.11145	130.61905	143.05295
ABCE1	396.962	1189.6525	435.135	323.3405	372.525	416.3525	355.831	1042.739	580.438	654.8845	355.8895
ABCF1	531.519	2394.39	729.065	445.084	643.846	1370.36	1250.47	2518.88	667.743	751.166	400.131
ABCF2	165.92224	648.1257	203.47638	147.79118	223.38318	281.31558	222.95846	586.2716	198.247	246.936	122.37796
ABCF3	297.757	1923.46	346.446	495.074	460.423	844.28	837.299	1402.98	294.853	582.97	338.049
ABCG1	161.9255	384.6985	46.199865	52.1532	54.97335	203.5314	177.078	316.4065	66.36335	104.74535	55.38255
ABCG2	165.549	437.476	132.925	81.8899	125.47	155.611	191.884	293.417	116.522	147.414	106.18
ABCG4	35.1408	554.297	108.886	114.296	162.879	280.609	228.035	609.137	125.321	256.363	85.9578
ABCG5	73.1526	25.9318	19.6612	3.81903	8.35543	41.7076	93.2399	149.619	5.63929	83.8746	53.314
ABHD10	961.582	3523.44	800.504	746.769	907.074	1026.33	889.32	2804.62	798.417	929.561	635.677
ABHD11	257.327	797.426	215.823	228.527	311.314	413.347	394.998	1117.51	250.293	402.808	132.691
ABHD17A	762.924	2122.8	934.522	787.07	873.143	571.709	1167.24	1987.27	980.422	1011.35	557.875
ABHD17B	176.227	598.178	69.1497	43.6379	95.8464	377.159	206.488	685.242	90.0901	137.505	78.6441
ABHD2	183.403	750.785125	204.32885	236.16375	143.7922775	397.689625	366.39195	1094.31225	269.70725	425.12125	205.2987
ABHD3	134.68	281.404	157.953	113.764	66.0421	178.457	181.062	256.691	144.777	92.1605	54.5589
ABHD4	843.687	2860.49	852.756	834.796	746.614	1086.81	1230.28	2098.14	865.019	922.134	336.053
ABHD5	142.677133333333	391.325	119.8241	68.7932333333333	74.2032333333333	248.170333333333	201.443933333333	304.649666666667	156.94	155.151033333333	76.3141333333333
ABHD6	112.785175	200.56725	70.2936	53.908445	79.40745	121.2878	140.4211	119.135175	88.77565	105.524375	47.3407
ABHD8	33.0164	69.6067	28.768	99.8146	46.5324	80.8247	175.046	36.314	24.6038	197.072	58.3056
ABI1	261.569	1008.443	421.7025	286.9995	391.7025	715.953	329.4535	1115.2245	478.895	536.537	272.4925
ABI2	291.2193475	1122.119225	284.6182875	190.355025	210.2745425	399.25235	436.6249	1053.137875	365.31425	306.8546	214.3380725
ABI3BP	160.671	181.873	115.024	84.7912	67.5456	84.0957	31.8281	511.286	157.703	184.249	101.249
ABL1	993.246	3644.23	1245.16	593.819	1007.14	653.037	485.62	1856.83	568.842	877.138	316.796
ABL2	375.247	1023.86	324.385	359.39	210.353	794.113	487.088	925.261	431.574	297.639	124.881
ABLIM1	240.974	798.73	224.38565	281.37	306.01245	360.6585	390.936	578.0985	236.754	291.5875	203.09515
ABLIM3	14.6901	59.9813	19.6881	21.6353	13.4909	44.983	41.9469	124.655	19.6642	34.6375	4.66151
ABO	33.31005	114.32205	17.4515	78.3322	43.96615	110.1615	123.80935	85.8188	35.52565	50.0704	38.296035
ABR	406.8895	1453.31	479.72	468.3616	661.567	737.1395	815.0595	1602.301	693.285	717.7885	413.705465
ABT1	360.379	1118.01	291.755	134.518	345.91	251.83	188.499	668.24	443.716	485.867	223.715
ABTB2	323.421	1276.59	341.713	248.262	509.165	682.177	489.069	1259.84	312.392	434.258	209.585
AC003989.4	110.309	328.826	115.59	137.171	83.3596	178.44	166.039	140.583	118.797	99.0634	39.1975
AC004692.5	400.854	1063.55	623.744	522.677	873.94	637.445	614.154	762.993	700.523	494.162	361.476
AC004941.5	33.7663	347.236	40.637	135.102	39.4057	59.8185	108.138	361.813	50.4482	188.555	27.0796
AC005838.2	135.919	360.075	21.1554	101.326	19.5453	175.641	157.409	345.197	59.217	113.672	16.997
AC007292.3	185.404	81.2535	18.8267	78.8327	133.247	141.819	41.1179	138.844	180.117	126.931	10.5228
AC007389.3	151.669	470.071	140.481	173.605	163.494	358.945	552.038	1282.95	234.488	322.035	234.98
AC012065.7	164.099	717.945	205.979	169.34	203.219	257.457	184.524	530.12	179.705	197.409	87.158
AC068039.4	110.274	232.114	115.266	108.706	110.902	176.484	254.644	391.722	187.21	167.035	88.0992
AC074212.6	22.1273	35.6007	55.953	20.5251	13.8943	49.318	24.9424	30.1067	11.3215	17.16	7.55923
AC084219.3	22.8664	43.8837	118.105	29.9824	40.3308	16.7048	53.1616	24.9307	133.852	152.703	89.1861
ACAA1	435.156	1379.4455	391.278	414.1	452.6975	407.1875	553.783	1146.719	390.08	421.672	286.89
ACAA2	215.1775	823.683	357.1615	133.8605	83.3899	285.657	278.213	653.0685	131.4595	336.477	147.13175
ACACA	33.91075	88.5274	46.7551	47.16535	36.043	74.36895	87.8643	204.55765	57.34575	66.22325	27.62045
ACACB	117.099575	399.1045	111.873825	126.6317	146.751375	134.854825	130.6109	406.6482	115.641325	123.497125	101.522525
ACAD10	143.417	594.967	162.539	140.767	137.864	208.352	495.59	706.978	143.723	342.068	134.864
ACAD8	243.163	641.423	128.145	207.501	145.093	142.572	345.034	887.98	255.433	263.247	130.315
ACADL	440.4375	1119.974	528.9855	349.638	375.434	135.1067	53.6396	86.0847	129.59455	131.11575	100.1949
ACADM	261.533	816.606	438.108	226.754	344.377	272.904	499.626	1251.13	567.861	501.9	276.201
ACADS	281.209	914.192	321.533	263.234	272.509	305.391	259.343	345.197	174.166	153.544	154.264
ACADSB	101.103	250.15	8.97016	13.0421	76.9846	42.8793	46.2095	15.8832	81.0937	44.572	67.8851
ACADVL	1320.83	4906.28	1324.08	1107.44	1762.61	1992.7	1868.1	3592.32	1273	1578.37	699.894
ACAN	25609.0333333333	26612.2666666667	32736.1666666667	30100.0666666667	30759.9333333333	24446	31773.3	26127.9333333333	31857.8333333333	32582.1666666667	29512.7333333333
ACAP1	30.01825	115.9029	22.0321	28.8793	13.12703	44.8017	49.40625	90.9789	12.9398	21.4615	84.9355
ACAP2	98.10285	363.2525	148.6173	119.42925	133.71075	176.0102	163.8845	345.56495	172.94615	240.9265	120.97045
ACAT1	1882.47	5907.69	1945.99	1380.72	1979.43	1426.9	1237.63	4242.61	1552.07	1745.58	1056.23
ACAT2	365.306	731.596	456.693	215.629	334.198	447.674	445.059	1036.57	318.997	423.767	204.699
ACBD3	816.5865	2952.22	1087.828	649.553	877.6675	820.764	878.8605	1985.147	956.923	1079.028	729.323
ACBD4	293.47	858.652	247.475	300.667	194.646	129.625	429.14	811.182	192.007	129.224	131.727
ACD	236.191	555.335	356.673	48.576	345.775	57.4258	129.258	458.547	167.258	201.989	132.575
ACE	20.8333	213.069	76.1235	11.6976	19.6344	134.969	65.8368	207.749	8.28463	38.866	71.6698
ACE2	100.82035	176.1976	70.86225	48.657975	54.1618	90.06735	95.7149	207.3216	25.8486	69.5268	58.2998
ACHE	58.4178666666667	161.110733333333	22.0048333333333	36.1714333333333	16.2086433333333	85.4772333333333	186.167466666667	66.4775666666667	21.2086333333333	54.7186666666667	21.6456333333333
ACIN1	207.045	681.693	314.468	171.412	250.892	367.296	408.568	875.758	299.669	432.076	249.411
ACKR1	31.382	69.3979	24.5906	28.305	28.7638	32.4381	37.9247	105.034	24.9646	27.96	7.13076
ACKR2	315.277	516.47	106.793	105.191	90.9258	311.921	244.45	472.959	130.939	168.315	130.405
ACKR3	3533.81	9557.93	6880.51	3937.5	6191.39	3000.84	1972.71	4757.73	3150.08	3110.73	1359.61
ACKR4	10.2657	26.725	10.4851	28.1096	20.3798	24.2551	23.0889	105.844	29.9835	9.74403	3.13111
ACLY	558.449	3437.51	1060.79133333333	764.769	861.163666666667	1771.111	1330.22633333333	4706.65666666667	1435.141	1685.43466666667	923.811666666667
ACN9	23.8346	101.868	82.9759	46.8681	66.1833	6.93136	104.942	210.398	89.1113	72.6354	55.9735
ACO1	504.094	1637.93	649.013	334.77	630.082	958.311	682.379	1397.06	378.861	609.343	217.137
ACO2	240.79025	720.6458	218.911375	57.29875	258.2371	303.143	329.86765	641.73	166.4712	193.0144	17.19725
ACOT11	124.9076	467.1245	77.0009	74.604	68.46665	210.80105	290.9405	460.7385	131.8358	173.084	84.38895
ACOT13	568.951	1671.1	569.75	542.158	483.696	577.078	971.654	1395.81	740.068	767.295	398.685
ACOT7	268.7405	735.532	182.098	140.73895	129.7413	235.9646	296.6855	336.0395	161.51285	194.0455	94.85765
ACOT8	230.078	378.239	28.4271	142.386	50.7277	67.6094	129.915	226.701	139.555	185.884	57.5084
ACOT9	298.106	1259.29	321.377	272.445	237.069	409.84	195.12	1180.87	348.572	475.078	170.927
ACOX1	103.28	253.40015	103.8546375	69.241085	79.6388075	145.137975	134.623625	301.855575	164.637475	142.685875	63.383725
ACOX2	17.8066	142.344	15.1871	117.087	74.3214	74.7491	68.1857	304.603	131.947	46.2513	4.6499
ACOX3	59.98145	85.49605	53.96695	20.4172	90.728	111.4874	231.6045	177.11215	103.5257	84.163	14.85733
ACOXL	33.2799	11.0241	4.33364	6.22923	5.62934	31.1947	29.7563	12.5973	4.47285	14.8149	3.85249
ACP1	820.4985	2353.812	704.708333333333	409.884966666667	618.814533333333	834.360466666667	650.3207	2396.936	695.915	803.026566666667	455.8007
ACP2	370.03	2058.9	462.583	424.923	593.173	669.878	849.463	1534.57	510.189	576.844	467.513
ACP5	114.565	505.585	217.619	277.806	179.272	448.015	456.768	689.463	357.393	554.746	181.03
ACP6	396.781	1674.04	522.778	483.603	543.299	450.53	479.511	1140.5	42.8233	384.702	259.031
ACPP	157.578	226.046	129.802	93.4382	158.923	48.3021	189.839	269.885	46.5289	28.3976	68.6147
ACR	105.092	261.623	31.8319	35.683	84.2768	251.219	102.858	194.516	40.5404	49.3901	97.6231
ACRV1	170.473833333333	666.458666666667	167.220633333333	208.765833333333	182.185333333333	350.412333333333	428.113	726.8905	212.5925	221.289166666667	132.142383333333
ACSBG1	104.37435	192.91655	19.643545	80.37145	28.23945	224.2305	179.9385	58.1097	42.56705	74.82685	68.64675
ACSBG2	12.9799	641.373	36.3266	66.8888	115.571	202.969	243.112	494.611	148.578	102.199	58.9066
ACSF2	74.0506	824.268	218.522	228.783	241.379	260.036	265.333	742.786	150.762	257.046	133.247
ACSL1	230.829	884.8025	181.67	218.471	168.691	280.544	313.0175	522.54	318.4435	323.1165	188.0665
ACSL3	343.534333333333	1385.144	577.843666666667	378.955666666667	561.284	1103.26133333333	682.030666666667	1662.76333333333	623.428666666667	873.865666666667	497.812666666667
ACSL4	216.682	746.993	195.329	304.013	424.061	127.336	84.9745	249.365	197.398	220.027	112.574
ACSL5	95.0233	648.387	190.23	141.766	115.46	141.681	279.358	493.294	212.068	232.364	120.118
ACSL6	63.7196333333333	266.251666666667	64.5600666666667	79.5173566666667	73.78778	188.377866666667	244.167866666667	278.062866666667	95.8278666666667	155.988566666667	100.409166666667
ACSM1	8.80005	45.9598	5.26706	13.2987	12.4194	23.2283	29.6033	129.801	8.76873	84.8047	8.73572
ACSM3	91.05915	221.119	65.1184	65.7704	74.2081	82.5333	80.91175	250.0405	71.0703	117.6336	34.69435
ACSM5	124.99515	502.5135	112.70595	126.208	103.1274	165.0122	267.2505	660.6025	218.18785	144.44005	87.7528
ACSS3	189.182	892.088	190.896	224.301	172.967	220.868	357.726	639.706	188.584	308.268	140.953
ACTA1	656.604	1082.78	4.14679	455.983	27.6564	18.6952	49.1082	50.2508	16.8025	91.0271	63.9166
ACTA2	191.077	700.1955	205.427	215.67315	161.08	460.145	389.7705	777.6315	244.0395	285.3865	76.72565
ACTB	13063.182	23623.32	14620.282	12293.914	11152.858	17903.88	20542.52	23412.5	19715.66	20742.54	14092.848
ACTC1	1192.74	2493.46	532.687	685.094	483.92	283.458	735.256	1360.15	365.955	504.928	292.625
ACTG2	38.1709	592.515	22.5881	106.176	128.212	102.348	232.549	592.601	141.573	140.793	137.845
ACTL6A	174.22	556.097	143.935	159.854	164.002	147.019	244.358	537.952	304.073	192.964	112.473
ACTL6B	24.19495	34.0862	6.987405	6.990455	7.17894	35.9837	28.23255	35.10965	11.5318	12.3751	6.896185
ACTL7A	22.743	48.7276	15.5101	12.1336	22.1264	50.7965	40.8158	75.2418	19.7426	13.9694	5.76858
ACTL7B	45.9269	65.4125	10.6121	31.1787	61.9349	48.4136	27.3007	225.371	14.0506	84.0526	4.62666
ACTL8	44.6818	97.2908	133.277	40.5579	19.7688	56.6345	90.5342	140.644	28.7333	63.2533	95.902
ACTN1	835.161333333333	3245.79333333333	840.48	898.630333333333	866.657666666667	1823.51	1766.45333333333	4435.25666666667	1696.26666666667	1679.14	998.616333333333
ACTN2	91.094875	251.55385	52.7023	34.464475	84.972	77.485475	180.869025	231.180425	79.1466	64.272725	67.528445
ACTN3	181.749	529.533	144.343	138.54	88.9873	297.937	198.522	360.346	214.42	189.625	41.4913
ACTN4	957.283	2722.76	880.83	765.081	803.776	1580.69	1154.69	2264.09	863.094	1008.01	567.051
ACTR10	1225.57	6135.69	1578.82	939.719	1318.01	1780.4	1631.76	4952.56	1491.01	1951.71	1049.83
ACTR1A	323.919	1523.24	328.0915	317.2685	298.631	536.3015	529.368	974.852	314.816	364.0995	258.762
ACTR1B	913.855	2930.69	803.426	539.373	770.049	1103.03	1062.76	2341.14	826.48	1087.59	574.914
ACTR2	591.069333333333	2152.76333333333	665.135333333333	423.428	392.863666666667	928.948	674.4392	2671.53666666667	961.353333333333	1120.99033333333	554.606333333333
ACTR3	707.756	2221.69	987.735333333333	592.562	715.96	1912.70033333333	880.659333333333	3043.19333333333	1237.175	1550.773	724.462666666667
ACTR3B	112.509	392.431	171.775	171.654	131.307	135.988	172.945	353.882	158.123	122.282	58.7961
ACTR5	224.945	682.4795	143.13085	130.8315	177.221	219.994	192.6745	535.83	156.484	183.921	67.22465
ACTR6	310.832	575.405	251.452	120.41	283.912	38.9317	161.352	309.435	173.373	233.765	166.098
ACTR8	69.271	328.445	156.606	135.967	129.66	269.868	282.819	690.68	232.112	245.784	160.087
ACVR1	629.865	2698.83	1272.81	557.099	921.731	1319.73	998.573	3844.37	1327.49	1741.55	1008.15
ACVR1B	142.05135	499.720733333333	157.322866666667	144.674056666667	130.692566666667	186.211983333333	205.044683333333	298.454683333333	107.849033333333	179.960583333333	77.3373033333333
ACVR2A	241.981	1182.64	83.2398	261.225	241.677	688.128	487.072	1163.34	330.739	322.873	177.911
ACVR2B	176.617	961.453	334.34	306.484	240.014	421.625	162.363	1248.53	298.396	295.015	159.26
ACVR2B-AS1	74.8051	476.228	182.551	91.2234	135.646	218.172	70.5048	502.15	251.588	118.787	120.831
ACVRL1	47.5306	517.492	203.208	39.7153	284.809	33.2217	169.96	635.093	166.063	278.559	159.148
ACYP1	16.5696	378.266	291.828	141.191	232.619	51.6428	162.316	259.374	156.152	146.434	93.1719
ADA	84.02745	429.9285	17.26935	43.679	160.451	152.86175	114.21485	195.81665	66.0449	158.1185	63.3579
ADAM10	204.4834	537.964666666667	218.701666666667	194.298133333333	195.109933333333	361.844	270.205	770.065333333333	325.345	382.273	166.506633333333
ADAM11	82.1602	114.058	34.1738	35.9203	27.5307	50.5418	100.331	140.511	26.0471	34.7701	24.5985
ADAM12	124.228	384.13225	64.5395	117.334475	82.59045	317.3622	257.3374	811.66225	194.868825	253.80695	65.796825
ADAM15	19.6122	222.285	108.218	44.551	51.4862	60.1949	34.3544	352.947	242.949	171.015	128.848
ADAM17	196.067666666667	544.511666666667	257.976333333333	177.6893	264.04	334.8501	209.631433333333	573.861333333333	287.081	314.827666666667	158.785333333333
ADAM18	142.991	188.412	61.2629	79.5257	33.4802	85.2856	120.158	425.132	102.168	104.529	31.6578
ADAM19	139.1391	516.1655	158.561	133.8166	143.4815	208.0975	343.2115	457.1335	204.5225	266.6225	85.8991
ADAM2	14.1739	89.1063	10.7545	11.0599	62.4937	25.8642	76.0695	27.517	17.3954	5.24753	20.1314
ADAM20	114.9365	270.1486	108.23231	92.364315	74.15725	317.4128	225.504	320.1003	63.04015	94.65585	44.799825
ADAM21	248.421	805.037	156.476	145.055	247.965	330.553	166.514	653.381	202.306	249.597	101.965
ADAM22	71.5791166666667	168.77505	77.8884283333333	44.5769666666667	74.9279166666667	153.08115	132.670383333333	307.823166666667	97.4177116666667	123.334316666667	32.0199966666667
ADAM23	85.810355	375.7315	50.94805	102.98695	66.674095	165.49745	113.36605	381.3016	92.122865	76.792845	37.43417
ADAM28	20.6586666666667	100.7789	65.49391	27.8334333333333	24.27293	142.3367	55.0829466666667	147.730833333333	44.2775666666667	53.6590666666667	18.3355233333333
ADAM30	65.0529	665.272	104.249	33.6265	149.574	212.603	319.024	594.134	194.856	165.044	62.3363
ADAM3A	15.8632	253.94	18.698	23.366	33.8734	9.42575	64.6884	10.0199	40.8533	6.70798	7.39163
ADAM5	78.06325	253.0855	105.7165	69.7088	78.1506	94.6706	155.4725	311.123	102.13555	99.31665	65.86835
ADAM7	36.81185	129.38865	10.94325	37.66081	70.7928	96.93195	13.6156	135.00085	37.6729	72.08305	12.901145
ADAM8	85.6004	92.64325	51.78485	113.0369	10.18725	124.2318	39.5256	112.57075	66.6275	113.22755	26.13455
ADAM9	74.6674	437.675	259.669	249.914	198.257	242.814	318.999	810.196	543.441	642.989	180.284
ADAMDEC1	72.4107	225.977	71.0167	42.8458	57.1645	42.2829	126.647	156.913	59.849	84.0762	36.6442
ADAMTS1	546.373	2901.47	392.133	240.571	501.126	733.014	810.496	942.969	739.564	632.992	322.712
ADAMTS12	159.087	770.809	117.755	42.6705	232.65	412.261	277.533	660.01	155.721	139.382	150.968
ADAMTS13	114.384	631.743	242.432	65.1933	44.7359	152.241	269.834	244.172	90.538	62.2919	28.5504
ADAMTS2	209.7355	719.2505	257.335	189.8515	121.124	355.203	325.1415	670.503	266.7155	308.524	145.283
ADAMTS20	61.5753	161.534	19.3114	76.7001	60.753	76.9965	121.546	192.913	48.2999	60.9647	14.1105
ADAMTS3	95.4649	223.248	9.89016	57.3077	81.9195	106.175	217.022	494.669	132.788	239.191	92.8973
ADAMTS5	517.091	1934.48	243.675	510.348	280.972	985.759	599.551	1062.85	376.933	600.619	298.267
ADAMTS6	177.549	1013.6	160.477	143.161	115.995	411.758	504.499	812.409	282.172	351.26	169.699
ADAMTS7	163.654	216.563	133.286	80.39425	111.8721	276.86735	307.7563	334.55645	127.06105	156.9687	102.7084
ADAMTS8	62.2841	110.877	47.86443	59.533	42.83974	95.33745	97.1329	53.2356	65.11825	88.15565	11.48924
ADAMTS9	369.835	810.233	262.253	281.749	191.738	342.156	462.209	752.417	183.26	255.943	91.7115
ADAMTSL2	14.3737	1889.97	321.167	163.651	367.53	81.6385	52.1086	659.495	17.0186	65.1769	143.508
ADAMTSL3	368.808	2680.83	684.763	324.868	556.309	662.442	736.22	2421.42	621.768	861.883	515.366
ADAMTSL4	320.803	1013.51	193.38	176.698	126.943	324.201	395.972	887.592	195.195	292.765	111.735
ADAP1	182.7795	828.859	222.6539	233.5881	237.6706	315.7875	490.6365	530.032	224.4771	340.05	142.207305
ADAP2	141.115	808.852	109.656	212.372	182.418	285.044	416.584	923.591	95.8086	286.551	122.207
ADAR	1270.56	4659.62	1759.76	1004.68	1604.9	2846.15	1610.12	4004.01	1415.27	1931.19	1028.55
ADARB1	190.378633333333	880.0889	287.3863	146.546066666667	211.999466666667	294.202733333333	315.044	557.505266666667	210.0793	296.965333333333	162.380566666667
ADARB2	42.5385	285.758	87.4107	21.172	29.5559	35.9287	32.4746	117.08	108.117	12.2272	21.5777
ADAT1	319.01	1076.57	247.614	250.931	260.378	571.126	356.631	1403.7	271.097	363.395	219.623
ADCK2	105.98325	412.87075	120.00995	96.029775	138.13205	142.4819	143.65205	263.8955	80.88785	117.079	100.82555
ADCK3	498.443	1890.38	449.797	365.449	499.908	451.079	557.589	1008.83	275.906	495.699	211.856
ADCK4	13.4797	55.0045	12.7414	39.5285	12.2171	82.3944	93.7112	77.5174	20.8376	10.8058	23.6121
ADCY1	194.494066666667	261.949	77.0434666666667	88.9269666666667	115.173333333333	185.720233333333	208.372766666667	260.062333333333	105.652066666667	178.052733333333	76.5559333333333
ADCY10	13.61995	232.211	46.225995	43.42482	16.19133	80.7634	75.86125	237.1957	56.12418	77.24285	38.563
ADCY2	922.826333333333	3347.94333333333	1018.22533333333	919.794	923.463766666667	537.155	536.433666666667	1334.09606666667	440.4503	579.206666666667	321.161
ADCY3	400.0095	1622.675	406.364	269.242	502.876	683.649	802.3105	1152.565	353.1295	453.425	259.056
ADCY6	400.917	1073.72	178.176	264.106	396.561	268.556	508.535	1421.38	365.941	555.434	124.76
ADCY7	13.5441	68.6852	31.8539	23.9635	51.1727	102.892	69.9559	331.124	110.039	125.453	8.04054
ADCY8	103.108	218.438	66.4352	40.2365	13.9756	191.097	167.572	331.309	71.7003	87.2945	48.909
ADCY9	130.321366666667	493.624666666667	90.5813	142.429466666667	144.922033333333	318.286	206.815766666667	501.734433333333	174.895433333333	164.207533333333	118.941666666667
ADCYAP1	126.953	659.004	77.3378	147.902	131.986	200.036	277.78	467.996	240.496	362.923	85.0586
ADCYAP1R1	151.078	303.933	47.143	147.081	85.7786	170.346	224.05	243.707	141.037	45.4147	61.2985
ADD1	765.653333333333	3167.81333333333	838.043666666667	742.864666666667	902.842333333333	997.188	1135.87366666667	2771.99	866.777	873.899	540.754333333333
ADD2	193.663566666667	354.722366666667	53.5379666666667	104.619813333333	71.4459	301.868666666667	217.699433333333	316.997	146.3043	125.520366666667	83.0961333333333
ADD3	337.05825	1213.36025	335.3645	265.8425	253.77825	488.47825	621.75575	1416.5375	530.062	600.49825	243.62075
ADD3-AS1	58.5069	108.20095	13.27757	126.04765	83.159	69.9893	20.3293	82.0169	10.392425	14.700405	12.76765
ADGB	14.1405	16.9207	39.3792	31.2656	30.4977	26.2198	42.9054	18.9548	56.5844	24.1687	27.3545
ADH1A	84.9788	328.175	60.469	25.2266	109.926	51.4139	95.2907	291.763	77.788	12.0519	30.5686
ADH1B	64.6749	133.260233333333	32.5034	96.0653	27.0656666666667	35.38147	96.4893533333333	148.902933333333	33.4737766666667	33.05873	52.8379666666667
ADH1C	30.8501	67.2328	55.3835	7.4668	44.4249	24.4906	105.048	99.4068	18.3993	45.9588	5.79914
