id	GSM5176138_con	GSM5176139_con	GSM5176140_con	GSM5176141_con	GSM5176142_con	GSM1332201_con	GSM1332202_con	GSM1332203_con	GSM1332204_con	GSM1332205_con	GSM1332206_con	GSM1332207_con	GSM1332208_con	GSM1332209_con	GSM1332210_con	GSM1337304_con	GSM1337305_con	GSM1337306_con	GSM1337307_con	GSM1337308_con	GSM1337309_con	GSM1337310_con	GSM1337311_con	GSM1337312_con	GSM1337313_con	GSM5176143_treat	GSM5176144_treat	GSM5176145_treat	GSM5176146_treat	GSM5176147_treat	GSM5176148_treat	GSM1332211_treat	GSM1332212_treat	GSM1332213_treat	GSM1332214_treat	GSM1332215_treat	GSM1332216_treat	GSM1332217_treat	GSM1332218_treat	GSM1332219_treat	GSM1332220_treat	GSM1337327_treat	GSM1337328_treat	GSM1337329_treat	GSM1337330_treat	GSM1337331_treat	GSM1337332_treat	GSM1337333_treat	GSM1337334_treat	GSM1337335_treat	GSM1337336_treat	GSM1339633_treat	GSM1339632_treat	GSM1339631_treat	GSM1339630_treat	GSM1339629_treat	GSM1339628_treat
PNMAL1	6.0324975	7.3065089	6.4986209	7.2726676	7.5371118	5.991411	6.1768813	7.193809	5.2429851	6.318653	7.0070381	6.269402	6.865291	6.6116527	7.154771	6.255643	6.0784484	6.6863717	5.5259887	6.5643105	6.9620345	6.7447846	7.9038844	8.0880461	7.1805685	7.3133442	7.1941653	7.7048041	7.278288	6.5566474	7.7557825	8.1987771	7.3447091	7.0824021	7.810519	8.507039	6.8341678	8.654387	7.373537	8.3940964	8.1009322	7.2835278	8.6808524	8.166847	8.394272	7.5514837	6.5539806	7.1727762	8.7465796	8.4021492	8.187065	7.042481	6.7997373	8.0886347	8.421593	8.2639156	7.1572234
ACKR1	9.8741791	9.3155997	9.8072205	10.0178502	10.05694	9.4009689	9.080945	10.141214	10.5884021	11.753027	10.0068	12.216023	11.343256	10.9847142	10.6307239	11.2482129	10.2143231	10.4871452	9.5627136	10.5890861	10.4154897	9.7072527	9.9630898	9.6511648	9.9706749	8.6251904	9.1741167	10.0777032	9.488008	9.2920724	8.1790783	9.613259	8.7988914	8.628542	9.805835	6.60718	9.391747	9.57351	8.085286	9.4529655	9.2061357	7.9027748	7.8948002	10.0392338	9.8799474	10.38023	10.3573267	8.6501357	9.0819843	9.14847	8.495621	8.591592	9.3234451	9.7423841	8.4331989	9.788766	8.9871171
GOLM1	9.2715475	9.0947406	8.66572	9.6020022	9.003807	9.9764669	8.7608279	9.049453	9.2768856	8.154056	8.4064879	8.559668	8.724716	8.3787839	8.7884123	9.9666329	9.3718403	8.1432899	9.8171158	8.907037	8.5986707	10.9927361	9.7213481	10.1749504	9.5891324	10.5542274	10.5426135	10.6140048	10.0465423	10.3411292	10.3606409	11.2091879	10.7663694	9.9338063	10.434831	10.907246	10.3395224	10.856973	10.415261	10.0068481	9.5575433	11.1277339	10.9111354	10.0872496	9.5805393	8.0408464	11.0209149	8.6385677	10.299346	10.346731	10.9079041	10.78525	10.5075049	9.5068002	9.0494547	9.379361	10.408495
MGAT4C	6.1065478	2.6801873	5.5069113	4.662901	3.6279542	5.028328	4.378398	4.398583	4.4680283	3.766948	5.4026518	3.226736	3.863436	3.7027583	3.0152497	4.8206443	3.0289081	5.5216099	5.0333166	4.127429	5.7098957	5.4748341	4.1331473	4.7708013	3.7788735	6.2176948	4.4577285	5.9044708	5.4989605	5.469581	2.7525856	6.4140782	6.6049824	6.0476876	5.355388	7.199352	5.5436028	5.485845	7.131768	6.0865272	6.0857641	5.9623262	6.3924135	6.4022551	5.7889265	5.5309194	5.3801223	6.0466646	6.2798669	5.5630351	4.4637885	6.436007	5.1384264	5.456137	4.7250856	5.3753258	6.1756212
APOD	11.7873949	11.4893226	11.5047859	11.4485825	11.350717	9.6701126	12.6175653	13.522792	10.778523	13.288003	13.9134837	13.913484	12.775124	13.689041	13.4614598	9.1844172	11.40075	14.0311765	10.3588562	11.2962204	13.5285686	10.0138577	10.7652763	10.9072312	12.1697768	8.6136446	9.8864497	8.3453909	10.461862	8.9852123	10.2025337	9.200952	8.7625005	10.380864	10.462478	8.578026	10.347486	8.706656	8.576922	9.3046016	9.1782388	9.6358876	7.5411865	11.6755963	10.5739648	12.2241656	10.4299434	11.743644	9.5447706	8.5230141	10.3263246	10.1943	10.6581783	12.2503359	9.7666007	12.864663	10.9219522
TREM2	6.3215939	7.0056931	6.3626284	8.7593084	8.7519677	7.6894872	7.7556392	7.834826	6.4907408	4.591405	6.8630118	5.92421	5.588614	7.9751739	6.6230509	6.7604963	8.9989587	5.9637808	6.8206363	3.2032109	7.9117464	9.6805689	8.6111797	8.6787973	9.1374491	8.6760807	8.1806857	10.1178729	9.3091855	7.973342	6.4582449	9.0620562	9.9802539	9.5414346	8.502632	9.977154	8.4522391	9.53681	10.415863	9.8111371	8.9229479	9.0988198	9.8059755	9.3332726	9.7531336	7.2819878	9.5539203	9.5517794	10.0063398	8.5588063	9.4739706	10.5153	6.9572469	7.7310046	9.4809581	8.7858257	8.7952583
HPGDS	8.4686758	6.3451217	6.7196577	8.7208617	8.2725165	7.6404696	8.0327947	8.784734	8.0451902	6.978028	7.0669127	7.905241	7.15529	8.2607976	8.2544219	8.0528545	9.4393053	7.6219979	7.7137877	8.6137193	9.081937	8.7948386	9.3241752	9.0890554	8.3236409	9.3419597	9.3591092	8.9899474	7.8125321	8.049676	8.4203789	8.4277834	9.7470564	9.4002142	9.340391	9.989939	9.161304	8.930176	9.525137	9.5954432	8.8097181	8.6809641	8.9023996	9.3916052	9.5155429	9.9481444	9.1905274	9.8166672	9.1285925	8.8345316	8.9741578	10.26171	8.641335	8.4237159	9.2425978	9.095052	8.8699461
DDX3Y	6.2654026	7.5425064	7.4588324	7.0667989	7.499359	5.4910226	9.2085305	4.332174	9.4381749	9.760269	9.9245295	5.055222	9.693157	8.8810183	8.7178847	9.0643315	8.6836146	5.4667923	9.5758855	9.6150721	5.4315828	3.0663476	9.228875	9.4570747	8.8954815	5.4153026	5.2919448	2.1042357	6.0429264	7.5007389	6.9084996	5.4883522	5.3032189	8.2465141	4.483397	4.950889	3.6660141	5.463689	7.916255	4.2315202	5.0617275	3.9288747	4.4505366	5.0859429	4.8409208	3.7189709	8.1097763	8.2057194	4.5944883	4.4670427	4.4803015	5.39946	3.7839456	4.5072313	5.9765593	3.4331482	5.3060897
HAS1	9.1654957	9.6599364	8.5756204	10.269501	9.7293164	9.2906242	10.9781176	9.424988	10.9682047	10.917746	10.5528673	10.131948	11.469935	11.0664774	8.6016393	10.4655075	9.8454536	6.8030275	11.6615235	10.3381085	11.2104993	8.6914216	9.8404348	10.2421452	11.8280907	10.6775236	8.2703753	8.656534	7.7421121	7.3721052	7.5488308	7.3750903	8.759617	9.2322694	8.182698	8.477221	8.6669957	8.962262	9.232269	9.5177057	8.1989915	9.1098855	9.2900005	8.4955739	8.4343556	7.3636033	8.7114843	7.9273263	8.9971571	8.0537698	7.7999207	9.618328	10.1566478	7.1319852	9.2587373	9.5338541	9.0138917
HOXD11	5.9096755	6.121414	7.0509559	6.6652489	6.0974455	6.2749301	5.6272965	6.073973	5.8399105	6.065851	5.5573571	6.859989	6.039345	5.6461353	4.7701332	6.2773473	7.7056162	6.018328	5.7818978	6.0588558	6.4041275	6.6902893	6.0439008	5.1789024	5.665942	5.2075489	4.9942213	3.5853964	5.8515653	4.5501766	6.3560473	6.406823	3.6284271	5.3994535	5.499063	4.745913	5.489068	4.583817	5.237556	3.6645924	5.5559076	4.9665909	3.210896	4.1978376	5.9978835	6.3583669	3.6174883	4.7782529	5.1912668	5.1049103	6.1930107	5.671213	4.1711347	4.8163353	4.0651128	5.6637317	3.8792359
GADD45A	10.4739325	10.2543019	10.9634381	10.7683542	10.65897	11.5959446	10.9041156	11.386818	10.7789322	10.868051	11.1277036	11.134324	10.768399	11.3188099	11.2624579	9.9721681	10.2705956	9.7224308	7.7571883	9.6575864	10.6593718	9.3645259	9.4238953	9.0224079	10.0652373	8.5921734	8.4392111	8.5333485	9.0088238	8.7105398	8.9158368	8.5476833	8.8074549	9.7942051	9.267034	9.352802	8.6226974	9.105093	9.05915	8.9796197	8.0894974	10.0718417	8.7719137	9.3799763	10.2798543	10.0361097	9.0971482	9.9114831	10.2242369	10.4735677	9.1246846	8.814236	9.2937155	9.877335	9.6728379	10.0847663	10.6214101
NREP	7.6900778	9.1024955	8.6576368	8.520671	8.6482721	8.4489782	8.1236799	7.934557	7.9489927	7.807941	8.5349326	8.121837	8.599724	7.7327598	8.2957347	10.4307287	8.9081471	7.7286526	7.9589866	8.2100689	6.8991231	10.2957286	10.0711539	9.9853633	9.0064719	9.8401669	9.9514845	10.2238735	9.7000691	9.9486482	9.5765052	10.7973355	10.0960098	8.7798082	10.191537	9.809237	9.4223249	9.781681	9.560324	10.3101734	10.6624383	9.1901809	9.2882269	9.4530403	9.782998	9.2427818	9.1033103	9.4736988	9.4726611	10.8833279	8.9097671	8.182088	9.1481106	11.1477354	9.0179397	8.7613052	9.1807647
C10orf10	11.1909068	10.9499786	10.7005135	11.2761831	10.7104209	11.489847	10.5549426	11.54109	9.8620507	11.445027	10.7775849	11.736275	11.288948	11.5279163	11.7219999	9.4318963	10.6304377	11.5442367	7.3859045	10.9301696	11.3710828	10.0150342	10.10072	10.0462358	9.1045039	9.2159078	8.602196	9.2877339	9.2830572	9.1701806	9.0018142	9.2575477	9.0569468	9.4275777	9.709521	8.721916	9.4034558	9.46969	9.451464	9.2978064	9.4498789	10.2178258	10.3133975	9.4520271	10.0169749	10.025163	9.6181044	10.0943555	9.9347475	9.1006649	10.1203384	9.829071	9.3306696	10.8124923	9.9103335	10.7624649	9.4450234
TSPAN2	3.4825204	3.8423022	3.6850157	4.278736	3.539336	4.2455974	4.3261945	3.466532	3.0083719	3.216485	5.4411863	3.53635	2.782559	4.093289	3.787245	5.0341448	4.7468052	4.6100818	4.3252981	3.9238941	3.5722014	5.0808985	4.8022218	3.2823981	3.1786768	5.0387839	4.6477804	6.0054266	5.7345186	5.6277855	5.5752991	5.5130257	4.4997	4.7926336	5.560792	5.487492	5.2339578	5.531334	3.591621	5.0445521	5.0276393	4.2577811	4.6344689	5.6383088	5.3128016	5.755713	5.5381176	3.8391701	3.49108	6.1126724	4.8728047	5.007326	5.112212	5.884291	4.2796785	3.9559877	3.7056706
TLR7	9.5789013	6.0554339	7.8487869	8.2535178	6.1214795	6.9648649	6.9003208	5.279591	6.725094	6.532047	7.4484485	4.635375	5.460354	6.7867788	5.9381038	6.2762065	7.8779451	5.7163642	4.6484874	5.3006639	6.545374	7.461947	7.7765196	7.3596314	7.0752479	6.4656094	8.3059601	7.4402761	8.0961197	7.9119585	5.894135	8.5806752	8.6946313	8.4569319	7.950315	8.729914	8.6404031	8.47966	9.0328	8.6149317	7.3774646	8.5546554	8.6241675	8.0846011	7.8434782	6.8534278	8.3008421	8.0886547	9.2042536	8.178384	8.9421222	9.349862	7.4512489	7.027685	7.6202356	7.1684506	7.9402199
AREG	5.1130572	4.9769366	4.583982	4.8039139	4.5418326	5.6682532	5.2436833	5.470593	6.5175024	5.1497	5.8072986	4.998865	5.620491	5.0833669	5.4234581	6.6928573	3.8140255	5.0844968	6.5692219	7.2806243	4.7788163	3.2820396	3.9041174	3.410345	5.2498315	3.5579472	4.4438615	4.9573307	3.4355682	4.5465265	4.2961587	4.9657237	3.5691118	3.8880465	4.012154	3.915231	4.4502791	4.543212	2.34017	4.1586674	4.4976202	4.3391569	4.3494612	3.3726608	4.3858195	4.1665511	4.0581199	3.1894163	4.2042276	4.3178556	2.8051849	4.552678	3.4162276	4.0277562	2.7457882	4.9849952	3.7216199
XIST	9.0235955	8.459657	8.2026601	6.9225964	8.5888121	9.2497829	6.1649745	10.150729	6.4620264	6.542431	6.6897032	10.159089	6.535801	6.4670031	6.7166567	5.9121821	5.9430966	10.8795252	6.2051306	6.3033787	9.9644468	9.848148	5.412945	6.1179596	5.8036199	8.9211775	9.3700425	10.6391218	10.1155143	8.1368203	8.5205383	11.0275971	10.6357701	6.5681096	10.208522	10.386845	10.0789254	10.565712	6.446262	10.8531351	11.2250363	10.1947921	10.0267489	9.9215998	10.0015162	9.8240983	6.0154533	9.5820526	9.4358399	9.46581	10.7098825	10.56698	9.7933082	10.1284197	10.0345742	9.8067388	9.5841344
SLC7A5	7.4034299	7.9074066	8.1177069	7.4692479	8.845631	5.9977491	9.1695445	7.057121	9.3265043	8.668101	7.9470231	10.156106	11.111767	8.0142226	5.8461219	9.0874577	6.5012634	6.3624265	10.6552529	9.341745	6.5702678	6.8997784	6.8026424	6.5785619	9.8565858	8.0903879	6.4285467	6.3982501	7.2421543	6.759857	6.8516626	7.0038955	7.0850301	6.6178384	5.685746	5.219377	5.151521	6.205761	7.360684	6.8005924	5.772116	6.2917772	6.5348907	7.0090613	6.9236137	5.0843983	6.8197275	5.3454227	6.3389369	6.2018318	6.3748333	7.146094	5.1745704	5.5642202	5.1400517	4.8744962	8.6015798
MT1M	10.7647578	10.5747826	10.8012406	10.8993076	11.1281725	12.2129355	12.0759343	10.70141	12.4482529	11.393713	10.8893585	11.692036	10.921668	11.9996394	11.8214381	9.9368102	10.9906747	10.5023162	10.649646	12.7969385	12.2520855	8.6367871	9.7674304	9.6514096	11.1775076	9.4457853	9.3430278	9.0210906	9.7315081	9.8157646	10.493452	8.9554084	9.2717266	10.247307	9.301547	9.173119	9.013367	10.149898	9.191673	9.4403518	9.0410467	9.5668716	10.3716776	10.5082628	10.0161722	9.5134176	11.4067395	10.7441691	11.0069576	8.2754017	10.221958	11.09178	10.4020667	9.6152699	10.7662474	11.0335656	9.6178394
NR4A1	7.420933	8.0972048	7.4791247	7.0212095	7.244492	6.4309972	9.0999297	8.400902	9.0409264	8.242991	7.9138195	8.903359	9.939779	8.3589275	8.0167076	8.4545675	6.4945283	7.5669181	7.6721488	7.8646089	7.8415858	6.685695	9.4995134	8.9002266	10.9022007	7.5428714	6.9831988	6.1930365	7.0399915	7.2327277	7.8389169	6.9183125	6.4789472	6.7132357	7.453485	6.660943	6.8701017	6.602439	7.50972	6.2874305	6.6901942	6.9464924	6.7178993	6.6423431	6.7109736	7.055955	6.7316023	6.0773408	6.6091764	6.3733393	6.7794319	8.121187	9.4241476	7.1626956	6.7815913	6.4561114	6.9569945
TNFRSF11B	6.9917902	6.7020851	6.5877571	6.8957021	6.1266104	7.0033987	6.1235249	7.101017	5.7785081	8.232263	7.2343854	6.570175	7.707903	6.5639781	5.9177432	4.6902125	5.8447697	6.2189051	7.2989099	7.7268161	6.9556959	6.9111237	6.0517123	5.3020253	6.737949	8.3970959	6.3776095	6.7391453	7.297602	7.276014	7.1520779	7.228153	8.0245749	8.0035519	7.486607	8.35814	8.7913974	8.047686	7.75833	7.4063147	5.8901477	7.8558328	7.1976131	8.3469748	8.099064	7.7369052	8.4932755	6.5775023	8.0151171	8.1459648	7.0622843	7.59122	9.0842352	6.874967	7.5174311	7.9081798	7.779893
TTLL1	4.5575187	7.4972319	7.2924149	5.2931176	5.7674004	5.8367139	5.8607459	6.877734	6.9748516	4.753276	3.8913177	6.083529	6.114797	6.2818734	4.5993625	6.1869409	6.9793183	6.1528428	3.1924133	4.7611486	5.8367491	7.0235026	6.8961392	7.0834443	6.3072582	6.8317992	7.5539309	7.1387083	5.6978342	6.3343037	7.1191365	7.1860949	7.136297	7.509253	7.379659	7.406932	7.0590572	6.771029	7.275027	7.6072582	6.8702427	6.8531517	6.9623091	7.6113417	7.5655922	7.5181256	7.0559499	6.8470558	6.360374	7.3790925	6.3746169	6.412138	7.1414087	7.1660707	6.5628387	7.275298	7.5798356
CRABP2	4.8416517	6.8162976	7.6558593	7.5824023	7.1639516	6.4677201	6.5450238	6.583784	6.4467231	6.782554	6.3842128	7.291224	8.477328	6.3796558	6.7926216	7.0009862	6.7407245	6.9402719	6.349011	7.317782	6.1750806	9.0071824	8.2817438	8.016144	6.6195267	8.2882109	8.5028995	8.373168	7.9937975	7.46362	8.1157642	9.3102634	7.9573587	8.4424684	8.456169	7.851785	8.7470706	7.774988	8.298086	7.7949146	7.5399365	7.1721974	6.0966699	7.8510729	8.5149774	8.011773	8.2486078	8.1798121	7.9797372	9.3327343	6.6778479	6.595028	8.6376524	9.1946387	7.9677594	8.571738	8.0833334
GCH1	9.5578929	9.2296905	9.5176841	9.320443	9.396947	7.8507204	8.9064498	8.431685	10.3123849	10.224865	9.9630452	10.534831	10.197842	8.2720864	7.1913564	8.7101098	7.4685183	8.302717	9.0303128	9.4737869	7.4758282	7.5615496	7.5433	7.6410072	7.7470509	8.7364118	7.4506492	6.8292852	8.3350649	7.8847116	8.1338728	7.0296074	7.2888339	7.3179061	7.126745	7.57421	8.3608933	7.765321	8.082701	7.5051515	6.8425167	7.6273599	7.0948688	8.1055854	8.1274204	7.3422222	8.3430884	8.1110056	8.5083595	7.2460869	8.1061899	7.871712	7.8436901	7.2127231	6.6253203	7.4120471	8.3782921
CAPG	9.4901476	9.4709711	9.1690268	10.2056234	9.3683518	9.5739113	9.8955008	9.509032	9.3647271	7.942925	7.9382261	8.934082	8.520825	9.957058	8.8822366	8.6770985	9.8580721	7.8246088	8.3350606	7.0052414	9.2725631	11.0292711	10.0721802	10.0396968	10.5799607	10.2399376	10.6289918	10.5235151	9.8175554	9.9312236	10.3848336	10.4269324	11.002632	10.5023547	10.199716	10.383428	10.8962296	11.076802	11.161265	9.7323849	9.5727357	10.6489256	10.7244153	9.6943762	10.1421797	9.208594	10.3698551	10.1614162	10.9519657	10.0243469	10.6510711	10.81279	8.8462402	9.2898721	10.5836001	9.7541616	10.0601396
THY1	8.148018	8.4537006	8.152942	9.0288474	8.6122382	8.3876124	8.1995197	7.694972	7.9910621	7.845782	8.0065966	8.891647	9.498499	7.9325721	8.4626766	10.9068316	8.511659	7.5329252	7.3644316	8.520909	7.0643045	11.0585923	9.8677594	9.5495332	9.4396297	10.2106525	10.4582873	10.2660404	9.8781122	10.0785345	9.7119335	10.6892517	9.8083732	9.3192492	10.835498	9.791996	9.98697	9.675648	9.539424	9.5917046	10.0693209	9.3227483	8.4528575	9.8035856	9.7110873	8.4978375	9.9473533	9.3164849	9.5532063	10.9411624	9.3853288	7.736638	10.1711321	10.1379485	8.8654811	9.6897165	9.8967488
SLC16A7	8.1311416	6.2493158	6.57073	7.2616395	5.7762031	7.3288309	7.3307786	7.71261	8.2503742	8.837957	8.5024283	8.550982	8.441663	7.9535161	7.8136947	6.7015828	6.7541081	8.322734	8.9303474	8.7484476	8.0252722	6.2546396	7.4533916	7.7933276	7.5644317	7.2296509	7.3539926	7.4708295	7.3529088	7.1076917	6.4782578	6.3176481	6.3915167	6.0934689	6.611785	7.175055	6.0170407	5.740709	5.731525	5.3158452	6.3308956	6.3518735	7.5037961	6.1653139	6.4594516	7.0409269	7.440665	6.2983218	5.0564978	6.0579773	7.3219731	7.594197	6.7438438	6.1574925	7.0385052	7.3511665	6.3061027
RPS4Y1	9.5444112	9.1920139	9.374757	9.5342964	9.2922963	6.1850947	12.0928434	6.687585	11.7315368	11.904604	11.9212851	7.701436	11.586068	11.7315368	11.772513	11.9690863	11.8947158	6.6927142	11.536912	11.4857727	6.2665458	6.0951388	11.8464868	11.855094	11.8628973	7.880585	8.1010227	3.7978055	7.3006208	8.6850672	8.7082868	7.1431557	6.7884792	10.3415224	6.364517	5.496891	5.2924019	7.613512	11.776882	7.0115448	6.8688671	6.3502582	7.1073536	6.4611598	6.068133	6.2838207	11.6508439	12.2604237	6.8753715	5.2658841	5.8341421	4.515281	6.8553314	6.6977063	7.9513326	7.4742962	6.7846937
IFIT1	6.8795723	7.550023	8.2552876	7.5559506	7.2701533	7.9806886	8.080224	8.677892	7.1880074	8.268492	9.163166	4.869774	6.396602	8.0130227	7.2466234	7.0207171	8.8926414	9.486047	6.9146046	7.2805211	7.8430851	8.7974703	8.2802131	7.997187	8.0546911	9.8207733	7.6247474	9.7436681	8.3488427	9.9014109	9.3361765	9.0331757	8.2518545	8.3634436	8.869064	9.248407	9.507247	8.468236	9.432652	9.5287107	9.2476387	8.6596137	8.5950333	9.1905815	8.7713093	9.6143183	8.0034711	11.6259529	8.5634373	8.8713162	7.9868038	8.291273	8.3888541	8.038398	8.9539535	8.2349013	8.8594965
COL8A1	5.7923919	3.3005608	4.2214717	5.1374588	5.4793172	4.8544761	5.0627768	5.579976	4.9272792	4.61863	5.59387	3.722067	4.614652	3.7582351	4.6613609	4.3920161	4.4239678	4.7415518	3.8604625	3.3705973	3.884094	5.4060312	3.4717506	4.4058453	4.930734	3.4397708	4.6089784	6.0855208	5.7728159	5.3163753	6.1293221	6.7824021	5.6949951	4.8432311	5.33475	5.577901	4.9751487	6.322356	6.003763	5.2640908	4.8455923	5.9379642	5.4641166	5.4248152	5.3586352	5.3635532	5.6168048	4.3925092	5.3550272	7.2857644	5.5440224	4.832775	5.7768512	7.3337576	5.2987145	6.1189431	6.6344122
TAC1	1.8918397	5.154031	5.9652238	4.934846	5.949246	5.882697	6.0603172	5.005959	3.93047	5.79252	5.3824478	6.988058	5.136993	3.634353	5.3303656	5.4602669	5.2333499	3.8722735	6.4495316	8.3961087	4.3656733	4.3090034	5.474908	4.8191718	4.9814315	6.9511936	6.5895933	7.1499444	7.0484557	7.5852137	7.2584735	8.531815	6.7977139	6.1837152	5.957284	9.999827	6.7181933	9.546209	8.779483	5.8545156	4.8736961	10.9759239	7.1002309	5.1544	5.9224955	5.2759948	8.3530939	4.4828387	9.3479598	8.8742334	7.9712943	10.31722	5.1829722	4.0401674	6.2644761	10.2869143	8.219598
RUFY2	7.8685989	7.7238481	7.6434765	7.533421	7.3048503	5.0620401	7.3226618	6.117494	7.3014559	9.900716	8.1366751	7.869015	10.309006	6.7996902	7.4306409	8.8279099	8.2696769	7.8231961	8.3668944	8.3382271	5.8464901	6.2679435	7.8680275	7.8628932	8.249774	6.5517556	7.1434186	7.2596001	6.2931303	6.7735061	3.8344224	6.71584	6.6665722	5.9310216	5.610428	5.981901	6.6107851	6.343157	6.988209	7.0134347	7.0598408	6.020354	5.7632454	5.4282688	6.2029191	6.0719139	5.2957514	5.9279721	5.2604081	4.8562793	8.328214	7.089651	6.8766156	8.1108441	6.438976	6.2837158	7.0090024
JUNB	9.0205253	12.0315561	11.1560809	10.4218571	10.717155	10.497047	11.4017113	11.683461	11.7739775	12.282413	11.3314651	12.108953	12.297003	11.8908782	11.5805871	11.0294189	10.3463183	10.8321765	11.7349886	12.0881373	10.607334	10.083296	12.7491926	12.7421687	12.4420396	10.2924992	10.4906544	10.09105	10.6295472	10.4963951	10.8392645	10.5371013	10.2570698	10.8055689	11.24688	10.520853	9.8804356	10.382162	10.378193	9.7549606	8.6778698	11.2772653	10.9277126	9.8120738	10.5161469	8.8691147	10.1899081	9.8606205	10.5403838	10.5589362	9.8335318	9.663951	12.0131495	9.1386638	10.4267148	10.4617553	11.5904091
SPON1	6.3851092	7.3352342	7.9858074	6.9254832	8.071979	9.0635096	7.0509357	8.062527	6.9614842	7.757598	7.4486003	8.18466	6.968205	8.3842392	7.3204995	9.7201275	7.1281789	9.5911931	6.8606718	8.0835224	8.0235776	9.1036157	7.0945782	6.9711247	7.6987593	8.5654227	9.0549137	8.9310536	8.4554819	8.8809439	8.9051286	10.5589786	8.6884234	7.8031677	9.521203	8.960855	8.8094479	8.850422	8.429925	8.1545636	7.7722332	8.663981	7.5843961	8.9364965	8.7240639	8.407549	9.2487055	8.1318444	9.5555519	10.1358698	7.8479881	8.232417	9.8272782	9.0572492	7.9090824	9.1950339	9.1739891
CCL25	5.4368805	5.8659264	5.1098728	4.924264	6.0485722	5.8495045	6.1887211	5.914081	5.9886092	4.573318	5.2786168	6.05149	5.072173	5.6060707	6.5677066	4.0667283	6.6536722	6.5383586	6.0776412	4.3986097	5.0368916	6.1010602	5.7925809	6.1322259	5.9601356	5.0799164	3.6594325	3.7145668	3.6168255	5.2581791	4.6300121	2.8599119	5.1578532	4.0979621	5.626993	4.727901	6.1883645	3.794043	4.964387	4.4695412	3.8471123	5.2628581	5.2058764	4.1614955	4.2024767	2.6183823	3.9351828	4.4069428	3.9814808	3.0694322	6.2796894	5.622753	4.7431482	4.2824839	7.0501631	3.4569838	4.4889967
WIF1	2.5368352	3.5318887	5.007601	5.4703197	4.8496969	7.1222375	4.0803707	6.657962	3.105483	6.739261	3.8900307	3.431062	3.345093	5.0134227	5.2981371	2.9313422	2.9621082	3.9714232	2.6459219	6.3495094	7.3390975	3.0464614	6.8599199	6.7717223	2.6403583	6.1059695	6.1303395	5.5435972	6.3710881	6.4005068	5.2994007	4.5229117	6.0171688	9.156678	6.166381	6.533872	6.9747064	7.629484	8.135526	7.366383	3.0314697	8.4565774	7.7751814	7.872483	7.6740037	7.6545258	7.7131962	4.7964217	8.2591407	2.9098839	7.0372722	6.286998	7.3057856	6.5508684	5.2947542	6.8120785	6.9827013
DUSP5	7.9702445	8.1711883	7.7158964	7.1412133	7.7562112	8.1816301	8.5858328	8.867322	8.9944475	9.031708	9.1176944	9.96849	10.233736	8.650683	8.9941437	9.6454441	7.3054292	8.2147456	9.5574875	8.7661933	7.4044702	7.0527659	8.8197111	8.3429231	9.9190376	9.8294738	8.6227953	7.9144247	8.5573643	8.1012521	7.8927808	8.0527782	7.346696	7.5702011	7.985009	6.633871	7.6843668	6.978946	7.231825	7.3230818	7.8782681	7.4313818	6.9354031	7.2778086	7.6154879	7.7176923	6.9635341	6.9998862	7.5253858	7.4294585	6.6650146	7.183861	8.3308145	7.1691474	6.923752	6.513265	7.9613534
PCDH12	5.7779801	7.9231163	7.6766966	6.5746173	6.3333262	7.611572	6.6593854	7.330174	7.1903053	5.868281	5.0875704	7.301338	6.625854	5.8587128	5.4412069	7.0869454	8.2272557	7.7085452	4.2729774	4.4967661	6.3534532	7.5907277	7.4927251	7.5869934	7.5600561	7.6493208	6.5871447	8.6553627	8.0829248	7.3864161	8.069473	8.028669	7.5568278	8.0769068	8.652092	7.995251	8.5067578	6.871206	8.084774	7.9878624	8.1687395	7.2605869	7.2342122	7.4785588	7.1023911	8.1269956	7.2159077	7.9043257	7.5199531	8.0052759	7.6938309	7.748189	7.425405	7.8435497	8.1880589	6.8830909	7.5994683
DUSP2	3.6431149	7.0786295	6.2569532	3.5551637	6.0124479	6.5463161	7.219511	6.495659	7.0020886	7.777563	7.549122	7.404884	6.915843	4.8437655	6.6579022	6.361587	3.4122057	3.8496465	7.2554926	7.1614431	4.4459071	4.9261081	7.5475191	5.992214	6.8121356	4.3408483	6.4675996	4.3866776	6.5507511	6.4479376	6.5008625	3.220024	4.003032	3.8085415	5.221387	3.245723	3.9674351	4.16191	4.027479	3.3545345	3.8807961	4.0928161	3.9295621	3.5820034	6.7739679	5.375421	5.7142818	5.6927297	3.7718072	3.6268981	3.973164	2.955194	5.1526861	3.4955254	3.9230561	3.0177861	5.6167859
SIX1	6.8338398	6.7096534	6.021301	5.1717491	5.2824263	6.6737754	6.5689599	6.691592	7.1161512	6.373866	7.139252	6.222024	6.380845	5.8163909	5.9817282	4.9379574	4.8638505	7.0750313	4.2159456	5.637	7.8199483	7.4753841	8.2585985	7.7864899	5.3256504	6.4387182	6.0589595	6.3301207	8.0074372	7.2882131	7.2338156	7.768061	8.1489099	7.4675606	7.461545	7.881171	6.7338411	6.943817	6.531399	7.2844339	7.2490107	7.4686765	7.4765325	8.3242477	7.7447174	7.7096948	7.3500439	7.4962603	6.8705739	7.9441759	6.6307667	7.513003	6.3920064	8.0877331	7.7552518	7.556169	8.07937
