id	GSM5176138_con	GSM5176139_con	GSM5176140_con	GSM5176141_con	GSM5176142_con	GSM1332201_con	GSM1332202_con	GSM1332203_con	GSM1332204_con	GSM1332205_con	GSM1332206_con	GSM1332207_con	GSM1332208_con	GSM1332209_con	GSM1332210_con	GSM1337304_con	GSM1337305_con	GSM1337306_con	GSM1337307_con	GSM1337308_con	GSM1337309_con	GSM1337310_con	GSM1337311_con	GSM1337312_con	GSM1337313_con	GSM5176143_treat	GSM5176144_treat	GSM5176145_treat	GSM5176146_treat	GSM5176147_treat	GSM5176148_treat	GSM1332211_treat	GSM1332212_treat	GSM1332213_treat	GSM1332214_treat	GSM1332215_treat	GSM1332216_treat	GSM1332217_treat	GSM1332218_treat	GSM1332219_treat	GSM1332220_treat	GSM1337327_treat	GSM1337328_treat	GSM1337329_treat	GSM1337330_treat	GSM1337331_treat	GSM1337332_treat	GSM1337333_treat	GSM1337334_treat	GSM1337335_treat	GSM1337336_treat	GSM1339633_treat	GSM1339632_treat	GSM1339631_treat	GSM1339630_treat	GSM1339629_treat	GSM1339628_treat
GADD45B	11.1778156	11.0166614	10.7212922	10.7995721	10.7007252	11.136668	11.6050087	11.664694	11.2417628	11.339415	10.6343308	11.780551	11.26757	11.1177103	10.9299601	10.3666755	10.2267621	9.3586731	11.8058661	12.3964746	12.0602188	8.4225231	10.824503	11.0195219	10.8501799	8.8254315	8.5987051	8.0169702	8.5819945	8.4674438	8.4564468	9.4253491	8.4326428	8.9858074	9.599976	8.398338	8.3122991	8.469392	8.819626	8.1523284	7.0860798	9.1154185	8.5090447	8.2305447	9.4267242	8.7286363	9.4059156	8.4431678	8.9540464	8.3430172	7.522328	9.107298	10.9276778	8.6431794	8.2715495	8.7776864	9.0892779
SIK1	9.0865797	9.3434316	9.842784	9.4707352	10.6635318	9.1293124	10.5370527	9.744044	10.6405659	9.97614	10.2507862	10.520038	11.390763	10.3434153	9.5291311	10.2344076	7.5847264	9.37296	9.5611397	10.6191472	9.539892	7.3239144	9.9705678	9.7720934	11.0578648	8.2524587	7.9866783	7.2418886	8.4497036	8.0432216	7.9116417	8.1440186	7.0876682	7.3902058	8.136716	6.798248	7.2431947	6.917436	7.294088	7.0301821	7.3732776	7.3360831	6.4876546	7.425397	8.5232204	7.3776249	7.0029043	6.8677439	7.3758094	8.0247543	6.5465396	7.046899	8.774409	8.2471283	5.9610499	7.3762044	9.5205965
KDELR3	8.6231203	9.1283466	9.0184631	9.253213	9.0841022	8.8246969	8.0717848	8.911161	8.8943763	8.776973	9.2193823	8.754825	9.244175	8.701064	9.2515392	8.7894264	9.4065659	9.0534673	8.4266017	8.337325	8.4242737	10.0652982	9.3242478	9.3911358	9.3375009	9.9122851	10.059459	10.0073759	10.0105909	10.072566	9.8958716	10.3337219	10.1465662	10.2909425	10.042708	10.110486	9.9457155	10.161833	10.010442	9.733381	9.6166309	10.1202092	10.1285102	9.8105431	9.5624339	9.3411291	10.3796382	9.7915899	10.0662494	10.4648823	9.8446592	9.255729	9.7541586	10.5113669	9.9097493	10.1411673	9.7408969
FOSL2	8.293492	8.5745586	8.8037818	8.6940641	8.8567307	8.5790926	9.2282948	8.751862	8.9152758	9.010103	8.4176121	9.343824	9.532168	8.7805781	9.0843528	9.1267611	7.6816216	7.2252719	8.9626741	9.1267611	9.375241	7.4560813	7.7512479	7.7663311	9.9604156	6.6330184	6.6353865	6.5499817	7.1275826	6.6891149	6.8378997	6.5080843	6.6143673	6.6901815	7.390885	6.617711	6.9318543	6.952387	7.039565	6.8087576	6.8479118	6.5877517	6.7528126	7.6698299	7.3765491	7.0250826	7.7868163	6.4156777	7.4672809	7.653369	7.0894353	5.683222	7.3021673	8.1552226	7.5866769	8.2902262	7.4625156
PNRC1	10.395857	11.3901899	11.2962638	11.2683771	10.8181385	10.9258017	10.8924309	10.500943	11.5515064	11.566877	11.830155	11.385384	11.551506	11.0118042	10.4802106	10.9161163	10.6626109	11.5462788	10.9468854	11.5244989	11.3663412	10.567502	10.823253	11.2028297	11.0432789	9.3615361	10.0381775	9.7431252	9.6956829	9.9534779	9.956646	9.4201678	9.8699154	10.5864888	9.539383	10.222914	9.2924858	9.893139	9.651496	9.9454342	9.6702937	10.3052091	10.2678951	9.6011567	10.298402	10.0742329	9.4441038	9.2926874	9.9553938	10.2125977	10.7196045	10.5994	9.5793335	10.5032158	10.2254788	10.879516	9.4230186
NFIL3	10.1449484	11.2859454	10.5384485	9.9175164	10.6462351	11.0449671	11.8918707	11.765539	11.4194271	11.61743	12.0449413	11.16745	11.459563	11.8773884	11.3723278	11.0961162	9.6285877	10.3803062	10.308494	11.6176893	11.9884407	8.1206051	11.5822694	11.587146	12.2846339	9.0832974	9.2554001	8.3455124	9.2349509	9.4306072	9.3506273	9.0373786	8.1176422	8.0725557	10.324567	8.716638	8.9279689	8.829106	8.882393	7.8750241	8.1861605	9.6484169	8.3759642	8.8514791	9.3355809	9.3355809	9.6314185	9.1836121	8.9922091	8.7997118	8.3440486	9.73771	10.345559	8.4214226	8.1948827	9.2807895	9.6991762
B3GALNT1	5.3434589	5.7150858	6.401243	5.6569019	5.861273	6.436578	5.572878	5.354011	4.9871717	5.882124	6.2728509	6.081302	6.054034	5.6531164	5.5270653	6.4810182	5.5370982	5.4611082	5.2416128	5.3770868	6.2284625	6.3651658	6.1091892	6.1641657	6.172703	6.897717	6.2538462	6.9717697	6.8749037	6.9918813	6.8671629	6.6339912	7.3888622	6.7043471	6.637524	7.110467	6.9357469	6.938802	7.183126	6.8774421	6.4370472	6.4495463	6.6432834	7.298625	7.2926525	6.8619622	6.5916936	7.2226988	7.1277093	7.6578807	6.2308137	7.012629	7.1175029	7.1769986	6.7159574	6.3070003	6.6282602
CEBPD	11.6590078	11.3534375	11.799209	11.8799983	11.7017465	11.551252	11.9586899	12.253148	11.7302309	11.942734	12.2767728	12.177279	11.852269	12.1446363	11.8586912	11.2586317	11.3626401	12.3610721	10.8976086	11.9556505	12.2906012	10.2697297	10.9561929	10.7404557	11.7818371	10.110843	9.9955809	9.550662	10.5718721	10.4273445	10.1703222	9.9862789	9.9899153	10.3526176	9.923989	10.078618	9.7317534	10.765719	10.888156	9.8352708	9.5849607	10.1871361	10.1192793	10.5839692	10.8065973	10.4381546	11.0841668	10.7052602	11.0052185	10.3219756	9.1773655	10.37037	11.5193396	10.632171	9.7829375	10.8208122	10.292793
APOLD1	8.9649677	8.8260162	9.0800287	9.5216683	7.8646155	9.5839573	9.2233579	9.494289	10.2515989	10.130203	10.4981862	9.829913	10.677249	10.0168978	10.2170336	10.2395039	8.1002478	10.2401911	8.8466553	9.161392	10.3748806	7.5341687	9.3753232	9.4110217	10.9381364	7.3223564	6.3178562	7.8510616	8.2753524	7.8553042	9.019014	8.1319318	6.8433993	6.7562643	7.682257	4.793674	7.5876753	7.409322	7.62331	7.9774101	7.1490362	7.8921155	7.3352958	7.0841963	6.4727881	6.7935939	7.4735909	6.5363094	7.4439546	7.4484361	6.2234142	7.019588	8.032236	7.6425192	7.5145759	8.7408072	7.5988161
RHOB	12.0830728	13.299172	12.3709011	12.1362326	12.3444833	12.4906186	12.9846681	12.680973	12.849738	12.910012	13.2095762	12.689769	12.568499	13.0250663	12.9526457	11.5905754	11.7775218	12.6731829	11.3766166	13.3881253	13.4995904	11.6770221	12.6129478	12.7873537	12.5966867	10.9259949	11.120906	11.6691867	11.5349195	10.9952784	11.5977967	11.2250341	11.3327417	11.5220193	11.537731	10.938714	10.8118005	11.1858	11.27711	11.1615819	10.8405635	11.3781497	11.7390269	11.1075062	11.3209089	11.5517703	11.4645632	10.9733432	11.494835	11.1907799	11.483976	11.29204	12.1880824	11.682223	11.0589607	12.1426773	12.1327239
KLF9	8.9083011	9.1675719	8.9395203	9.0796321	8.5915308	10.0340261	9.8170782	10.12252	9.9459407	9.609952	9.9778384	9.261855	9.377716	9.8187075	9.6668185	9.5686417	9.1404162	9.204791	8.5259066	10.4659758	10.2745266	8.4828154	8.2968759	8.4641918	8.6098997	7.3411187	7.8740916	7.7934587	8.1965696	7.9373863	7.8871078	7.6309842	7.8891531	7.6591382	7.658344	7.921992	7.6424786	7.42757	7.402979	7.3042988	7.2114361	7.4479949	7.7862824	7.2075146	7.7727151	8.4860568	8.0115712	8.0088611	8.0104574	7.6445569	7.3437341	7.539545	9.3137453	8.8858623	7.9154527	9.2953367	7.8381515
ZFAND5	11.3689227	11.2432672	11.436278	11.3261986	11.3420805	11.531016	11.9643977	12.029632	11.5267588	11.082959	11.3520309	10.49367	10.676453	11.5848197	11.7020683	11.4545541	10.3259659	11.6631342	10.5994147	11.5089252	11.717327	10.1888479	10.3568929	10.4296176	10.3795327	9.9228204	9.7333697	9.9020467	10.1336487	9.9228204	10.0271821	10.134685	10.369068	10.121879	10.269129	10.249755	10.0005112	10.201731	9.873862	10.1338855	9.839838	10.4837749	10.4282152	10.030158	10.08926	10.1772975	9.7151551	9.9571455	10.60094	10.4152167	9.9081855	10.05131	10.0903892	10.2462776	10.4869128	10.355828	9.9358247
BCL6	10.7122593	10.8365539	10.6736251	10.8429626	10.6538475	10.564709	11.142435	11.175122	11.1751223	11.366242	11.3067485	10.970031	11.020809	11.2170304	11.0494373	10.5880451	10.8815491	11.293308	11.1541073	11.5045497	10.8781651	9.0532003	9.8364156	9.9717453	10.7005034	9.7366877	9.3016556	9.658368	9.4143618	9.5012609	9.7965884	9.4722513	9.4835976	9.665823	9.469787	9.744616	9.4561306	9.75933	9.750287	9.8100169	9.3821328	10.2172059	9.5358052	9.583585	9.3466348	9.7641474	9.876231	9.1328358	10.1121622	9.3794102	10.0516001	10.02867	9.8817688	10.1645383	10.1364731	10.6250335	9.8979145
MAFF	8.6905821	9.1837524	9.3652961	8.6905821	9.7477267	9.769776	10.3090323	10.202912	10.0002215	10.356527	10.6835162	10.479825	10.934492	9.489919	9.3631811	9.5491525	8.5316875	9.9452337	10.2002412	10.8673436	8.6150804	6.6146106	10.0687196	9.9131142	9.2519265	7.9909833	7.4764036	6.7166137	8.0483289	8.2448344	8.193815	7.3458564	6.3668211	7.9682775	8.092726	6.548925	7.8478388	6.542402	6.875541	7.4536629	5.7985374	7.4254788	6.4861447	6.7477322	7.4529814	9.0697525	7.3381444	7.7054687	7.6141246	7.7453737	5.5760098	8.696827	7.7595763	8.7410021	7.1444649	8.3354562	6.7242348
NFKBIA	12.0400575	12.1510951	12.2014147	12.0327655	12.3961513	11.9245832	12.1396324	12.670026	12.8427753	13.230971	12.65136	13.280016	13.280016	12.4151637	12.7632106	11.6492137	11.4093087	11.3693037	12.0973277	12.8597168	13.0336907	11.9090641	12.4492708	12.4492708	12.2751252	12.7937266	11.734245	11.151268	11.3322841	11.070081	11.2879548	11.0642222	11.0736012	10.8336079	11.487676	10.950918	10.6207428	10.581824	11.21895	11.1350592	10.9367422	11.042339	11.4022439	11.0010518	11.0640606	11.5714398	11.6160026	10.8903856	11.1473869	10.675634	11.2539794	11.04559	11.5203158	11.0737096	11.4027982	11.3368049	11.3174962
VEGFA	9.5183738	9.8472464	9.5948406	9.0148327	9.3449202	8.2113951	9.3376341	8.782544	9.1543749	10.437156	9.6546584	11.078383	10.880545	9.4521533	8.7075965	9.0778915	8.1482008	10.1388681	11.1941977	10.2278439	8.7107721	7.3865681	8.1924524	8.3368877	9.9900452	7.9333362	7.6339182	7.7683859	8.0650091	7.3420284	7.3222524	7.4281426	7.6270858	7.6543018	7.289106	7.284456	7.2721971	7.311452	7.565392	7.4579315	8.0539389	7.7516923	8.0048383	7.7148783	7.5865455	7.5932521	7.4178457	7.5856937	7.2551492	7.0925438	7.5595935	7.642943	7.8200898	9.4362732	7.4040245	7.9057831	7.8950718
MYC	9.7293086	11.204083	9.7204754	9.6065031	9.7334482	10.6296169	11.2416263	10.800379	10.9656103	11.667292	11.2416263	10.044165	11.250124	10.876854	10.5672279	10.9102748	8.8583183	10.2791675	11.9887794	11.1161566	10.7970265	8.4868133	10.3311841	10.3019152	11.3642931	9.1842677	9.7387862	7.8463277	9.6395239	9.1272105	9.284806	8.7868233	8.7972232	9.7200072	9.59632	8.72429	8.4551373	8.956421	8.483684	8.6415997	8.3672629	8.591029	8.5079243	9.0941197	9.3041819	8.6563402	9.5675845	8.2805032	9.1035146	8.7272846	8.1121792	8.676453	9.9481244	8.418406	8.8220783	9.1383745	9.3029839
CDKN1A	9.5998715	10.5792521	10.2778403	10.1349306	10.7017106	9.4606635	10.8866834	10.782749	11.2666447	11.220013	11.0131102	10.917717	11.524502	10.5678023	10.2648887	10.5193069	8.9651702	9.4080666	11.8419315	11.5428203	9.909875	8.8869473	10.6488598	10.7152992	11.5068014	9.6077172	8.7761653	8.3478711	9.4543261	8.9888817	8.7064532	8.6802582	8.5568024	8.5067199	9.006386	9.120325	8.3334564	9.385521	9.308189	9.0014301	8.5715111	9.1568307	9.0115325	9.1249927	9.4463466	8.0819661	8.8044684	8.9131974	8.743877	9.4214752	9.1494312	8.63404	8.990449	10.6060462	8.7803574	9.3800408	9.5831514
TIPARP	8.8626189	10.4164777	10.2459799	10.3210046	10.2371975	10.8892983	10.9356267	10.578724	10.5897463	10.943414	10.9133718	10.106422	10.824728	10.0405855	10.9157454	9.9027018	9.2805365	9.1715536	10.1701325	10.5806413	11.3502676	9.4937604	11.5038711	11.4762178	11.026048	9.3516986	9.5123532	9.0565707	9.3582052	9.8165995	9.4235938	9.1878206	8.8321935	8.9615621	9.64979	9.023863	8.8313997	9.13762	9.383225	8.9767702	8.9059209	9.4937604	9.1376392	8.6423491	8.9143814	9.0635311	8.8595495	9.2104348	9.2273364	8.8374205	9.6930964	9.713483	9.1100913	9.2974987	9.6078237	8.8383989	9.3805518
SCRG1	8.3999074	10.1918536	9.5893695	9.7113848	9.8278198	10.1392384	9.062138	9.040343	9.0414474	8.127864	8.5725672	7.976148	8.753218	7.6869075	8.8953823	9.5476147	8.1087224	8.5188116	8.4351031	8.9878305	8.7415862	11.0895587	10.9210564	10.8946452	9.050573	10.3942202	10.3386329	10.1465334	10.0895472	10.2811158	9.9021993	12.6766529	13.0096148	10.0884052	11.5258	12.317077	10.830645	11.71368	12.432132	11.1332694	10.2641814	12.0916424	11.7556343	11.2701372	12.3650346	9.4949041	10.2840295	11.2882016	12.3650346	12.6529961	11.9377117	11.84629	11.1844998	11.3377421	10.6312447	11.4934704	11.9426757
KAL1	6.8964748	8.6649227	8.1752711	8.0341895	8.2671335	8.0948161	7.6231754	8.097612	7.5893124	8.27222	8.5297314	8.080972	8.115157	7.2679366	8.3102132	7.6379556	5.9728619	7.5402899	7.3846769	7.322176	8.0695215	9.8932385	9.9417965	10.2402223	8.5684405	9.3067502	10.1133801	10.0252475	9.4192108	10.0073437	9.5543143	10.2559349	10.787389	9.4528189	9.454485	10.585124	9.152213	9.84957	10.835608	10.5674897	9.4570326	10.110367	10.2052202	9.9153676	9.4896976	8.4593937	9.6518768	9.0033974	10.2433113	10.1939615	10.2402223	9.189091	8.5204352	9.6978014	9.4321518	9.8527589	9.9353479
GABARAPL1	9.4064669	9.1315058	9.2895966	9.3611612	9.4296298	9.3842151	10.1883818	9.467457	9.6460301	9.423086	9.8234123	8.549705	9.597918	10.0064444	8.8814589	8.5176558	9.357041	9.308762	10.2147148	9.7124612	9.2260204	8.6177572	9.2578528	9.1774593	9.7153189	7.910842	7.3178196	7.7901362	8.216826	7.6844798	7.9883409	7.9693811	8.0098302	8.6439079	8.262016	8.480943	8.0644	8.373036	8.626429	7.8950924	7.6790725	8.9223416	8.1811086	8.135829	8.6291789	8.1637017	8.2083364	8.5932093	8.3665062	8.1716101	8.4265551	9.480927	8.7522441	8.5545689	9.1218971	9.0668729	9.3101734
CBLB	8.8991535	8.5083592	8.5788399	9.1896488	8.7884443	8.2038819	9.310054	10.161758	8.391542	8.527953	8.864621	9.005543	9.372074	9.1568139	8.5879843	9.239513	9.5938774	9.0519271	8.6627759	9.6453264	8.3057414	7.6687649	7.8746702	7.8626953	8.593358	7.3256349	7.4495098	7.3966826	7.324329	7.5422032	7.7671984	8.2774785	7.6491634	7.2108519	7.627553	8.342785	7.4863317	7.16812	7.388938	7.4454107	7.5607559	7.8824444	7.6837678	7.1493029	7.3970497	8.2955006	7.7602049	7.4049569	7.1302073	7.4865745	8.2492281	8.241784	9.0013027	7.5700382	8.075923	7.9817497	7.5695184
SLC2A3	8.4779632	9.4655508	9.0276132	8.8755159	9.3179953	9.6963762	8.1806645	8.455104	9.179562	10.684541	8.7360662	11.127283	11.005745	9.0961743	8.462269	9.936686	8.4551246	6.8671307	10.3355497	9.2495456	7.4653198	5.8260901	8.2768992	8.1960731	10.7805488	7.9210583	6.7112087	6.2289239	7.4245994	7.5929793	7.5948161	7.2087377	6.0885658	7.9995587	7.052108	7.064645	6.2420989	6.887271	6.681959	6.4984693	6.1829722	6.8630617	7.1292254	6.7476803	7.2019342	6.2401109	7.7480464	6.2904435	6.8112146	7.5282199	5.3449819	7.187914	8.2867635	6.6104135	5.7318857	6.9353235	6.8566406
CX3CR1	6.8250746	8.7453523	6.1246073	6.5095794	8.4268768	5.5755823	6.2499623	7.151976	6.9129674	6.33829	5.9875229	6.88953	6.828513	6.5643635	6.6266663	6.3819116	8.4712726	6.4632268	6.9164291	5.0970103	5.9783983	7.5588964	8.7992513	8.8341293	6.9620279	9.1111912	7.6945171	9.1864136	8.9893343	7.3568191	6.9436344	8.4082397	9.5241744	9.2459669	10.024072	10.037914	9.2036717	9.04932	8.659923	10.0907583	9.3760948	8.4509937	9.579822	10.4592717	8.9178942	8.6672958	7.641286	8.9799234	9.185594	8.5732916	9.7877311	9.07011	7.9360041	9.4304814	9.7610154	7.1911148	9.4857441
DDIT4	12.3841477	12.2133695	12.2880243	12.3318464	12.3318464	12.3160536	12.3914031	12.805136	11.910478	11.541739	11.0608148	13.169894	11.660693	12.8499425	12.8109559	10.7979192	11.4438912	11.6455132	10.3391384	10.0976838	13.325247	9.8296843	9.1717299	8.9241327	11.1804923	9.956084	9.0471376	9.4071479	9.8580073	8.9548699	9.3031344	9.6843983	9.8249739	10.2034784	8.431576	10.04321	8.6700643	9.102841	9.548565	9.6902379	9.0230372	9.9794996	10.2136229	9.6674109	10.183729	10.7421211	10.1846038	10.0083889	9.6137547	9.7940516	9.0268952	9.00825	9.6731166	10.5891771	9.563995	9.8853426	11.0998905
NAP1L3	7.2672771	7.6310811	7.7617444	7.3142118	7.23459	8.2727746	7.1366402	7.653752	7.8489782	6.955667	8.4226143	6.663939	7.475653	7.4051591	7.3592941	8.0087177	8.5298677	8.0419914	5.9554333	6.7227386	7.1777614	8.3235671	8.0909765	8.0800549	7.1909964	7.9803771	7.8150878	8.469598	8.4810879	8.9419488	8.5320149	8.7480554	8.7585862	8.9894049	8.556009	9.329033	8.265837	8.899169	8.876889	8.7286923	8.5145232	8.9405854	8.9217907	8.3417646	8.8387324	8.4075408	8.3208069	8.6719938	8.5821428	9.3434329	7.6925785	8.592548	8.2046658	9.0310839	8.7306532	8.6309642	8.4902406
ADM	11.1044867	11.6103447	11.6061161	11.0303234	11.4683662	11.2727327	10.392894	11.280689	11.2064587	12.050253	11.897674	12.917492	12.469064	11.3913309	11.3618575	8.7734109	12.1517466	12.1910861	10.7392245	12.0283877	9.7608811	9.8933348	10.7412898	10.6883583	9.5048799	9.4505617	8.9452071	8.6731588	8.9391871	8.605538	8.5368093	9.8048407	8.8643889	10.2261573	9.798329	9.291738	8.3694874	8.616662	9.186925	9.1359637	10.1575531	9.4514305	9.7945123	9.7106372	10.5764851	10.1868693	8.5078018	10.6835574	9.3230089	10.2413815	8.8749427	9.713008	8.3017082	10.1619106	10.1359703	10.2442503	9.2878097
WNT5B	5.8227685	5.0220336	6.5145892	4.8500482	4.9875275	5.4251047	6.0763982	4.843399	4.9981674	5.115722	3.9766802	4.0237	4.003294	5.0924542	4.6276306	2.7203935	5.4674225	5.4060457	3.4437404	2.8848864	6.6814366	7.3543114	7.0849174	6.8492893	4.1949175	5.5530873	6.3522414	7.3080651	4.9589787	7.0897741	7.3478009	8.1139535	7.0094431	7.7079973	8.332708	7.751671	7.3113987	8.189132	7.78039	8.2325326	5.6217999	7.1266431	6.8846158	7.9783493	7.2860355	7.0327893	6.3049171	7.178783	8.2462147	7.8258856	6.9579486	7.31627	7.3876561	8.3708134	7.167417	7.2376688	6.8840631
ZFP36	10.9927162	13.3705106	11.8973381	10.8727749	11.8300511	11.6577129	11.9321964	12.260983	12.4248493	12.89289	13.0564439	13.006806	12.768559	12.4740209	12.2789263	12.3098421	11.007404	11.8136827	11.9243084	13.0150289	11.4519822	10.1465757	13.0150289	13.0369409	12.7559419	10.9960435	10.9715623	10.3961965	10.5282615	10.4676648	10.5711355	10.8045151	10.8216822	10.4286212	11.694645	10.379069	9.8715814	10.222466	10.584355	10.3262881	9.3992037	11.2395721	10.9498167	10.2528842	10.3615303	9.4137646	10.6293491	9.9390593	10.5877056	10.912435	10.7626442	10.12077	13.0045291	10.2762739	10.8149775	10.3684091	11.4871986
PLIN2	10.1775334	9.2511864	9.4639544	9.8547267	9.2307017	10.0373552	10.3107934	9.825854	9.3342103	9.938881	9.6613864	11.149896	11.088821	9.6101976	10.2694141	9.6332453	9.5281539	10.2661882	8.7626248	9.5054109	10.9216693	8.0690341	8.6536898	8.7432733	10.702699	7.2449336	9.0766021	7.4470824	8.9942879	8.4793175	9.0528936	8.2518713	8.4226274	8.7813568	8.547544	8.444032	8.3002656	7.538692	8.17626	7.4419467	7.7020359	8.2617201	7.8269096	8.3096597	9.1883181	8.6105975	9.2293992	8.8614831	8.4576631	8.0072537	8.0403502	8.790998	8.3190136	8.6768601	8.8141157	9.0166286	8.0773802
MTHFD2	9.7247666	9.6529833	10.463076	10.2875973	10.507206	11.3062156	11.189851	10.528899	10.3755384	9.947593	10.0013894	10.840522	9.883436	10.2867148	10.3493703	9.6887277	9.4511524	9.858756	11.3163633	11.2341629	11.4761247	9.1781851	8.7455687	8.7469028	9.5371839	10.0886813	8.5128496	8.8171234	8.7608187	9.0925317	8.8578049	8.6898943	9.0221748	9.2753564	8.840063	8.683231	8.7838934	9.19684	8.891904	8.5361751	8.1536914	8.386963	9.1487058	8.5478323	9.4301701	8.9311511	9.4518056	9.1044414	9.0444292	8.3286456	8.8177591	9.49744	8.4720168	9.6263764	8.6276185	8.041567	9.1013525
TPPP3	8.386451	6.115997	8.5557079	8.4503213	7.5615366	6.9001043	8.1965123	7.853249	8.5335793	8.287816	8.0183765	7.270011	8.022149	5.75358	7.3941393	6.5025279	8.9837463	5.5046472	8.9137974	8.9061356	8.2540482	10.353093	10.0738504	9.7413447	9.5770346	10.6385792	9.9346149	10.272039	10.2616954	9.8850574	9.2082572	10.2659158	9.8395238	10.1808756	10.844526	10.247948	11.077155	10.550817	10.37276	11.0753704	11.1599567	9.9096487	9.1048078	10.1830475	9.3572027	10.6900281	9.410637	9.242393	9.3532693	9.823417	8.484799	9.662408	10.7605744	9.6903834	10.8183342	10.5439528	9.7954091
NAMPT	10.5744481	9.9772535	10.6635379	11.0713192	10.6212897	10.8792267	10.8465166	9.571953	11.6812524	11.477004	10.8892486	12.191691	11.442522	10.709053	9.8629268	11.5615706	9.3290991	9.5495048	12.0354827	11.8984413	9.4734477	8.6886003	10.0319724	10.1743383	11.3865509	8.8927419	9.0390031	8.7317333	9.9262038	9.4916661	9.3467801	8.8780862	9.1290593	8.3670305	8.909294	8.653984	8.9519986	9.814626	8.993624	8.6593657	7.9520399	9.0256099	9.1008022	9.7798621	8.7698673	8.6973435	10.3109182	8.3118083	9.5685851	9.0483063	8.5497019	10.4631	10.0418655	8.7730136	9.0100639	9.4003857	8.5001403
PTN	7.542135	7.8541626	7.9120992	7.11757	7.6285268	8.5679926	7.2499711	8.077765	7.4014294	7.196761	7.63053	7.424609	8.077504	6.9413131	7.8301847	6.8297423	7.2901628	8.17801	6.6924031	8.3507526	7.6152708	9.1481162	8.7659999	8.2901114	6.9502475	8.904704	8.6561617	8.989029	8.6436846	8.7538875	8.5994434	11.1223238	9.072532	8.1299694	8.905031	9.344824	8.6585111	9.193399	8.233834	8.6676302	8.5302839	8.947245	9.0105342	9.1925979	8.9546405	9.0398407	7.8762321	9.2939314	9.6191804	10.3433987	9.3055005	8.674206	8.525378	10.0513268	8.4062444	8.9857704	9.1483311
PIM1	8.8987723	9.6902688	8.9949156	8.7847132	9.2448957	9.3747583	9.6687347	8.799988	10.0184959	10.296186	9.9589191	10.146193	10.417185	9.0653435	8.5721877	9.608331	8.5469029	8.2272508	9.4188747	10.3513383	7.373127	8.1010884	9.4183947	9.5850849	9.6385021	9.045578	8.1656977	8.1334399	8.5983351	7.6691116	8.1449106	8.7533109	7.5749411	8.1850338	8.518988	7.562492	7.8214434	7.893416	8.064873	7.7534472	7.5121461	8.1259535	8.1543886	8.2095054	8.4278109	7.8846198	8.6006628	7.0897316	8.7135698	8.1015483	7.8768118	8.216716	8.4768567	8.3509192	7.7147014	8.0458674	7.7988351
MKNK2	10.8767291	11.0638477	11.0970829	11.0206239	11.2347884	10.5005234	12.2743165	10.891442	10.996135	10.649533	11.708247	9.935421	10.597971	11.4758331	10.9478025	10.4476938	11.2018558	12.18889	10.2666076	10.5525055	11.3768541	10.4754586	10.7574811	10.6920566	10.3823774	9.6360582	9.3693758	9.3855037	9.7669643	9.7354445	9.9142357	10.1211315	9.7571543	10.4919639	9.831011	9.946448	9.5633484	9.731689	9.583164	10.291448	10.0594309	9.9258556	9.7080689	9.737381	10.3092944	10.5757239	9.3641617	10.0216358	9.383657	9.4800953	10.1927543	10.3723	11.189249	10.6577141	10.1063844	10.5124811	9.4613382
CCNL1	9.3564081	11.1508279	10.3058109	9.4117259	10.4309012	10.7499902	10.6506782	11.106698	11.0813122	11.49307	11.4763022	11.025625	11.043991	10.5594456	10.8018328	10.3990587	9.5889261	9.676681	10.6692121	11.3940789	9.8472602	8.8045467	11.841144	11.9699918	11.0063235	9.2602051	9.7850099	9.4357618	9.7653527	10.0916249	9.9686953	10.2706078	9.0898292	8.7023777	10.51981	9.400794	8.8845482	9.102026	8.723407	9.1587439	9.4509682	9.3161846	9.3700561	8.6996321	9.659466	8.9847691	8.8392454	8.5378638	9.2073681	9.0191462	9.5167855	9.707387	9.4978667	9.1845141	9.4266	8.4841644	9.840604
BTG2	10.3689401	10.7468925	10.1767825	9.8101152	9.9103386	9.7550241	10.3553851	10.589614	10.4967669	10.44181	10.6037706	10.408376	10.325967	10.28746	10.5836972	9.0347825	9.0315497	10.0288783	10.0143051	10.4669255	9.2239759	8.3829598	10.9989479	10.5558128	11.0736395	9.1087499	9.0588825	8.5581652	8.848719	8.5950777	8.9160733	8.2503114	8.9138302	8.6398189	9.628535	9.338579	8.7764957	8.757883	8.973843	8.7246709	9.0885335	9.7111193	9.2109043	8.6455281	9.6312583	8.9933033	8.684003	8.8592103	9.143661	8.9964343	8.7652632	8.899074	10.9838936	8.7753021	8.6801059	8.8651512	9.8988973
SLC19A2	8.6409453	7.9614884	8.3336932	7.7740237	8.4596446	8.6806046	9.7258343	9.20918	9.4665931	8.533862	8.9410827	8.956226	9.409674	9.5895919	8.7985057	9.2000016	7.35867	9.2196179	10.0746384	9.9105167	9.7396634	6.6363067	6.9908443	6.8503914	8.1321182	7.0697855	5.9703788	6.1228805	7.9459506	7.2273222	7.0875617	6.4857232	6.6134414	6.7920593	6.445217	7.35174	6.9475853	7.016056	7.223941	6.5565482	6.2151698	7.4569086	7.2310162	6.9513902	7.377758	8.0492685	7.436897	6.6244388	6.7311773	7.2481544	6.2330375	8.066755	8.575419	7.9182655	7.3341539	8.2700382	6.8043974
