"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCL3.1",3.65335206457248e-12,-0.31697629360885,0.354,0.472,7.82438411669487e-08,"Low PTGS2 Fibroblasts","CCL3"
"ANGPTL1.1",5.00219581527585e-12,0.278019688142606,0.673,0.68,1.07132027775763e-07,"Low PTGS2 Fibroblasts","ANGPTL1"
"TMEM176B.1",3.91022568755429e-11,0.262767925182079,0.364,0.293,8.37453035503502e-07,"Low PTGS2 Fibroblasts","TMEM176B"
"TPM1.1",7.92625816133664e-11,0.296531945511396,0.475,0.442,1.69756671041347e-06,"Low PTGS2 Fibroblasts","TPM1"
"HSPA1B.1",1.01287922968301e-10,0.32601037115537,0.558,0.54,2.1692834462121e-06,"Low PTGS2 Fibroblasts","HSPA1B"
"CCL2.1",1.35322321240572e-10,-0.349943900969326,0.709,0.792,2.89819815400934e-06,"Low PTGS2 Fibroblasts","CCL2"
"CADM1.1",1.48613049958966e-10,0.299291886049438,0.332,0.278,3.18284569097118e-06,"Low PTGS2 Fibroblasts","CADM1"
"RHOB.1",2.76941371402259e-10,0.272427031338668,0.563,0.556,5.93125335132217e-06,"Low PTGS2 Fibroblasts","RHOB"
"OSR2.1",1.06650245017843e-08,0.264604334843929,0.627,0.646,0.000228412829754713,"Low PTGS2 Fibroblasts","OSR2"
"MFAP4.1",1.44386843828774e-07,0.267764970576467,0.716,0.733,0.00309233303428086,"Low PTGS2 Fibroblasts","MFAP4"
"FILIP1L.1",1.99223854243371e-07,0.250765324316695,0.416,0.393,0.00426677728633029,"Low PTGS2 Fibroblasts","FILIP1L"
"CD55.1",2.1873695296817e-07,-0.450651289421879,0.808,0.861,0.00468468932171931,"Low PTGS2 Fibroblasts","CD55"
"PTPRS.1",1.28170949088639e-06,0.262496726393947,0.448,0.432,0.0274503721663137,"Low PTGS2 Fibroblasts","PTPRS"
"HSPA1A.1",3.15195876267335e-06,0.28178740322207,0.678,0.698,0.067505500820175,"Low PTGS2 Fibroblasts","HSPA1A"
"ACKR3.1",3.62241354888451e-06,0.267876755095603,0.641,0.663,0.0775812309764595,"Low PTGS2 Fibroblasts","ACKR3"
"CRABP2.1",7.87173638817831e-06,0.275364280569991,0.442,0.423,0.168588978225615,"Low PTGS2 Fibroblasts","CRABP2"
"SMOC2.1",8.82666903276476e-06,0.272891836456468,0.439,0.436,0.189040770674723,"Low PTGS2 Fibroblasts","SMOC2"
"CTGF.1",4.73806368505032e-05,0.409422662808165,0.864,0.89,1,"Low PTGS2 Fibroblasts","CTGF"
