"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PLA2G2A",0,3.39221548245609,0.992,0.706,0,"Fibroblasts","PLA2G2A"
"LUM",0,3.19537652016433,1,0.754,0,"Fibroblasts","LUM"
"DCN",0,3.19494246266461,0.998,0.721,0,"Fibroblasts","DCN"
"COMP",0,3.10148354777348,0.88,0.5,0,"Fibroblasts","COMP"
"CLU",0,3.06469961996196,0.991,0.858,0,"Fibroblasts","CLU"
"PRELP",0,2.8759939791215,0.898,0.378,0,"Fibroblasts","PRELP"
"ASPN",0,2.80923504395798,0.884,0.399,0,"Fibroblasts","ASPN"
"PRG4",0,2.74189202292602,0.989,0.89,0,"Fibroblasts","PRG4"
"CRTAC1",0,2.66587697015763,0.959,0.676,0,"Fibroblasts","CRTAC1"
"FN1",0,2.6276188257099,0.998,0.908,0,"Fibroblasts","FN1"
"WISP2",0,2.59622692044685,0.715,0.239,0,"Fibroblasts","WISP2"
"DPT",0,2.58273667010791,0.909,0.316,0,"Fibroblasts","DPT"
"C1R",0,2.40042250446612,0.957,0.362,0,"Fibroblasts","C1R"
"IGFBP6",0,2.34307370863618,0.927,0.422,0,"Fibroblasts","IGFBP6"
"TNFAIP6",0,2.3357695905501,0.888,0.37,0,"Fibroblasts","TNFAIP6"
"HTRA1",0,2.27395061630547,0.909,0.576,0,"Fibroblasts","HTRA1"
"CCDC80",0,2.26418859007655,0.97,0.349,0,"Fibroblasts","CCDC80"
"MGP",0,2.25466547033159,1,0.783,0,"Fibroblasts","MGP"
"C1S",0,2.24417814348235,0.966,0.388,0,"Fibroblasts","C1S"
"COL3A1",0,2.16256332004756,0.853,0.464,0,"Fibroblasts","COL3A1"
"PCOLCE2",0,2.16162911362139,0.851,0.222,0,"Fibroblasts","PCOLCE2"
"BGN",0,2.15540311737702,0.946,0.482,0,"Fibroblasts","BGN"
"COL1A2",0,2.14256901742696,0.99,0.507,0,"Fibroblasts","COL1A2"
"EFEMP1",0,2.09552518996099,0.778,0.241,0,"Fibroblasts","EFEMP1"
"FMOD",0,2.04841876200516,0.763,0.217,0,"Fibroblasts","FMOD"
"PCOLCE",0,1.92441970049367,0.968,0.4,0,"Fibroblasts","PCOLCE"
"ANGPTL2",0,1.91659737771945,0.956,0.357,0,"Fibroblasts","ANGPTL2"
"NNMT",0,1.9091035324321,0.989,0.496,0,"Fibroblasts","NNMT"
"PLAC9",0,1.90165799695503,0.974,0.401,0,"Fibroblasts","PLAC9"
"CDO1",0,1.86925117951845,0.807,0.175,0,"Fibroblasts","CDO1"
"FSTL1",0,1.86059937072986,0.953,0.393,0,"Fibroblasts","FSTL1"
"MMP2",0,1.84805292402354,0.716,0.278,0,"Fibroblasts","MMP2"
"GPX3",0,1.82419547418982,0.92,0.429,0,"Fibroblasts","GPX3"
"ISLR",0,1.77838018295932,0.883,0.209,0,"Fibroblasts","ISLR"
"HAS1",0,1.77132040321453,0.778,0.213,0,"Fibroblasts","HAS1"
"COL1A1",0,1.76123183960173,0.805,0.365,0,"Fibroblasts","COL1A1"
"OGN",0,1.74542137196267,0.696,0.145,0,"Fibroblasts","OGN"
"COL6A2",0,1.72927565721504,0.987,0.487,0,"Fibroblasts","COL6A2"
"TPPP3",0,1.71961325870955,0.931,0.59,0,"Fibroblasts","TPPP3"
"CTGF",0,1.6910012215267,0.871,0.375,0,"Fibroblasts","CTGF"
"VCAN",0,1.67965841443801,0.808,0.321,0,"Fibroblasts","VCAN"
"AK1",0,1.67447201076104,0.896,0.362,0,"Fibroblasts","AK1"
"ABI3BP",0,1.63442026846304,0.857,0.208,0,"Fibroblasts","ABI3BP"
"MEG3",0,1.6149216105868,0.788,0.143,0,"Fibroblasts","MEG3"
"C2orf40",0,1.60566184985593,0.758,0.276,0,"Fibroblasts","C2orf40"
"VKORC1",0,1.59919781512845,0.934,0.487,0,"Fibroblasts","VKORC1"
"TNXB",0,1.57113613426092,0.876,0.302,0,"Fibroblasts","TNXB"
"MXRA8",0,1.53023097751856,0.759,0.168,0,"Fibroblasts","MXRA8"
"CRYAB",0,1.50902621079995,0.844,0.236,0,"Fibroblasts","CRYAB"
"SERPING1",0,1.49910802634962,0.952,0.507,0,"Fibroblasts","SERPING1"
"ERRFI1",0,1.49757942025333,0.856,0.408,0,"Fibroblasts","ERRFI1"
"MT1E",0,1.47822195660624,0.864,0.337,0,"Fibroblasts","MT1E"
"MFAP4",0,1.46798843068593,0.721,0.157,0,"Fibroblasts","MFAP4"
"UGDH",0,1.4618556333555,0.87,0.31,0,"Fibroblasts","UGDH"
"TNC",0,1.4548061687531,0.738,0.308,0,"Fibroblasts","TNC"
"MT2A",0,1.44803788139082,0.993,0.862,0,"Fibroblasts","MT2A"
"COL14A1",0,1.42903075501798,0.647,0.193,0,"Fibroblasts","COL14A1"
"COL6A3",0,1.4231474058055,0.873,0.331,0,"Fibroblasts","COL6A3"
"SDC2",0,1.41875416447254,0.914,0.358,0,"Fibroblasts","SDC2"
"TIMP1",0,1.41563910480935,0.999,0.876,0,"Fibroblasts","TIMP1"
"SELM",0,1.41043142847301,0.981,0.571,0,"Fibroblasts","SELM"
"FHL1",0,1.40519610134206,0.883,0.42,0,"Fibroblasts","FHL1"
"S100A13",0,1.39167417012357,0.913,0.441,0,"Fibroblasts","S100A13"
"CRLF1",0,1.38116227571376,0.595,0.127,0,"Fibroblasts","CRLF1"
"ANGPTL4",0,1.37605954289227,0.777,0.29,0,"Fibroblasts","ANGPTL4"
"COL6A1",0,1.37264308186873,0.948,0.418,0,"Fibroblasts","COL6A1"
"PDGFRL",0,1.36715594190739,0.657,0.132,0,"Fibroblasts","PDGFRL"
"PRSS23",0,1.36350028628388,0.875,0.438,0,"Fibroblasts","PRSS23"
"GFPT2",0,1.34312207038481,0.717,0.196,0,"Fibroblasts","GFPT2"
"UAP1",0,1.30506788249146,0.879,0.436,0,"Fibroblasts","UAP1"
"SMIM14",0,1.28415497907831,0.834,0.32,0,"Fibroblasts","SMIM14"
"REXO2",0,1.25766953497113,0.92,0.456,0,"Fibroblasts","REXO2"
"GPRC5A",0,1.25704447515411,0.78,0.238,0,"Fibroblasts","GPRC5A"
"LIMA1",0,1.25384099436734,0.842,0.335,0,"Fibroblasts","LIMA1"
"THBS4",0,1.24389271809694,0.634,0.149,0,"Fibroblasts","THBS4"
"VASN",0,1.23949159191144,0.794,0.241,0,"Fibroblasts","VASN"
"LDHA",0,1.22812221783457,0.996,0.88,0,"Fibroblasts","LDHA"
"MT1M",0,1.22031274599041,0.728,0.245,0,"Fibroblasts","MT1M"
"CFH",0,1.21987504990773,0.772,0.289,0,"Fibroblasts","CFH"
"ACKR3",0,1.21938886615438,0.647,0.156,0,"Fibroblasts","ACKR3"
"LAPTM4A",0,1.21764944837462,0.994,0.841,0,"Fibroblasts","LAPTM4A"
"PROCR",0,1.21748116313869,0.662,0.198,0,"Fibroblasts","PROCR"
"MGST1",0,1.21500151916204,0.66,0.107,0,"Fibroblasts","MGST1"
"RCN3",0,1.21012399159741,0.809,0.216,0,"Fibroblasts","RCN3"
"NBL1",0,1.20938778426803,0.75,0.251,0,"Fibroblasts","NBL1"
"CYR61",0,1.16325368451168,0.768,0.29,0,"Fibroblasts","CYR61"
"OSR2",0,1.14997185442625,0.633,0.128,0,"Fibroblasts","OSR2"
"AKR1C2",0,1.13928327216483,0.681,0.188,0,"Fibroblasts","AKR1C2"
"ANGPTL1",0,1.13676559812233,0.675,0.143,0,"Fibroblasts","ANGPTL1"
"HSD3B7",0,1.11358791375477,0.672,0.206,0,"Fibroblasts","HSD3B7"
"SLC39A14",0,1.10486991768278,0.682,0.222,0,"Fibroblasts","SLC39A14"
"PFKP",0,1.102912331473,0.758,0.334,0,"Fibroblasts","PFKP"
"P4HB",0,1.09025690087254,0.937,0.584,0,"Fibroblasts","P4HB"
"FKBP10",0,1.08697080689726,0.784,0.236,0,"Fibroblasts","FKBP10"
"PPIC",0,1.07309580124948,0.869,0.414,0,"Fibroblasts","PPIC"
"FAM114A1",0,1.06340284929543,0.751,0.217,0,"Fibroblasts","FAM114A1"
"CERCAM",0,1.0555012142973,0.653,0.135,0,"Fibroblasts","CERCAM"
"LRP1",0,1.04507812217475,0.914,0.449,0,"Fibroblasts","LRP1"
"FAM134B",0,1.03686556780599,0.667,0.115,0,"Fibroblasts","FAM134B"
"CTSK",0,1.02719786419374,0.823,0.308,0,"Fibroblasts","CTSK"
"NUCB2",0,1.01407276166443,0.807,0.32,0,"Fibroblasts","NUCB2"
"PDLIM4",0,1.01001286019251,0.762,0.256,0,"Fibroblasts","PDLIM4"
"CD151",0,0.997788174978744,0.927,0.629,0,"Fibroblasts","CD151"
"PDGFRA",0,0.995681561632678,0.648,0.125,0,"Fibroblasts","PDGFRA"
"NGFRAP1",0,0.992320253307134,0.775,0.258,0,"Fibroblasts","NGFRAP1"
"AKR1C1",0,0.977190059807433,0.727,0.235,0,"Fibroblasts","AKR1C1"
"PDPN",0,0.973824194203633,0.63,0.105,0,"Fibroblasts","PDPN"
"MAP1A",0,0.970275075127194,0.692,0.188,0,"Fibroblasts","MAP1A"
"PRDX4",0,0.967341684805264,0.848,0.389,0,"Fibroblasts","PRDX4"
"C19orf10",0,0.952450503697656,0.899,0.533,0,"Fibroblasts","C19orf10"
"PRRX1",0,0.950083323816185,0.804,0.235,0,"Fibroblasts","PRRX1"
"MRC2",0,0.943884173211163,0.641,0.117,0,"Fibroblasts","MRC2"
"WBP5",0,0.941097499315527,0.864,0.417,0,"Fibroblasts","WBP5"
"SEMA3C",0,0.935531764927117,0.603,0.12,0,"Fibroblasts","SEMA3C"
"CPQ",0,0.929847569084055,0.777,0.334,0,"Fibroblasts","CPQ"
"CCPG1",0,0.924705631237279,0.808,0.393,0,"Fibroblasts","CCPG1"
"RABAC1",0,0.923997297824092,0.949,0.717,0,"Fibroblasts","RABAC1"
"PMP22",0,0.914664767099719,0.954,0.642,0,"Fibroblasts","PMP22"
"SSPN",0,0.913330656342323,0.645,0.16,0,"Fibroblasts","SSPN"
"ARL6IP5",0,0.91212456017372,0.959,0.714,0,"Fibroblasts","ARL6IP5"
"PAM",0,0.908373572704297,0.765,0.263,0,"Fibroblasts","PAM"
"KDELR2",0,0.898324276780921,0.887,0.497,0,"Fibroblasts","KDELR2"
"TIMP2",0,0.875231018542731,0.939,0.611,0,"Fibroblasts","TIMP2"
"PPIB",0,0.870015146886936,0.978,0.791,0,"Fibroblasts","PPIB"
"CYB5R3",0,0.862314456274477,0.937,0.587,0,"Fibroblasts","CYB5R3"
"NFIC",0,0.862032373175591,0.87,0.444,0,"Fibroblasts","NFIC"
"TMEM45A",0,0.854267131351045,0.612,0.109,0,"Fibroblasts","TMEM45A"
"SOD1",0,0.853819385695752,0.983,0.849,0,"Fibroblasts","SOD1"
"PRKCDBP",0,0.846027946515512,0.884,0.457,0,"Fibroblasts","PRKCDBP"
"P4HA2",0,0.841869034966903,0.622,0.15,0,"Fibroblasts","P4HA2"
"FXYD1",0,0.841704771305638,0.738,0.235,0,"Fibroblasts","FXYD1"
"PKM",0,0.826717085988804,0.987,0.896,0,"Fibroblasts","PKM"
"EFEMP2",0,0.819828920963489,0.669,0.166,0,"Fibroblasts","EFEMP2"
"TMEM59",0,0.818891796169113,0.983,0.781,0,"Fibroblasts","TMEM59"
"CD63",0,0.77396801149182,1,0.973,0,"Fibroblasts","CD63"
"C12orf57",0,0.772742929979287,0.93,0.562,0,"Fibroblasts","C12orf57"
"CARD16",0,-0.56806923166457,0.019,0.264,0,"Fibroblasts","CARD16"
"GNA15",0,-0.586141849482777,0.009,0.252,0,"Fibroblasts","GNA15"
"MCTP1",0,-0.609389598613654,0.011,0.259,0,"Fibroblasts","MCTP1"
"LCP2",0,-0.615305042026653,0.013,0.257,0,"Fibroblasts","LCP2"
"TBXAS1",0,-0.631733193608103,0.012,0.27,0,"Fibroblasts","TBXAS1"
"ENTPD1",0,-0.637106851507596,0.025,0.312,0,"Fibroblasts","ENTPD1"
"IL10RA",0,-0.660548994494564,0.011,0.266,0,"Fibroblasts","IL10RA"
"PRDM1",0,-0.698679256609964,0.019,0.26,0,"Fibroblasts","PRDM1"
"RPS29",0,-0.703909094756111,0.998,0.999,0,"Fibroblasts","RPS29"
"SH2B3",0,-0.72703079560256,0.077,0.389,0,"Fibroblasts","SH2B3"
"FYB",0,-0.731267688427648,0.018,0.289,0,"Fibroblasts","FYB"
"ITGAM",0,-0.73554945046735,0.015,0.278,0,"Fibroblasts","ITGAM"
"GPSM3",0,-0.737340786650629,0.015,0.331,0,"Fibroblasts","GPSM3"
"C3AR1",0,-0.739719050060026,0.01,0.271,0,"Fibroblasts","C3AR1"
"RBM47",0,-0.790386386673108,0.019,0.3,0,"Fibroblasts","RBM47"
"MNDA",0,-0.803055900231724,0.005,0.272,0,"Fibroblasts","MNDA"
"HCLS1",0,-0.82234607370392,0.027,0.377,0,"Fibroblasts","HCLS1"
"DOK2",0,-0.835017655271556,0.01,0.311,0,"Fibroblasts","DOK2"
"LILRB5",0,-0.856536007140998,0.008,0.276,0,"Fibroblasts","LILRB5"
"COTL1",0,-0.860202609794727,0.104,0.428,0,"Fibroblasts","COTL1"
"CLEC7A",0,-0.877817004998361,0.012,0.323,0,"Fibroblasts","CLEC7A"
"LTC4S",0,-0.883297035138622,0.018,0.291,0,"Fibroblasts","LTC4S"
"ARRB2",0,-0.88795813314994,0.063,0.386,0,"Fibroblasts","ARRB2"
"EVI2B",0,-0.901289687541635,0.015,0.35,0,"Fibroblasts","EVI2B"
"BST2",0,-0.908989559716481,0.192,0.615,0,"Fibroblasts","BST2"
"CTSC",0,-0.912729506524199,0.066,0.419,0,"Fibroblasts","CTSC"
"RNASE6",0,-0.913008903295436,0.008,0.317,0,"Fibroblasts","RNASE6"
"LCP1",0,-0.939623420046855,0.014,0.374,0,"Fibroblasts","LCP1"
"CSF1R",0,-0.94403906446739,0.012,0.323,0,"Fibroblasts","CSF1R"
"C1orf162",0,-0.949607346790259,0.014,0.33,0,"Fibroblasts","C1orf162"
"FPR3",0,-0.961330314006527,0.011,0.328,0,"Fibroblasts","FPR3"
"PABPC1",0,-0.978258067039901,0.93,0.971,0,"Fibroblasts","PABPC1"
"MS4A4A",0,-0.978820036863628,0.015,0.304,0,"Fibroblasts","MS4A4A"
"IRF8",0,-0.9862743461836,0.029,0.333,0,"Fibroblasts","IRF8"
"CYTIP",0,-1.00346378718326,0.009,0.289,0,"Fibroblasts","CYTIP"
"CPM",0,-1.0076498572098,0.031,0.397,0,"Fibroblasts","CPM"
"ARHGAP18",0,-1.01094708492002,0.098,0.438,0,"Fibroblasts","ARHGAP18"
"GIMAP7",0,-1.04035366275108,0.007,0.265,0,"Fibroblasts","GIMAP7"
"CORO1A",0,-1.04259180489872,0.018,0.379,0,"Fibroblasts","CORO1A"
"C5AR1",0,-1.04563015194593,0.035,0.348,0,"Fibroblasts","C5AR1"
"B2M",0,-1.08105728059659,1,1,0,"Fibroblasts","B2M"
"TMSB10",0,-1.08694631953594,0.981,0.997,0,"Fibroblasts","TMSB10"
"CLEC2B",0,-1.11304607333917,0.083,0.468,0,"Fibroblasts","CLEC2B"
"SPI1",0,-1.11830815967278,0.009,0.344,0,"Fibroblasts","SPI1"
"HPGDS",0,-1.121361053526,0.014,0.286,0,"Fibroblasts","HPGDS"
"FCGR3A",0,-1.12454098050558,0.021,0.275,0,"Fibroblasts","FCGR3A"
"MEF2C",0,-1.14143499314928,0.135,0.537,0,"Fibroblasts","MEF2C"
"CD53",0,-1.17457874406352,0.015,0.441,0,"Fibroblasts","CD53"
"EMB",0,-1.17704874593502,0.014,0.369,0,"Fibroblasts","EMB"
"CD37",0,-1.20910730674117,0.013,0.452,0,"Fibroblasts","CD37"
"ITGB2",0,-1.24631622633808,0.016,0.447,0,"Fibroblasts","ITGB2"
"MS4A7",0,-1.24910473203325,0.014,0.378,0,"Fibroblasts","MS4A7"
"ETS2",0,-1.25694672502806,0.247,0.599,0,"Fibroblasts","ETS2"
"MSR1",0,-1.26065200248878,0.015,0.386,0,"Fibroblasts","MSR1"
"CD163",0,-1.28404835987175,0.022,0.382,0,"Fibroblasts","CD163"
"HLA-B",0,-1.3204907417834,0.982,0.989,0,"Fibroblasts","HLA-B"
"STAB1",0,-1.32467793811094,0.042,0.381,0,"Fibroblasts","STAB1"
"PTPRC",0,-1.34261040188377,0.014,0.456,0,"Fibroblasts","PTPRC"
"HCST",0,-1.37595402821535,0.02,0.426,0,"Fibroblasts","HCST"
"LST1",0,-1.40506377797154,0.018,0.462,0,"Fibroblasts","LST1"
"NCF1",0,-1.41684540551987,0.02,0.365,0,"Fibroblasts","NCF1"
"FCGR2B",0,-1.4325829566794,0.015,0.413,0,"Fibroblasts","FCGR2B"
"F13A1",0,-1.43319732621508,0.025,0.325,0,"Fibroblasts","F13A1"
"CPVL",0,-1.43670036182276,0.033,0.441,0,"Fibroblasts","CPVL"
"HLA-DMB",0,-1.46309198781358,0.019,0.454,0,"Fibroblasts","HLA-DMB"
"FABP5",0,-1.46752789914362,0.132,0.537,0,"Fibroblasts","FABP5"
"GMFG",0,-1.53806771601831,0.026,0.64,0,"Fibroblasts","GMFG"
"FCGR2A",0,-1.56413904156804,0.034,0.488,0,"Fibroblasts","FCGR2A"
"PLEK",0,-1.57443705068313,0.028,0.424,0,"Fibroblasts","PLEK"
"HLA-DQA2",0,-1.57822956468726,0.014,0.335,0,"Fibroblasts","HLA-DQA2"
"CYBB",0,-1.60305159065062,0.019,0.425,0,"Fibroblasts","CYBB"
"LYVE1",0,-1.68067692254548,0.047,0.321,0,"Fibroblasts","LYVE1"
"A2M",0,-1.7162387935182,0.141,0.547,0,"Fibroblasts","A2M"
"ALOX5AP",0,-1.80302517386738,0.034,0.528,0,"Fibroblasts","ALOX5AP"
"TNFAIP3",0,-1.82132643211268,0.209,0.619,0,"Fibroblasts","TNFAIP3"
"VSIG4",0,-1.84284931439486,0.03,0.479,0,"Fibroblasts","VSIG4"
"VAMP8",0,-1.86790102779518,0.077,0.591,0,"Fibroblasts","VAMP8"
"ARHGDIB",0,-1.98198677867878,0.057,0.771,0,"Fibroblasts","ARHGDIB"
"CTSS",0,-2.03753894155713,0.232,0.64,0,"Fibroblasts","CTSS"
"CXCR4",0,-2.18717941779023,0.042,0.396,0,"Fibroblasts","CXCR4"
"HLA-DMA",0,-2.21718337249017,0.099,0.603,0,"Fibroblasts","HLA-DMA"
"MS4A6A",0,-2.24190375798619,0.034,0.539,0,"Fibroblasts","MS4A6A"
"CD83",0,-2.2791316057564,0.169,0.618,0,"Fibroblasts","CD83"
"FOLR2",0,-2.33633591753098,0.044,0.445,0,"Fibroblasts","FOLR2"
"HLA-DQA1",0,-2.58377419927982,0.033,0.46,0,"Fibroblasts","HLA-DQA1"
"GPR183",0,-2.58754628881052,0.117,0.515,0,"Fibroblasts","GPR183"
"MARCO",0,-2.65767682837696,0.075,0.441,0,"Fibroblasts","MARCO"
"LAPTM5",0,-2.71587570321639,0.081,0.715,0,"Fibroblasts","LAPTM5"
"RGS1",0,-2.71929127026432,0.068,0.551,0,"Fibroblasts","RGS1"
"HLA-DQB1",0,-2.80415218428551,0.05,0.562,0,"Fibroblasts","HLA-DQB1"
"LYZ",0,-2.80571810271555,0.05,0.55,0,"Fibroblasts","LYZ"
"AIF1",0,-2.84980360201387,0.059,0.577,0,"Fibroblasts","AIF1"
"FCER1G",0,-2.98479888280094,0.086,0.642,0,"Fibroblasts","FCER1G"
"SRGN",0,-3.15940388650461,0.334,0.84,0,"Fibroblasts","SRGN"
"C1QC",0,-3.19416990146218,0.069,0.492,0,"Fibroblasts","C1QC"
"C1QB",0,-3.22132206424344,0.115,0.504,0,"Fibroblasts","C1QB"
"HLA-DRB5",0,-3.36244685179008,0.072,0.666,0,"Fibroblasts","HLA-DRB5"
"TYROBP",0,-3.47130883036907,0.098,0.654,0,"Fibroblasts","TYROBP"
"C1QA",0,-3.59787130635562,0.132,0.541,0,"Fibroblasts","C1QA"
"HLA-DPB1",0,-3.62111244272259,0.319,0.706,0,"Fibroblasts","HLA-DPB1"
"RNASE1",0,-3.74028237332171,0.159,0.652,0,"Fibroblasts","RNASE1"
"HLA-DPA1",0,-3.79866087938213,0.2,0.71,0,"Fibroblasts","HLA-DPA1"
"HLA-DRB1",0,-4.05040054891171,0.198,0.741,0,"Fibroblasts","HLA-DRB1"
"CD74",0,-4.57415902192621,0.428,0.84,0,"Fibroblasts","CD74"
"HLA-DRA",0,-4.84772301920685,0.313,0.767,0,"Fibroblasts","HLA-DRA"
"TNFRSF1B",7.16817291618576e-308,-0.768785371780971,0.046,0.312,1.5352075934595e-303,"Fibroblasts","TNFRSF1B"
"NUPR1",8.99184240341937e-307,0.891479107801464,0.948,0.555,1.92578288754033e-302,"Fibroblasts","NUPR1"
"SKAP2",5.5052609669354e-306,-0.587976207209899,0.045,0.313,1.17906174128856e-301,"Fibroblasts","SKAP2"
"EID1",5.49622558152153e-304,0.739710468870457,0.974,0.725,1.17712663279447e-299,"Fibroblasts","EID1"
"GABARAPL2",1.06572956352041e-302,0.759351724957071,0.951,0.701,2.28247300619166e-298,"Fibroblasts","GABARAPL2"
"GEM",1.13478526813185e-301,1.2489165057076,0.859,0.449,2.43036960875798e-297,"Fibroblasts","GEM"
"C1QTNF3",1.29921242058484e-301,1.18368525409932,0.544,0.093,2.78252324116656e-297,"Fibroblasts","C1QTNF3"
"RERG",1.81765349784745e-300,0.859192750590815,0.638,0.167,3.89286849633989e-296,"Fibroblasts","RERG"
"MT1X",4.7606177334322e-300,1.59515240851602,0.87,0.542,1.01958149996918e-295,"Fibroblasts","MT1X"
"ACP5",7.86474385954886e-300,-1.04117290038752,0.059,0.331,1.68439219239958e-295,"Fibroblasts","ACP5"
"THBS3",5.06642202073088e-298,0.869030236786796,0.625,0.172,1.08507560417993e-293,"Fibroblasts","THBS3"
"CALU",5.38757376085376e-298,0.859630941383463,0.859,0.475,1.15385667236205e-293,"Fibroblasts","CALU"
"NT5E",4.88680519069503e-297,0.776206925908479,0.585,0.136,1.04660706769115e-292,"Fibroblasts","NT5E"
"GOLM1",6.3686115448174e-294,0.781249260178785,0.578,0.132,1.36396553455354e-289,"Fibroblasts","GOLM1"
"NDUFA4L2",1.15995320715836e-293,1.97464369739083,0.755,0.373,2.48427178377107e-289,"Fibroblasts","NDUFA4L2"
"GPX8",2.4589080172364e-293,0.724392866438298,0.561,0.114,5.2662433005152e-289,"Fibroblasts","GPX8"
"MT-CO1",3.89037536688759e-292,-0.737066048918504,0.995,0.997,8.33201692326315e-288,"Fibroblasts","MT-CO1"
"PPAP2B",1.63696732778426e-290,1.06944617752525,0.748,0.294,3.50589292591555e-286,"Fibroblasts","PPAP2B"
"ITM2B",1.770966004333e-288,0.769260840882643,1,0.987,3.79287789147999e-284,"Fibroblasts","ITM2B"
"COL5A2",2.64885523338903e-288,1.0514782526995,0.638,0.181,5.6730532533493e-284,"Fibroblasts","COL5A2"
"COX7A1",2.94020188900098e-288,0.823579010058243,0.822,0.37,6.2970303856734e-284,"Fibroblasts","COX7A1"
"RRBP1",6.12234443295942e-287,0.797212976382599,0.894,0.538,1.31122250720692e-282,"Fibroblasts","RRBP1"
"AEBP1",9.58895562418052e-287,1.16789368195289,0.674,0.236,2.05366662603074e-282,"Fibroblasts","AEBP1"
"TNF",1.4302414229896e-284,-1.85852246808672,0.101,0.39,3.06314805561683e-280,"Fibroblasts","TNF"
"KDELR3",4.28258649002948e-284,0.800282557009358,0.56,0.122,9.17201548569613e-280,"Fibroblasts","KDELR3"
"MFGE8",2.94134613345318e-283,0.937105152512524,0.795,0.319,6.29948101401667e-279,"Fibroblasts","MFGE8"
"YBX1",6.69481168319582e-283,-1.33385018460512,0.816,0.89,1.43382781819005e-278,"Fibroblasts","YBX1"
"SCARA5",9.73184908262009e-283,1.03492831011624,0.524,0.092,2.08427011802474e-278,"Fibroblasts","SCARA5"
"FBN1",1.2489596652407e-280,0.992464466344982,0.612,0.173,2.67489691504601e-276,"Fibroblasts","FBN1"
"CYBRD1",2.62951364018741e-280,0.795584903633355,0.779,0.343,5.63162936318938e-276,"Fibroblasts","CYBRD1"
"CYP1B1",7.74204253662192e-279,1.12138501727072,0.88,0.49,1.65811325006832e-274,"Fibroblasts","CYP1B1"
"GLT8D2",4.48518956918781e-277,0.721803931079134,0.563,0.122,9.60593050032953e-273,"Fibroblasts","GLT8D2"
"LY6E",3.3614627488496e-275,0.837954314836974,0.836,0.425,7.19924476921118e-271,"Fibroblasts","LY6E"
"OST4",8.56824053625296e-275,0.634894738662773,0.977,0.846,1.8350600756493e-270,"Fibroblasts","OST4"
"RPL38",6.01457236517206e-274,-0.543143985781251,0.995,0.997,1.2881409634489e-269,"Fibroblasts","RPL38"
"CAPS",1.0647850219718e-273,0.973864617715794,0.501,0.08,2.28045008155701e-269,"Fibroblasts","CAPS"
"AP1S2",1.41406207256235e-272,-1.01332856689089,0.341,0.644,3.02849674080679e-268,"Fibroblasts","AP1S2"
"LPXN",2.35174014109305e-272,-0.698092196086576,0.045,0.288,5.03672186017897e-268,"Fibroblasts","LPXN"
"EMP2",2.95803853723731e-272,0.750346291539391,0.844,0.394,6.33523113520116e-268,"Fibroblasts","EMP2"
"RPL36A",3.42588684687568e-272,-0.957720447156342,0.956,0.965,7.33722185995364e-268,"Fibroblasts","RPL36A"
"RP11-572C15.6",3.57704216922355e-272,0.836627229358347,0.52,0.092,7.66095121382607e-268,"Fibroblasts","RP11-572C15.6"
"PPAP2A",7.01890552387577e-270,1.07422562515778,0.731,0.304,1.50323899604847e-265,"Fibroblasts","PPAP2A"
"LGALS9",1.51928760479115e-269,-0.504874105572366,0.03,0.254,3.25385826318121e-265,"Fibroblasts","LGALS9"
"DUSP6",7.09244315656547e-269,-0.937627481319847,0.117,0.412,1.51898855084163e-264,"Fibroblasts","DUSP6"
"ECM2",5.49174878882115e-268,0.894485878739875,0.603,0.163,1.17616783810183e-263,"Fibroblasts","ECM2"
"CD9",9.11032674410035e-265,1.02834718238468,0.987,0.872,1.95115867878397e-260,"Fibroblasts","CD9"
"DKK3",1.96325925463376e-263,1.22462870928215,0.665,0.247,4.20471234564912e-259,"Fibroblasts","DKK3"
"CTSZ",7.39552649936957e-262,-2.04058219714205,0.407,0.657,1.58389991036998e-257,"Fibroblasts","CTSZ"
"LTBP1",2.27467267152391e-258,0.807858981283093,0.552,0.131,4.87166646060277e-254,"Fibroblasts","LTBP1"
"GPX1",4.036393428912e-258,-1.20599314688738,0.841,0.882,8.64474380670083e-254,"Fibroblasts","GPX1"
"TMEM100",5.04882613524118e-258,0.944229881283963,0.528,0.115,1.0813070933846e-253,"Fibroblasts","TMEM100"
"CDC42EP3",2.51982111412678e-257,-0.980509017862258,0.121,0.406,5.39670088012532e-253,"Fibroblasts","CDC42EP3"
"GALNT15",3.71491149474136e-257,0.794036288086652,0.473,0.068,7.95622594828757e-253,"Fibroblasts","GALNT15"
"FAP",8.84367266351548e-256,0.80960859884561,0.501,0.096,1.89404937434511e-251,"Fibroblasts","FAP"
"ENO1",9.59156760879131e-256,0.767378040872941,0.986,0.895,2.05422603477483e-251,"Fibroblasts","ENO1"
"STK17B",1.83682102587074e-254,-0.83934196455594,0.118,0.406,3.93391959110736e-250,"Fibroblasts","STK17B"
"TMED3",7.14474288366971e-253,0.717902129082813,0.656,0.244,1.53018958339554e-248,"Fibroblasts","TMED3"
"MXRA5",2.70243772985445e-252,0.958772637457975,0.518,0.115,5.78781088602927e-248,"Fibroblasts","MXRA5"
"STX11",4.04784507534173e-252,-0.90646755793054,0.101,0.376,8.66926979785939e-248,"Fibroblasts","STX11"
