"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TPPP3.3",3.39236566054719e-78,-1.89126254287058,0.591,0.865,7.26542953519393e-74,"EC","TPPP3"
"RPL5.1",4.78526215924782e-78,0.602847267578152,0.997,0.996,1.02485959664611e-73,"EC","RPL5"
"RPL31",8.29726345557653e-78,0.584327816906344,1,0.998,1.77702491428083e-73,"EC","RPL31"
"ASAP1.3",1.09760746705762e-77,0.787026885187531,0.602,0.231,2.35074591219731e-73,"EC","ASAP1"
"RPS29.3",1.35869973439393e-77,0.5597541266249,1,0.998,2.90992722115148e-73,"EC","RPS29"
"DAAM1.2",1.79578467801125e-77,0.986798474108819,0.657,0.271,3.84603204489669e-73,"EC","DAAM1"
"NNMT.3",3.45305186069809e-77,-1.54209464107378,0.682,0.887,7.3954011700571e-73,"EC","NNMT"
"MXRA8.3",4.91791641728639e-77,-1.52059723909487,0.139,0.645,1.05327015909023e-72,"EC","MXRA8"
"MFAP4.3",1.25561651932569e-76,-1.64367971412191,0.095,0.613,2.68915389943982e-72,"EC","MFAP4"
"RPL15.1",2.06511271928555e-76,0.544330686275613,1,0.999,4.42285191089386e-72,"EC","RPL15"
"SMIM14.3",1.35949602495395e-75,-1.30385001967174,0.312,0.734,2.91163263664388e-71,"EC","SMIM14"
"RPL35A.1",2.59815433082665e-75,0.492051350211141,1,0.998,5.56446713033143e-71,"EC","RPL35A"
"CD68.3",2.64095419000629e-75,-1.31874085383033,0.123,0.633,5.65613158873647e-71,"EC","CD68"
"FXYD1.3",2.93934644596148e-75,-1.08934312189907,0.136,0.644,6.2951982833157e-71,"EC","FXYD1"
"VPS37B.1",9.57827479158838e-75,0.535242109298622,0.471,0.132,2.05137911211448e-70,"EC","VPS37B"
"AKAP13.3",1.55089328878575e-74,1.06432358799302,0.858,0.618,3.32154815659244e-70,"EC","AKAP13"
"GFPT2.3",2.69111432436437e-74,-1.5021432019763,0.131,0.618,5.76355954849117e-70,"EC","GFPT2"
"AK1.3",3.0275769444162e-74,-1.62118816170008,0.515,0.787,6.48416154185617e-70,"EC","AK1"
"SPHK1.2",3.35993224924751e-74,0.85882511809012,0.671,0.301,7.19596689821339e-70,"EC","SPHK1"
"RPS24.2",9.29139524553145e-74,0.557132660881016,1,0.999,1.98993811973547e-69,"EC","RPS24"
"MGST1.3",2.40722828184356e-73,-1.25100658664458,0.033,0.555,5.15556081122435e-69,"EC","MGST1"
"COL1A1.3",4.14035384469968e-73,-2.59657304374091,0.315,0.722,8.86739582919331e-69,"EC","COL1A1"
"CNST",6.38442966023884e-73,0.598478199692667,0.446,0.129,1.36735330033335e-68,"EC","CNST"
"PLD3.3",9.4125353458238e-73,-1.03550678740104,0.437,0.814,2.01588269501508e-68,"EC","PLD3"
"PTPRE.3",1.28566930604102e-72,0.903567698287457,0.546,0.192,2.75351795274805e-68,"EC","PTPRE"
"CRIM1",1.49366460272054e-72,0.734021040921324,0.535,0.183,3.19898147964658e-68,"EC","CRIM1"
"UAP1.3",2.92883928751395e-72,-1.35291402841367,0.446,0.792,6.27269510206863e-68,"EC","UAP1"
"RPS13.1",4.46182103533727e-72,0.528341027053059,1,0.998,9.55588211138182e-68,"EC","RPS13"
"ECM1.2",4.86694021958576e-72,-1.17425036934578,0.111,0.607,1.04235258682868e-67,"EC","ECM1"
"GRAMD1A",1.36264945717763e-71,0.419890632269459,0.306,0.062,2.91838634243733e-67,"EC","GRAMD1A"
"AXL.3",1.45905368425161e-71,-1.1996604105392,0.095,0.597,3.12485527556167e-67,"EC","AXL"
"SYNGR2.3",1.70084511850604e-71,0.677874704561287,0.529,0.175,3.64269999030439e-67,"EC","SYNGR2"
"TAOK2",2.18127928120744e-71,0.343637831653113,0.329,0.07,4.67164583656197e-67,"EC","TAOK2"
"MBNL1.2",4.92136429518533e-71,0.973779654105299,0.808,0.521,1.05400859109984e-66,"EC","MBNL1"
"MAP1A.3",9.38781628000513e-71,-1.10351676178955,0.103,0.597,2.0105886126887e-66,"EC","MAP1A"
"ANGPTL1.3",1.84476774217989e-70,-1.24506364263688,0.07,0.574,3.95093907342667e-66,"EC","ANGPTL1"
"GPX4.3",2.68658984715088e-70,-0.97863238335337,0.808,0.953,5.75386947564303e-66,"EC","GPX4"
"FNBP1L",3.30338410326604e-70,0.390672238797681,0.279,0.053,7.07485773396487e-66,"EC","FNBP1L"
"SERPINE1.2",3.73072377299627e-70,1.7428357871912,0.682,0.365,7.99009110462611e-66,"EC","SERPINE1"
"IL32",4.91007198595573e-70,0.974322093926698,0.418,0.116,1.05159011723214e-65,"EC","IL32"
"TGFBI.2",5.68957105346087e-70,-2.03991722787913,0.234,0.674,1.21853543251971e-65,"EC","TGFBI"
"COL3A1.3",7.38117329516496e-70,-2.865893389777,0.437,0.778,1.58082588462548e-65,"EC","COL3A1"
"ANGPTL4.3",7.72293987579192e-70,-1.74134278281073,0.262,0.683,1.65402203319836e-65,"EC","ANGPTL4"
"CTSD.3",9.10719280440985e-70,-1.19676114827471,0.465,0.823,1.95048748292046e-65,"EC","CTSD"
"NDUFA4L2.3",1.43825680291294e-69,-2.86669175630818,0.276,0.684,3.08031459479864e-65,"EC","NDUFA4L2"
"PDE4DIP.2",2.13422286184127e-69,-0.96429152231904,0.106,0.594,4.57086510320546e-65,"EC","PDE4DIP"
"CYTH1.3",5.7335125318672e-69,0.635515556194468,0.526,0.178,1.22794637895e-64,"EC","CYTH1"
"RUNX1",6.03268274439837e-69,-0.969401480015848,0.15,0.626,1.2920196633678e-64,"EC","RUNX1"
"RPL29.1",6.0690332356869e-69,0.543964322778634,0.997,0.997,1.29980484808706e-64,"EC","RPL29"
"PRCP.1",9.95744001562175e-69,1.07703384093999,0.777,0.496,2.13258492814571e-64,"EC","PRCP"
"ID2.1",1.39970364144147e-68,-1.31709498706043,0.699,0.914,2.9977452888752e-64,"EC","ID2"
"S100A6.2",1.49950926021497e-68,-0.844538975601133,1,0.999,3.21149898260241e-64,"EC","S100A6"
"MYL12A.2",1.72490275556762e-68,0.815883005682439,0.969,0.918,3.69422423159916e-64,"EC","MYL12A"
"TNC.3",2.98937537016241e-68,-1.82889544561255,0.24,0.657,6.40234523027684e-64,"EC","TNC"
"SERPINF1.2",4.46202670542582e-68,-2.21687905490394,0.187,0.639,9.55632259501049e-64,"EC","SERPINF1"
"BCAR1",4.73135961782374e-68,0.557872134476538,0.448,0.136,1.01331528934931e-63,"EC","BCAR1"
"TAP1.1",5.22952564768021e-68,0.855071086682182,0.593,0.246,1.12000750796367e-63,"EC","TAP1"
"UPP1.3",6.20908087153513e-68,0.873105929060206,0.627,0.27,1.32979885025668e-63,"EC","UPP1"
"RPL21",8.89411765716161e-68,0.440018221802229,1,1,1.9048531786343e-63,"EC","RPL21"
"ITGA10",1.26997651754487e-67,0.682234082721665,0.518,0.171,2.71990870762584e-63,"EC","ITGA10"
"HLA-DRA.3",1.29755517217111e-67,-0.593511677658585,0.797,0.4,2.77897391223886e-63,"EC","HLA-DRA"
"RPL11.1",1.9505034279238e-67,0.481545558842615,1,1,4.1773931915844e-63,"EC","RPL11"
"SSPN.3",1.96736144869246e-67,-1.02158128867245,0.056,0.555,4.21349801466465e-63,"EC","SSPN"
"PDPN.3",2.74989278094299e-67,-0.997434373702178,0.036,0.531,5.8894453689456e-63,"EC","PDPN"
"COL4A2.2",3.23720616378509e-67,1.19760736751771,0.669,0.336,6.93312444097853e-63,"EC","COL4A2"
"FAM134B.3",3.68213774816925e-67,-1.01019418456899,0.064,0.561,7.88603441525409e-63,"EC","FAM134B"
"UTRN.1",6.62096288939465e-67,0.805175543898729,0.618,0.263,1.41801162202165e-62,"EC","UTRN"
"CYBRD1.3",7.02313580122033e-67,-0.978668321542759,0.262,0.697,1.50414499454736e-62,"EC","CYBRD1"
"HEG1.2",7.77210529953634e-67,0.892460602188856,0.705,0.353,1.6645517920017e-62,"EC","HEG1"
"RBPMS",1.33815117707886e-66,0.463575001679088,0.409,0.111,2.86591837594978e-62,"EC","RBPMS"
"CHD7",1.50962731965331e-66,0.319583755833788,0.27,0.052,3.2331688305015e-62,"EC","CHD7"
"FTL.3",1.79882684486808e-66,-1.35085258300362,0.994,1,3.85254745365397e-62,"EC","FTL"
"MT1E.3",1.99841308960988e-66,-1.64235220855882,0.343,0.762,4.28000131401749e-62,"EC","MT1E"
"ACTN1.1",2.01919976565102e-66,0.897076982556517,0.791,0.431,4.32452013809478e-62,"EC","ACTN1"
"EIF4B.1",2.62039977717067e-66,0.904863988279678,0.889,0.659,5.61211020276642e-62,"EC","EIF4B"
"RPS25",4.40657693100013e-66,0.461410537668488,0.997,0.999,9.43756581312299e-62,"EC","RPS25"
"OGN.3",5.06766375251867e-66,-1.72763803092367,0.125,0.59,1.08534154587692e-61,"EC","OGN"
"PKM.3",5.1749436587714e-66,-0.896189676078039,0.911,0.968,1.10831768339907e-61,"EC","PKM"
"KIAA1551",5.47860925034305e-66,0.451045373774911,0.379,0.095,1.17335374314597e-61,"EC","KIAA1551"
"CTTNBP2NL.1",5.91551566937363e-66,0.553066579505326,0.443,0.131,1.26692599090975e-61,"EC","CTTNBP2NL"
"ANXA5",1.47838230242378e-65,-0.886142393352335,0.875,0.961,3.16625137710101e-61,"EC","ANXA5"
"RPL37.1",1.61753270195019e-65,0.550177502572601,1,0.999,3.46426978776672e-61,"EC","RPL37"
"RPS3A.2",3.36043492738356e-65,0.510235376502551,1,0.998,7.19704348397736e-61,"EC","RPS3A"
"ZNF462",7.70388750728907e-65,0.362184220205592,0.262,0.051,1.6499415874361e-60,"EC","ZNF462"
"H3F3A.2",2.57020705159001e-64,0.674823404844722,0.989,0.99,5.50461244239033e-60,"EC","H3F3A"
"RERG.3",2.97418273559455e-64,-1.04680277650536,0.084,0.549,6.36980716482285e-60,"EC","RERG"
"CD320.2",3.10743154525106e-64,0.866951125081682,0.674,0.315,6.6551861404642e-60,"EC","CD320"
"NDRG1.2",4.644927986331e-64,0.963913806509436,0.852,0.61,9.94804226832511e-60,"EC","NDRG1"
"RPS15.1",5.94621476115294e-64,0.430679994327886,1,0.999,1.27350081539612e-59,"EC","RPS15"
"SYNPO",6.59289600340794e-64,0.672472181579914,0.51,0.182,1.41200053704988e-59,"EC","SYNPO"
"ATP1A1.2",9.43794942157089e-64,0.90367804711036,0.855,0.722,2.02132562761784e-59,"EC","ATP1A1"
"WISP2.3",1.25391999169511e-63,-2.83668305876477,0.206,0.624,2.68552044621341e-59,"EC","WISP2"
"C7orf73.3",1.51593728557584e-63,-0.92609532271087,0.276,0.684,3.24668288451778e-59,"EC","C7orf73"
"EVA1C",1.52072161424178e-63,0.470889983791363,0.351,0.089,3.25692948122163e-59,"EC","EVA1C"
"TJP2",1.78027601536685e-63,0.409786013031217,0.34,0.082,3.81281714211119e-59,"EC","TJP2"
"CPQ.3",1.86386585542316e-63,-1.00790788042559,0.281,0.693,3.99184150255978e-59,"EC","CPQ"
"DUSP23.2",2.9427404443383e-63,1.09914424978453,0.671,0.351,6.30246720963935e-59,"EC","DUSP23"
"INPP1",4.09977012911054e-63,0.506690392275872,0.462,0.145,8.78047768551605e-59,"EC","INPP1"
"RPS27A.1",5.28671619355828e-63,0.447292843154504,1,0.999,1.13225600717438e-58,"EC","RPS27A"
"SASH1",5.85059244828872e-63,0.66634250536624,0.574,0.228,1.25302138464999e-58,"EC","SASH1"
"ACTN4.2",5.86210230930348e-63,0.929477953493489,0.772,0.517,1.25548645158353e-58,"EC","ACTN4"
"INSR",6.26278699292068e-63,0.963061699543256,0.485,0.167,1.34130109027382e-58,"EC","INSR"
"APOL3",7.32111724381152e-63,0.480345683875843,0.37,0.098,1.56796368010711e-58,"EC","APOL3"
"LDHA.3",1.33815474541858e-62,-0.930010415010874,0.942,0.971,2.86592601826296e-58,"EC","LDHA"
"RPL22",1.56975531316147e-62,0.50980430318621,1,0.996,3.36194495419792e-58,"EC","RPL22"
"EFEMP2.3",1.70924607370046e-62,-0.902724438100366,0.117,0.573,3.66069231604428e-58,"EC","EFEMP2"
"COL14A1.3",1.84838257840591e-62,-1.65250946780019,0.1,0.562,3.95868096817194e-58,"EC","COL14A1"
"RPL13.1",3.24326872986122e-62,0.483741018583189,1,1,6.94610863874378e-58,"EC","RPL13"
"ATP5G3.2",3.36812665027887e-62,-0.81306747752477,0.493,0.84,7.21351684690226e-58,"EC","ATP5G3"
"CDH13.2",3.97317238201599e-62,0.976423919443846,0.627,0.286,8.50934329056364e-58,"EC","CDH13"
"PDGFRL.3",4.22705115634548e-62,-1.33898695948246,0.084,0.557,9.05307546154511e-58,"EC","PDGFRL"
"RPL8.1",7.03471930208159e-62,0.486202183106192,1,0.999,1.50662583292681e-57,"EC","RPL8"
"OSR2.3",8.02706191623014e-62,-1.17120503702759,0.075,0.536,1.71915585059901e-57,"EC","OSR2"
"C2orf40.3",1.26336436167036e-61,-1.76324235911176,0.27,0.665,2.70574745338941e-57,"EC","C2orf40"
"FBXO34",1.68854426860399e-61,0.515226837015132,0.354,0.092,3.61635526006917e-57,"EC","FBXO34"
"LRRFIP1.3",1.8148695304102e-61,0.816971873340418,0.891,0.642,3.88690607327952e-57,"EC","LRRFIP1"
"GFOD2",1.86774100814591e-61,0.455513026881636,0.387,0.107,4.0001409171461e-57,"EC","GFOD2"
"RPS9.2",1.91394782172757e-61,0.467779442468046,1,0.999,4.09910204979393e-57,"EC","RPS9"
"PSMB9",2.28552864819902e-61,0.74850072536063,0.63,0.272,4.89491670584784e-57,"EC","PSMB9"
"PGF",2.73689251951586e-61,0.74964999741357,0.435,0.135,5.86160270904713e-57,"EC","PGF"
"EPB41L2.3",7.35354523109884e-61,-0.947147414843097,0.237,0.669,1.57490878214444e-56,"EC","EPB41L2"
"MINOS1.3",1.23884949740327e-60,-0.837641698631162,0.705,0.887,2.65324396858859e-56,"EC","MINOS1"
"MRC2.3",1.56245982984311e-60,-0.920444916046675,0.081,0.54,3.34632021757499e-56,"EC","MRC2"
"CYP1B1.3",1.64701970905686e-60,-1.31865460989178,0.404,0.807,3.52742211088707e-56,"EC","CYP1B1"
"REXO2.3",1.75949310047714e-60,-1.02239680682804,0.618,0.824,3.76830637329189e-56,"EC","REXO2"
"RILPL2.2",2.94743382034103e-60,0.757677193684112,0.655,0.316,6.31251901302439e-56,"EC","RILPL2"
"GLIPR1.3",6.3237506798471e-60,-0.980104425964698,0.067,0.525,1.35435768310285e-55,"EC","GLIPR1"
"TNFSF10.2",7.30174313346138e-60,0.788646299144531,0.579,0.233,1.56381432689342e-55,"EC","TNFSF10"
"MGP.3",1.63282419473126e-59,-1.68350532642831,0.942,0.952,3.49701957785594e-55,"EC","MGP"
"SVIL.2",1.831233589668e-59,0.761411638024522,0.666,0.322,3.92195297899197e-55,"EC","SVIL"
"MGAT4A.1",2.85077505106102e-59,0.275931402559637,0.259,0.051,6.10550492685738e-55,"EC","MGAT4A"
"CARD16.3",3.07025370138514e-59,0.331724961796617,0.298,0.065,6.57556235225656e-55,"EC","CARD16"
"RPS14",3.11135758717e-59,0.455761364908096,1,0.999,6.66359454444198e-55,"EC","RPS14"
"RGS10.3",3.52419676142827e-59,-0.911088802205201,0.092,0.532,7.54777220395092e-55,"EC","RGS10"
"PTPRM",6.27773433519404e-59,0.565304989004584,0.426,0.139,1.34450236256851e-54,"EC","PTPRM"
"EEF1A1.1",1.17063783851957e-58,0.402747011392731,1,1,2.50715505875736e-54,"EC","EEF1A1"
"RAB34.3",1.51030706969015e-58,-0.811551183714844,0.259,0.674,3.2346246511554e-54,"EC","RAB34"
"EFEMP1.3",2.51469029155345e-58,-1.79398782570999,0.284,0.672,5.38571219742001e-54,"EC","EFEMP1"
"IL6ST.2",2.54415393852032e-58,0.908280559061311,0.816,0.602,5.44881449012898e-54,"EC","IL6ST"
"CTSC.3",2.81979082775596e-58,0.563010476210781,0.443,0.134,6.03914601580495e-54,"EC","CTSC"
"SOD1.3",2.86959413191654e-58,-0.792835869054894,0.897,0.956,6.14580975232566e-54,"EC","SOD1"
"ADIRF.2",3.37489150599506e-58,1.01090856061557,0.975,0.896,7.22800513838963e-54,"EC","ADIRF"
"RPL30",8.50763206281654e-58,0.420473149955388,1,0.999,1.82207955889342e-53,"EC","RPL30"
"KBTBD2",8.86838775862481e-58,0.540611078089219,0.474,0.166,1.89934260626468e-53,"EC","KBTBD2"
"PPIB.3",1.59950822422924e-57,-0.797263513841031,0.861,0.939,3.42566676383177e-53,"EC","PPIB"
"TJP1.2",5.50261960071189e-57,0.686570092913,0.602,0.276,1.17849603988446e-52,"EC","TJP1"
"RPLP2.2",7.01739683181622e-57,0.377553615614786,1,0.999,1.50291587947008e-52,"EC","RPLP2"
"COL5A2.3",8.06771360452286e-57,-1.20741835967722,0.114,0.551,1.72786222268066e-52,"EC","COL5A2"
"THBS4.3",1.18968896051027e-56,-1.25951188279967,0.109,0.541,2.54795684672484e-52,"EC","THBS4"
"BCAT1.3",1.55532902749936e-56,-0.919733502522969,0.097,0.526,3.33104817819539e-52,"EC","BCAT1"
"ICAM1.3",1.83234768563835e-56,1.14818126196204,0.705,0.39,3.92433903833166e-52,"EC","ICAM1"
"CERCAM.3",3.23249807162966e-56,-0.966426438335392,0.125,0.553,6.92304112000925e-52,"EC","CERCAM"
"ALDOA.3",3.31182950803474e-56,-0.822730936680483,0.916,0.965,7.092945257358e-52,"EC","ALDOA"
"NACA.1",3.87886834231143e-56,0.466959415013488,1,0.995,8.30737232872838e-52,"EC","NACA"
"LGALS3BP.3",4.03425582088503e-56,-1.32499929329774,0.128,0.549,8.64016569158948e-52,"EC","LGALS3BP"
"ICAM2",4.72402475311873e-56,0.563999319639891,0.418,0.135,1.01174438137544e-51,"EC","ICAM2"
"FGD5",6.68731965019783e-56,0.49487558399364,0.401,0.122,1.43222324948287e-51,"EC","FGD5"
"CLDN15",9.20635491932516e-56,0.308484569164305,0.262,0.056,1.97172503307187e-51,"EC","CLDN15"
"SEMA3C.3",1.32255132913603e-55,-0.965418655363058,0.084,0.511,2.83250818161064e-51,"EC","SEMA3C"
"KLF2.2",1.44307838155361e-55,0.777978530043999,0.454,0.158,3.09064096977336e-51,"EC","KLF2"
"GLTSCR2.1",1.47085431731233e-55,0.75726398977071,0.939,0.86,3.15012869138783e-51,"EC","GLTSCR2"
"IFITM2.2",2.03385517118818e-55,0.638182571921431,0.981,0.888,4.35590762013373e-51,"EC","IFITM2"
"FAM46A.3",5.52735903080107e-55,-1.12380212563684,0.231,0.663,1.18379448362667e-50,"EC","FAM46A"
"SERF2.2",6.48674786015441e-55,-0.573642970279183,0.997,0.997,1.38926678920927e-50,"EC","SERF2"
"IFI44L",1.12043918465029e-54,0.392259979799705,0.287,0.067,2.39964460176552e-50,"EC","IFI44L"
"CALU.3",1.1637513670322e-54,-0.89505816312545,0.496,0.784,2.49240630277286e-50,"EC","CALU"
"THY1.3",1.80421700325424e-54,-1.34127396847353,0.192,0.607,3.86409155586961e-50,"EC","THY1"
"CRLF1.3",3.90737456227281e-54,-1.40371922527508,0.092,0.506,8.36842410001968e-50,"EC","CRLF1"
"BTF3.1",4.48953780042465e-54,0.472921028013246,1,0.986,9.61524310716948e-50,"EC","BTF3"
"P4HA2.3",5.31917891919566e-54,-0.820605469833862,0.109,0.532,1.13920854912414e-49,"EC","P4HA2"
"CFLAR.3",6.49136430565278e-54,0.741018779290364,0.702,0.388,1.39025549334166e-49,"EC","CFLAR"
"CCDC50",9.36353156941713e-54,0.620394061835118,0.607,0.274,2.00538755622207e-49,"EC","CCDC50"
"PPM1F",9.75710359924634e-54,0.355304787898331,0.276,0.063,2.08967887785059e-49,"EC","PPM1F"
"RALGDS.3",1.28137534026768e-53,0.472158725815487,0.418,0.129,2.7443215662513e-49,"EC","RALGDS"
"LRRC8C.1",1.63861077608235e-53,0.60603911712462,0.479,0.178,3.50941269913556e-49,"EC","LRRC8C"
"HIPK3",3.71891070996327e-53,0.678893889505526,0.613,0.293,7.96479106752834e-49,"EC","HIPK3"
"FLNB",3.90698587520246e-53,0.511434097634321,0.421,0.139,8.3675916489211e-49,"EC","FLNB"
"CREB5.3",4.36952728951374e-53,-0.894726932068713,0.111,0.536,9.35821659595157e-49,"EC","CREB5"
"TNFRSF10B.1",5.66592728173964e-53,0.519094758283618,0.454,0.161,1.21347164593018e-48,"EC","TNFRSF10B"
"FAM65A.2",7.02256434742712e-53,0.48661392340295,0.457,0.162,1.50402260628847e-48,"EC","FAM65A"
"MARCKSL1.2",8.88991410232969e-53,0.56234178980219,0.49,0.179,1.90395290329595e-48,"EC","MARCKSL1"
"AEBP1.3",1.00856900699725e-52,-1.35754472363745,0.212,0.59,2.16005224228601e-48,"EC","AEBP1"
"RPS27.2",1.47463869190283e-52,0.381759231860852,1,0.999,3.15823368644828e-48,"EC","RPS27"
"AKR1B1.2",2.07272064524514e-52,-0.959205881925017,0.253,0.64,4.43914580592152e-48,"EC","AKR1B1"
"RPS6KA2",2.72974411435027e-52,0.310868883424045,0.262,0.059,5.84629296970397e-48,"EC","RPS6KA2"
"RPS4X.1",3.5428767138443e-52,0.464975680333801,1,0.999,7.58777905804033e-48,"EC","RPS4X"
"SLFN5",6.08135888472759e-52,0.502335449608304,0.365,0.108,1.30244463234211e-47,"EC","SLFN5"
"ECM2.3",7.5791026148432e-52,-0.986088482896373,0.106,0.519,1.62321640702097e-47,"EC","ECM2"
"RPL35.1",1.12661553948983e-51,0.428705170102473,1,0.998,2.41287250092537e-47,"EC","RPL35"
"ITGB5.2",1.22727755849839e-51,-0.819484952324694,0.086,0.493,2.628460347036e-47,"EC","ITGB5"
"TMEM45A.3",3.23240393059007e-51,-0.761564601858062,0.1,0.514,6.92283949814474e-47,"EC","TMEM45A"
"CDK17",5.1043171546497e-51,0.387409946552744,0.365,0.108,1.09319160501133e-46,"EC","CDK17"
"CTSH.3",5.11963996130055e-51,0.537691613765746,0.585,0.231,1.09647329051174e-46,"EC","CTSH"
"TIMP2.3",5.81942409670647e-51,-0.827223149097131,0.685,0.873,1.24634605879162e-46,"EC","TIMP2"
"ST8SIA4.1",7.61639036689895e-51,0.298040795048395,0.265,0.06,1.63120232487875e-46,"EC","ST8SIA4"
"HSD3B7.3",1.46316379783116e-50,-1.07475721347763,0.203,0.582,3.13365790581499e-46,"EC","HSD3B7"
"RPS12",2.51141756155568e-50,0.422131221908418,1,0.999,5.37870299158379e-46,"EC","RPS12"
"ITM2C.3",4.29439746611573e-50,-1.1062754722913,0.089,0.487,9.19731105318007e-46,"EC","ITM2C"
"PDGFRA.3",6.52987278776382e-50,-0.886324636571434,0.145,0.545,1.39850285495538e-45,"EC","PDGFRA"
"ANXA4.3",1.04458823322996e-49,-0.916067129102677,0.465,0.761,2.23719461910861e-45,"EC","ANXA4"
"RPS23.1",1.17797974069943e-49,0.416731973927925,1,0.999,2.52287921065597e-45,"EC","RPS23"
"RPL19.1",1.26591248101649e-49,0.380303194124062,1,0.999,2.71120476059302e-45,"EC","RPL19"
"SEC14L1",1.62267020502352e-49,0.585420028936923,0.543,0.237,3.47527277809888e-45,"EC","SEC14L1"
"TREM1.3",1.73159998220332e-49,-1.11089111742237,0.089,0.484,3.70856768188485e-45,"EC","TREM1"
"SCARA5.3",1.85913999148321e-49,-1.05022713411959,0.039,0.442,3.98172011975959e-45,"EC","SCARA5"
"RPL27A.1",1.92447159262218e-49,0.378921129677404,1,0.999,4.12164080991892e-45,"EC","RPL27A"
"IFIT1",2.41851999241168e-49,0.604556973895802,0.32,0.09,5.17974426774809e-45,"EC","IFIT1"
"HOXD8",2.97214297166296e-49,0.4978458303522,0.379,0.122,6.36543860241056e-45,"EC","HOXD8"
"CD47.3",4.0934724881362e-49,-0.794087680049617,0.412,0.732,8.76699002784129e-45,"EC","CD47"
"C19orf10.3",5.01794455744914e-49,-0.820593131973879,0.649,0.824,1.07469318586888e-44,"EC","C19orf10"
"GNAI2.2",5.12152526316456e-49,0.791496736111756,0.788,0.564,1.09687706561195e-44,"EC","GNAI2"
"INHBA.3",7.95409223533846e-49,-2.81032515434121,0.189,0.559,1.70352793404244e-44,"EC","INHBA"
"CBR1.2",9.99449266767298e-49,-0.671334361430863,0.097,0.501,2.14052049463552e-44,"EC","CBR1"
"HLA-DQB1.3",1.13441143674284e-48,-0.265627907431757,0.474,0.153,2.42956897407213e-44,"EC","HLA-DQB1"
"NOTCH2.1",1.63448659245513e-48,-0.703117291828297,0.081,0.482,3.50057993506116e-44,"EC","NOTCH2"
"RPL39.1",2.50232052986619e-48,0.34418779447833,1,0.998,5.35921987881441e-44,"EC","RPL39"
"MYL12B.1",2.94686004755213e-48,0.718085479491707,0.969,0.927,6.31129016384239e-44,"EC","MYL12B"
"NPC2.2",5.02030395852066e-48,-1.03823469924563,0.802,0.936,1.07519849879637e-43,"EC","NPC2"
"PLP2.3",6.20042935796467e-48,-1.01916418978023,0.604,0.815,1.32794595559529e-43,"EC","PLP2"
"FABP5.3",6.27563892850595e-48,1.15302585978174,0.51,0.212,1.34405358931812e-43,"EC","FABP5"
"RPL12",7.0548770608265e-48,0.442176355149099,1,0.999,1.51094302011721e-43,"EC","RPL12"
"CD164.3",8.50021269141532e-48,-0.887913838886639,0.515,0.776,1.82049055212042e-43,"EC","CD164"
"MTRNR2L1.3",1.59369420052359e-47,1.52220670203581,0.476,0.192,3.41321486926137e-43,"EC","MTRNR2L1"
"MT1M.3",1.92272903143563e-47,-1.39575560582157,0.256,0.634,4.11790876662568e-43,"EC","MT1M"
"MT1X.3",1.94462903636822e-47,-1.79795617754959,0.571,0.805,4.16481200718982e-43,"EC","MT1X"
"RAB31.1",2.00507357101024e-47,-0.819672078079631,0.162,0.55,4.29426606703264e-43,"EC","RAB31"
"SERBP1.2",2.81777905846783e-47,0.647483770581756,0.905,0.849,6.03483740952055e-43,"EC","SERBP1"
"COMT.2",3.01560635806709e-47,-0.744982891815883,0.554,0.796,6.45852413707228e-43,"EC","COMT"
"H2AFJ.3",4.37792654004498e-47,-0.775400946770264,0.362,0.704,9.37620527081434e-43,"EC","H2AFJ"
"RP11-572C15.6.3",4.94997336801108e-47,-0.827711274867378,0.047,0.439,1.06013579622693e-42,"EC","RP11-572C15.6"
"S100A11.3",5.16754289650282e-47,-0.649533373482654,0.967,0.992,1.10673266214401e-42,"EC","S100A11"
"CARD8",5.52790631769836e-47,0.414030765691811,0.298,0.081,1.18391169606146e-42,"EC","CARD8"
"UBN1",9.86117070464865e-47,0.333635437764042,0.298,0.08,2.1119669298146e-42,"EC","UBN1"
"CAPG.3",1.00423728710876e-46,-1.10652719828476,0.337,0.649,2.15077499780084e-42,"EC","CAPG"
"ZEB2.3",1.03581755981039e-46,-0.769205390433507,0.131,0.522,2.21841046784591e-42,"EC","ZEB2"
"PSD3.3",1.44232757539549e-46,-0.710041239700369,0.095,0.483,3.08903296822452e-42,"EC","PSD3"
"ELF1.2",1.51386119547478e-46,0.822160897609854,0.744,0.522,3.24223652234835e-42,"EC","ELF1"
"TNXB.3",1.52701977098663e-46,-1.15062964259264,0.546,0.756,3.27041824352207e-42,"EC","TNXB"
"C1QTNF3.3",2.22544611645635e-46,-1.12309447935504,0.07,0.457,4.76623794761457e-42,"EC","C1QTNF3"
"LAPTM4B",3.57580881994897e-46,0.425572737861119,0.337,0.104,7.65830974968471e-42,"EC","LAPTM4B"
"MSRA",4.7669150370147e-46,0.32775449114099,0.262,0.065,1.02093019347744e-41,"EC","MSRA"
"FKBP10.3",5.6373242625252e-46,-0.82639971647083,0.37,0.672,1.20734573730502e-41,"EC","FKBP10"
"FRMD4B.3",6.77776900529826e-46,0.589805987868878,0.588,0.263,1.45159478786473e-41,"EC","FRMD4B"
"GSN.3",7.10081881867144e-46,0.574063067679512,0.983,0.928,1.52078236639486e-41,"EC","GSN"
