"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CXCL12",0,2.73356540660188,0.964,0.391,0,"0","CXCL12"
"SFRP2",0,2.45328005412297,0.54,0.085,0,"0","SFRP2"
"IGF1",0,2.30677909343445,0.901,0.345,0,"0","IGF1"
"IGFBP4",0,1.95205120545769,0.957,0.624,0,"0","IGFBP4"
"SCG2",0,1.93427077877185,0.591,0.09,0,"0","SCG2"
"EFEMP1",0,1.93356030142211,0.982,0.597,0,"0","EFEMP1"
"SERPINF1",0,1.9065600998487,0.97,0.557,0,"0","SERPINF1"
"WISP2",0,1.69875662328654,0.968,0.54,0,"0","WISP2"
"SFRP1",0,1.64036106811028,0.757,0.211,0,"0","SFRP1"
"CP",0,1.61887155056224,0.8,0.266,0,"0","CP"
"FGF7",0,1.54255932752404,0.646,0.095,0,"0","FGF7"
"SLPI",0,1.53433504498804,0.396,0.052,0,"0","SLPI"
"C1S",0,1.4948396554462,0.999,0.806,0,"0","C1S"
"C1R",0,1.46495094500775,0.999,0.791,0,"0","C1R"
"COL14A1",0,1.37822324386408,0.948,0.469,0,"0","COL14A1"
"MMP2",0,1.29017231821615,0.976,0.55,0,"0","MMP2"
"VCAN",0,1.27941489039552,0.96,0.65,0,"0","VCAN"
"JUNB",0,1.24412265459437,0.996,0.984,0,"0","JUNB"
"GGT5",0,1.23918107156036,0.497,0.09,0,"0","GGT5"
"CFH",0,1.20821447525318,0.949,0.609,0,"0","CFH"
"SRPX",0,1.19723297401506,0.707,0.158,0,"0","SRPX"
"EPHX1",0,1.17357566629437,0.916,0.527,0,"0","EPHX1"
"PDGFRL",0,1.16994314398942,0.877,0.475,0,"0","PDGFRL"
"MDK",0,1.16907552731574,0.586,0.138,0,"0","MDK"
"TUBB2B",0,1.15628365357443,0.673,0.238,0,"0","TUBB2B"
"PTGFR",0,1.09569093662557,0.553,0.116,0,"0","PTGFR"
"OLFML3",0,1.08626704715187,0.744,0.223,0,"0","OLFML3"
"RARRES2",0,1.04885280236093,0.442,0.083,0,"0","RARRES2"
"PODN",0,0.999096752780224,0.573,0.127,0,"0","PODN"
"SERPING1",0,0.992797726392704,0.996,0.825,0,"0","SERPING1"
"C3",0,0.901808396378583,0.404,0.045,0,"0","C3"
"ENPP2",0,0.747014184820149,0.455,0.096,0,"0","ENPP2"
"IFITM3",7.07513684944535e-291,0.846555868246833,0.996,0.928,1.51528205904571e-286,"0","IFITM3"
"CYP1B1",7.56588743524265e-280,1.09366741869155,0.972,0.759,1.62038611200592e-275,"0","CYP1B1"
"PPAP2A",5.60029889210235e-276,1.04548443350819,0.902,0.585,1.19941601372156e-271,"0","PPAP2A"
"CES1",1.75201932871542e-269,0.990342502776707,0.564,0.19,3.75229979630982e-265,"0","CES1"
"NNMT",3.50195602163838e-265,0.95007628735291,0.997,0.857,7.50013921154292e-261,"0","NNMT"
"CFD",9.16988425407561e-265,2.00744528667766,0.955,0.833,1.96391411069537e-260,"0","CFD"
"AEBP1",1.08686429693572e-263,0.806106332161092,0.917,0.511,2.32773726474724e-259,"0","AEBP1"
"ECM2",7.68497049391129e-258,0.899461690405126,0.814,0.445,1.64589013068098e-253,"0","ECM2"
"RASD1",3.5334500616706e-253,1.38763792216465,0.696,0.327,7.56758999707992e-249,"0","RASD1"
"DCN",1.05087592573095e-251,0.855858509421385,1,0.924,2.25066097013798e-247,"0","DCN"
"IL6",1.07765230676637e-244,2.02221769399723,0.666,0.311,2.30800794540155e-240,"0","IL6"
"IFITM2",1.2410107329364e-244,0.830643634372929,0.968,0.877,2.65787268672989e-240,"0","IFITM2"
"TMEM176A",6.01168098666533e-244,1.27146485695775,0.624,0.265,1.28752171691411e-239,"0","TMEM176A"
"PTGDS",2.30439203371421e-238,2.52191860557054,0.486,0.161,4.93531641860572e-234,"0","PTGDS"
"SSPN",1.30011703595886e-232,0.814926318781612,0.827,0.481,2.7844606559131e-228,"0","SSPN"
"ZFP36L1",9.03857625675882e-226,0.788408990098244,0.985,0.896,1.93579187691004e-221,"0","ZFP36L1"
"TAGLN",6.45235971586742e-225,0.601728046348892,0.748,0.356,1.38190188034732e-220,"0","TAGLN"
"FBLN1",4.43535122539019e-224,0.862169714616794,0.594,0.232,9.49919171941818e-220,"0","FBLN1"
"SEPP1",3.18109360896666e-221,0.425135963263789,0.945,0.706,6.81294818232391e-217,"0","SEPP1"
"RPL39",2.91379921754901e-216,0.735749068675459,0.999,0.997,6.24048378422471e-212,"0","RPL39"
"TMEM176B",1.05258614642517e-212,1.17097226242248,0.64,0.303,2.2543237497988e-208,"0","TMEM176B"
"PDGFRA",4.33687994031587e-208,0.794635766462988,0.789,0.482,9.28829576817451e-204,"0","PDGFRA"
"CDH11",5.46895880127321e-205,0.61927080371971,0.492,0.171,1.17128690646868e-200,"0","CDH11"
"MYC",1.14043976944302e-201,1.08446109783587,0.879,0.628,2.44247985421611e-197,"0","MYC"
"RPS18",1.10310128687212e-200,0.450470738222998,0.999,0.999,2.36251202609402e-196,"0","RPS18"
"COL1A2",9.86982421387837e-200,0.615876170674082,0.999,0.86,2.11382025188633e-195,"0","COL1A2"
"FBLN5",1.34031220315686e-198,0.700302988373232,0.472,0.163,2.87054664550104e-194,"0","FBLN5"
"S100A13",1.1281369615177e-196,0.72258703682467,0.961,0.779,2.41613093048246e-192,"0","S100A13"
"MGST1",1.53937510304152e-194,0.916192487977214,0.783,0.49,3.29687965818402e-190,"0","MGST1"
"PCOLCE",2.52805774362154e-194,0.706364556318021,0.993,0.813,5.41434126951426e-190,"0","PCOLCE"
"PLA2G2A",1.40507577070021e-192,1.0801446302627,0.994,0.916,3.00925077810865e-188,"0","PLA2G2A"
"EBF1",5.59078348856258e-192,0.762752018179814,0.718,0.386,1.19737809974545e-187,"0","EBF1"
"PLTP",7.58888031274622e-190,0.971615531091414,0.911,0.668,1.62531049658086e-185,"0","PLTP"
"SMOC2",5.1076733553112e-189,0.830354322499915,0.654,0.318,1.093910402507e-184,"0","SMOC2"
"LGALS3BP",4.79879283933485e-182,0.897277706833326,0.784,0.486,1.02775746240034e-177,"0","LGALS3BP"
"COL1A1",1.45838751136672e-179,0.304833620975919,0.962,0.658,3.12342853309411e-175,"0","COL1A1"
"FOSB",6.05197056694241e-176,0.849016378426436,0.953,0.846,1.29615053632206e-171,"0","FOSB"
"TMEM108",8.96006594528533e-175,0.419521259054139,0.259,0.051,1.91897732350176e-170,"0","TMEM108"
"LHFP",6.07901457332375e-174,0.780376750145062,0.861,0.623,1.30194255116875e-169,"0","LHFP"
"THBS2",1.38588230102193e-173,0.630423090972918,0.527,0.221,2.96814412409866e-169,"0","THBS2"
"SGCE",8.06758948001208e-171,0.695133015837275,0.554,0.248,1.72783563893419e-166,"0","SGCE"
"ID3",8.23015036869268e-171,0.942626284257148,0.929,0.721,1.76265130446291e-166,"0","ID3"
"AKR1C3",1.11417013565808e-169,0.563932627768104,0.637,0.302,2.38621817953892e-165,"0","AKR1C3"
"CHI3L1",4.85243974676543e-169,2.02374344792729,0.495,0.208,1.03924702056475e-164,"0","CHI3L1"
"SNAI2",2.32003946453014e-168,0.808245534895128,0.517,0.218,4.96882852118419e-164,"0","SNAI2"
"DIRAS3",2.65094493886441e-168,0.536439604970375,0.259,0.054,5.67752877556591e-164,"0","DIRAS3"
"TMEM98",3.28696818839952e-167,0.600785931557432,0.658,0.345,7.03969976909525e-163,"0","TMEM98"
"DCLK1",3.95261961416388e-165,0.401973042743504,0.288,0.068,8.46532542765478e-161,"0","DCLK1"
"OLFML2B",8.89865725290353e-165,0.607861122593522,0.563,0.251,1.90582542385435e-160,"0","OLFML2B"
"FBLN2",4.42289886882957e-160,0.776202255269574,0.599,0.285,9.4725225073723e-156,"0","FBLN2"
"MFAP4",2.00935258295386e-158,0.7583916447599,0.845,0.547,4.30343042691229e-154,"0","MFAP4"
"PLAC9",7.29010444664833e-155,0.623112574192467,0.99,0.818,1.56132166933867e-150,"0","PLAC9"
"NFIB",1.19319133503516e-154,0.688724678077318,0.756,0.492,2.5554578822448e-150,"0","NFIB"
"AKAP12",7.55230453839307e-153,0.626438030876263,0.46,0.174,1.61747706298764e-148,"0","AKAP12"
"FHL1",2.30134668809402e-152,0.84781960531347,0.934,0.75,4.92879420189097e-148,"0","FHL1"
"MXRA8",6.80024554101141e-152,0.734528136479561,0.85,0.585,1.45640858751841e-147,"0","MXRA8"
"AKR1C1",9.36664847023844e-152,0.706417789253691,0.842,0.574,2.00605510287097e-147,"0","AKR1C1"
"CNN3",1.07876259809504e-148,0.587065286614594,0.898,0.659,2.31038585634015e-144,"0","CNN3"
"ADD3",5.12056499901091e-147,0.64183134674615,0.607,0.327,1.09667140583817e-142,"0","ADD3"
"BICC1",1.46544434121573e-145,0.555459713976432,0.458,0.189,3.13854214558172e-141,"0","BICC1"
"FSTL1",1.53426566266619e-143,0.551041467752439,0.979,0.8,3.28593676973217e-139,"0","FSTL1"
"DDX5",1.65219237430908e-143,0.574394003978061,0.996,0.985,3.53850040805776e-139,"0","DDX5"
"EGR1",2.07304437567508e-143,0.74112300581643,0.942,0.801,4.43983913938333e-139,"0","EGR1"
"GAS6",2.44249934647889e-143,0.540718137139062,0.434,0.165,5.23110085035385e-139,"0","GAS6"
"SOCS3",4.84742147225896e-141,0.77828887161631,0.892,0.695,1.0381722567137e-136,"0","SOCS3"
"PLAU",6.11117777400885e-141,0.793686945817975,0.614,0.31,1.30883094385948e-136,"0","PLAU"
"DPT",1.91708100576648e-140,0.552243094390669,0.975,0.739,4.10581239005006e-136,"0","DPT"
"RPS23",3.74492021091455e-140,0.361002999330453,1,0.999,8.0204956157157e-136,"0","RPS23"
"FILIP1",1.0163832129542e-139,0.544606917873727,0.41,0.155,2.17678792718401e-135,"0","FILIP1"
"GLIS3",3.14072139920386e-139,0.680493112933598,0.596,0.322,6.72648302067491e-135,"0","GLIS3"
"GEM",7.1176346166466e-139,1.01120822774838,0.903,0.741,1.5243838058472e-134,"0","GEM"
"RPS8",9.20205097498147e-139,0.355584062493487,1,0.999,1.97080325731178e-134,"0","RPS8"
"SPON2",2.34545260375553e-138,0.570589200275917,0.548,0.246,5.02325584146321e-134,"0","SPON2"
"PTN",3.62060582171157e-137,0.879437239598931,0.425,0.168,7.75425148835968e-133,"0","PTN"
"TSHZ2",1.75028929870412e-136,0.633529056743476,0.738,0.448,3.74859459103461e-132,"0","TSHZ2"
"RARRES3",1.12619077886743e-132,0.529019801386947,0.494,0.222,2.41196279110038e-128,"0","RARRES3"
"RPL13",1.05165883210723e-131,0.313135384897464,1,1,2.25233772072405e-127,"0","RPL13"
"ISM1",1.27219281314514e-128,0.433503624095131,0.344,0.118,2.72465534791295e-124,"0","ISM1"
"ZFP36",1.33068365632008e-128,0.687720808977388,0.975,0.924,2.84992518674072e-124,"0","ZFP36"
"CALD1",1.00389585095057e-127,0.430984994355213,0.988,0.824,2.15004374398084e-123,"0","CALD1"
"PCDH18",1.08495402562576e-126,0.38536821167772,0.271,0.077,2.32364603668269e-122,"0","PCDH18"
"ZNF331",1.27411367638723e-126,0.604834370629479,0.469,0.212,2.72876926071853e-122,"0","ZNF331"
"RPL11",1.94432055407376e-126,0.292978021793705,1,1,4.16415133065978e-122,"0","RPL11"
"CCDC80",3.17961472114346e-126,0.554846202455486,0.99,0.802,6.80978084827295e-122,"0","CCDC80"
"CTSK",2.5971367102164e-125,0.600542867374278,0.88,0.675,5.56228769227046e-121,"0","CTSK"
"IL11RA",3.3509211024181e-123,0.480153153844824,0.449,0.2,7.17666772504884e-119,"0","IL11RA"
"NGFRAP1",1.33631157517624e-122,0.543738210483057,0.853,0.623,2.86197850055494e-118,"0","NGFRAP1"
"IRF1",1.41944402040397e-121,0.691082236395328,0.866,0.69,3.04002325849918e-117,"0","IRF1"
"MARCKS",5.10684717661786e-121,0.44066603477925,0.547,0.261,1.09373345981625e-116,"0","MARCKS"
"FBN1",1.50518712512408e-120,0.543182430107742,0.732,0.473,3.22365926587824e-116,"0","FBN1"
"RPL35A",3.18410901270181e-120,0.286303044545014,0.999,0.998,6.81940627250347e-116,"0","RPL35A"
"CPQ",3.76829629853199e-120,0.524923849852651,0.855,0.645,8.07056018256595e-116,"0","CPQ"
"MYL9",3.13435179801142e-119,0.318146336435316,0.894,0.624,6.71284124580106e-115,"0","MYL9"
"F3",1.05703899453579e-117,0.520983155118323,0.34,0.123,2.26386041459731e-113,"0","F3"
"PLEKHA5",1.4374302545901e-116,0.449410377238399,0.399,0.164,3.07854437625562e-112,"0","PLEKHA5"
"MFAP5",9.4464232409191e-116,0.674642603963334,0.556,0.277,2.02314046550764e-111,"0","MFAP5"
"RPL13A",1.17787520350079e-115,0.286002763506476,0.999,1,2.52265532333765e-111,"0","RPL13A"
"MEG3",6.14821353020046e-115,0.676243253323662,0.852,0.604,1.31676289176303e-110,"0","MEG3"
"HSPB6",1.43594599163802e-114,0.479932063816575,0.386,0.158,3.07536553029115e-110,"0","HSPB6"
"RPL34",1.69961006662606e-114,0.287369970938422,1,0.999,3.64005487969303e-110,"0","RPL34"
"CIRBP",2.03513433937406e-114,0.479142669274647,0.972,0.906,4.35864721463742e-110,"0","CIRBP"
"IFI16",9.4661561195425e-114,0.535269872379434,0.864,0.679,2.02736665612242e-109,"0","IFI16"
"UBC",1.89156765773329e-113,0.504308179585516,1,0.997,4.0511704525674e-109,"0","UBC"
"OLFML1",1.94438422477142e-113,0.350557512942516,0.322,0.111,4.16428769419295e-109,"0","OLFML1"
"ITM2A",1.76474374503424e-112,0.425776163333214,0.465,0.2,3.77955167873984e-108,"0","ITM2A"
"GLT8D2",9.92940480995407e-111,0.521139877195544,0.665,0.427,2.12658062814786e-106,"0","GLT8D2"
"PPAP2B",6.70363787397042e-108,0.578299265999712,0.842,0.609,1.43571812346825e-103,"0","PPAP2B"
"CCL2",4.31030095976201e-107,0.789059174691949,0.855,0.695,9.2313715655223e-103,"0","CCL2"
"KCNE4",2.90337282056713e-106,0.530212813547143,0.43,0.193,6.21815356980862e-102,"0","KCNE4"
"LDHB",6.43204156756292e-105,0.468161972206603,0.769,0.558,1.37755034252495e-100,"0","LDHB"
"APOE",2.24800750477204e-104,0.716583865108431,0.316,0.114,4.81455767297028e-100,"0","APOE"
"EFEMP2",4.83129009169782e-104,0.496879850365153,0.748,0.52,1.03471739893892e-99,"0","EFEMP2"
"THY1",1.28923563005863e-102,0.516117424226852,0.819,0.548,2.76115594889658e-98,"0","THY1"
"ARID5B",2.90833924881494e-102,0.728814894938703,0.913,0.764,6.22879016918695e-98,"0","ARID5B"
"NR4A1",9.51624872989466e-101,0.627385002716603,0.86,0.741,2.03809499048154e-96,"0","NR4A1"
"ELL2",2.51063403863822e-100,0.583835106713228,0.579,0.356,5.37702492055148e-96,"0","ELL2"
"SCPEP1",1.61896798820869e-98,0.485967947518925,0.701,0.47,3.46734374034654e-94,"0","SCPEP1"
"RARRES1",4.94382689773739e-97,0.632408933489403,0.343,0.137,1.05881940668842e-92,"0","RARRES1"
"LAPTM4A",5.88134694820372e-97,0.415018558072437,0.996,0.953,1.25960807589679e-92,"0","LAPTM4A"
"EIF4A1",3.64523861308487e-96,0.496658977708536,0.995,0.98,7.80700753764386e-92,"0","EIF4A1"
"COL6A2",5.61891529964264e-95,0.391363185836846,0.996,0.852,1.20340308972446e-90,"0","COL6A2"
"GSN",7.12826290280676e-95,0.541731998564706,0.985,0.92,1.52666006589412e-90,"0","GSN"
"TMSB10",4.08779619365628e-94,0.378866411540661,0.999,0.982,8.75483310795366e-90,"0","TMSB10"
"SPOCK1",1.59924591776423e-93,0.45843031924284,0.372,0.168,3.42510498207566e-89,"0","SPOCK1"
"TSPAN4",1.76150615787496e-92,0.489939552036696,0.801,0.613,3.7726177383208e-88,"0","TSPAN4"
"RPL10A",8.2234653066107e-92,0.312868286188286,0.999,0.997,1.76121956471681e-87,"0","RPL10A"
"ADH5",7.50462208731877e-91,0.465386772034195,0.575,0.358,1.60726491244106e-86,"0","ADH5"
"FOS",9.68119988723303e-90,0.715701976411701,0.982,0.937,2.0734225798487e-85,"0","FOS"
"KCNQ1OT1",4.57799225228879e-89,0.587101142847161,0.847,0.677,9.8046860067269e-85,"0","KCNQ1OT1"
"LAMB1",2.29782464251327e-88,0.329556825554553,0.306,0.119,4.92125103687066e-84,"0","LAMB1"
"RPL7",2.57574158100166e-88,0.261809988645871,1,0.999,5.51646574403126e-84,"0","RPL7"
"CYP27A1",1.37078614704876e-87,0.370498396006047,0.427,0.213,2.93581269113433e-83,"0","CYP27A1"
"TMEM119",6.964929220194e-87,0.345818003837527,0.34,0.14,1.49167889108895e-82,"0","TMEM119"
"NUCKS1",1.80200306537943e-86,0.410904608962495,0.951,0.863,3.85934996512313e-82,"0","NUCKS1"
"RPS9",4.63422974021915e-86,0.256865880853819,0.999,0.999,9.92512983462735e-82,"0","RPS9"
"PDLIM1",4.73231149465467e-86,0.430770859630129,0.703,0.482,1.01351915281019e-81,"0","PDLIM1"
"PRSS23",2.2597426221133e-84,0.566583710962073,0.911,0.752,4.83969077378006e-80,"0","PRSS23"
"TUBA1A",5.02128785764598e-84,0.550451703166844,0.907,0.787,1.07540922047204e-79,"0","TUBA1A"
"CDKN1C",1.04170032868298e-83,0.393971108775105,0.376,0.176,2.23100959394033e-79,"0","CDKN1C"
"CTSL",1.0545915605983e-83,0.623111376460043,0.898,0.786,2.25861874533338e-79,"0","CTSL"
"ZNF703",1.12943221389859e-83,0.410216094657983,0.46,0.247,2.41890497250661e-79,"0","ZNF703"
"MAP1LC3A",2.27537281070238e-83,0.446776766675084,0.581,0.379,4.87316594868129e-79,"0","MAP1LC3A"
"ANGPTL5",4.46195063828018e-83,0.382123370503204,0.503,0.267,9.55615968200467e-79,"0","ANGPTL5"
"CRABP2",7.75529059303947e-83,0.488193883802277,0.558,0.324,1.66095058631126e-78,"0","CRABP2"
"RBBP6",2.17469167800538e-82,0.461807908466661,0.778,0.596,4.65753716678411e-78,"0","RBBP6"
"TNFSF10",2.37990740548434e-82,0.423196672524117,0.419,0.211,5.09704769032581e-78,"0","TNFSF10"
"ADAMTS1",2.82602173780429e-82,0.548123877610214,0.631,0.401,6.05249075585545e-78,"0","ADAMTS1"
"ITM2C",2.06450541007733e-81,0.426517212522702,0.682,0.433,4.42155123676262e-77,"0","ITM2C"
"GADD45B",2.78205662882998e-80,0.534052725307402,0.978,0.923,5.95833068196517e-76,"0","GADD45B"
"ANGPTL1",3.76194233198813e-78,0.498956496111745,0.733,0.523,8.05695189241898e-74,"0","ANGPTL1"
"CEBPD",3.98870278664344e-78,0.445186070480137,0.533,0.318,8.54260475815426e-74,"0","CEBPD"
"ZFHX4",6.17519718170018e-78,0.328427058846875,0.302,0.128,1.32254198040473e-73,"0","ZFHX4"
"RPL3",8.65442909201488e-78,0.271388568452935,0.999,0.999,1.85351907863683e-73,"0","RPL3"
"PPIB",9.44188391116101e-78,0.348012142342828,0.988,0.926,2.02216827725335e-73,"0","PPIB"
"WLS",9.5715134865851e-78,0.353979925258664,0.447,0.239,2.04993104342193e-73,"0","WLS"
"BNC2",4.88598970538534e-76,0.30272941675612,0.285,0.117,1.04643241520238e-71,"0","BNC2"
"SLC25A36",1.62901919595937e-75,0.393763857899277,0.555,0.351,3.48887041198618e-71,"0","SLC25A36"
"OSR2",1.5463818909305e-74,0.613045065579828,0.682,0.489,3.31188609580585e-70,"0","OSR2"
"CTHRC1",1.93875597588114e-74,0.528645818813803,0.343,0.158,4.15223367354465e-70,"0","CTHRC1"
"ATF3",2.92670183128157e-74,0.488803194678886,0.836,0.677,6.26811731205574e-70,"0","ATF3"
"EID1",1.75925653511782e-73,0.333762426500483,0.981,0.907,3.76779972126184e-69,"0","EID1"
"NPM1",2.87863833219722e-73,0.381988069398341,0.985,0.97,6.16517971606678e-69,"0","NPM1"
"FEZ1",2.26665595132787e-72,0.29388903969249,0.324,0.146,4.8544970509589e-68,"0","FEZ1"
"DNAJB1",5.47377533354641e-71,0.329211267461894,0.916,0.822,1.17231846318563e-66,"0","DNAJB1"
"CTSO",6.97389018356389e-71,0.385650742961077,0.511,0.313,1.49359806061388e-66,"0","CTSO"
"HEXA",9.00826736738159e-71,0.415661003240221,0.752,0.593,1.92930062207212e-66,"0","HEXA"
"SSR2",9.60779003908333e-71,0.367179635286539,0.92,0.824,2.05770039267048e-66,"0","SSR2"
"RPL12",1.43922738808419e-70,0.263328641020472,1,0.999,3.08239329705992e-66,"0","RPL12"
"TUBB2A",3.18853552048858e-70,0.560653235804819,0.827,0.7,6.82888652423038e-66,"0","TUBB2A"
"FAM46A",6.355250878608e-70,0.714521409125164,0.771,0.624,1.36110408067147e-65,"0","FAM46A"
"HSP90AB1",7.14780797350244e-70,0.344797806112543,0.997,0.988,1.53084603368502e-65,"0","HSP90AB1"
"BOC",1.31279794892781e-69,0.286724050752513,0.292,0.128,2.8116193672187e-65,"0","BOC"
"EIF4A3",3.17736715711953e-69,0.456134949425462,0.805,0.677,6.8049672404029e-65,"0","EIF4A3"
"RSL1D1",9.17933663137655e-69,0.389295381061768,0.828,0.679,1.96593852634192e-64,"0","RSL1D1"
"FCGRT",2.12703620576493e-67,0.265774175362664,0.929,0.834,4.55547344188675e-63,"0","FCGRT"
"NEXN",1.0092027483947e-66,0.267790870166112,0.25,0.1,2.16140952623692e-62,"0","NEXN"
"SLIT3",7.2356813690428e-66,0.312307874076248,0.28,0.121,1.5496658788079e-61,"0","SLIT3"
"CD248",9.07889642541047e-66,0.360515150088035,0.424,0.227,1.94442724743016e-61,"0","CD248"
"IRF2BP2",1.08617092287439e-65,0.43402177579519,0.606,0.422,2.32625226552007e-61,"0","IRF2BP2"
"CTNNB1",2.89791047546239e-65,0.459062921843965,0.766,0.61,6.20645486529781e-61,"0","CTNNB1"
"DHRS3",2.18578163720446e-64,0.358603430843134,0.373,0.191,4.68128853240079e-60,"0","DHRS3"
"DNAJA1",3.49779711061909e-64,0.380806395880485,0.957,0.91,7.4912320718129e-60,"0","DNAJA1"
"CCNL1",5.67458096694278e-64,0.392436251556161,0.889,0.792,1.21532500569014e-59,"0","CCNL1"
"SCRG1",6.6424270420463e-64,0.466253173253464,0.592,0.379,1.42260859959506e-59,"0","SCRG1"
"CDKN2C",6.95771832688094e-64,0.362304166725503,0.371,0.199,1.49013453406809e-59,"0","CDKN2C"
"C1orf63",3.38310061491585e-63,0.46897453270138,0.825,0.706,7.24558658696527e-59,"0","C1orf63"
"PCDH9",4.13040025000265e-63,0.377837601542969,0.334,0.169,8.84607821543069e-59,"0","PCDH9"
"BCL3",1.57845758428931e-62,0.372947520827053,0.491,0.306,3.38058260827241e-58,"0","BCL3"
"CYR61",2.08517682335079e-61,0.522020940880623,0.805,0.634,4.46582320257038e-57,"0","CYR61"
"CYBRD1",3.00117850476563e-61,0.383617950515757,0.802,0.659,6.42762400365656e-57,"0","CYBRD1"
"MAP1B",9.5601083631424e-61,0.30492265848934,0.451,0.251,2.04748840813421e-56,"0","MAP1B"
"CHD1",1.43227846173584e-60,0.465324668168336,0.705,0.563,3.06751078149965e-56,"0","CHD1"
"IFITM1",1.76749914300601e-60,0.352939837623849,0.478,0.292,3.78545291457596e-56,"0","IFITM1"
"HSPA5",2.27647088823797e-60,0.353612621644388,0.949,0.879,4.87551770133926e-56,"0","HSPA5"
"SOX4",8.43806717468022e-60,0.480202255221304,0.78,0.616,1.80718084680126e-55,"0","SOX4"
"CRISPLD1",1.30955789920912e-59,0.386893269373072,0.54,0.348,2.80468015273617e-55,"0","CRISPLD1"
"GNG12",1.07491193058527e-58,0.355476539852311,0.618,0.45,2.30213888173447e-54,"0","GNG12"
"STAT3",1.20324718548752e-58,0.361666383955872,0.814,0.682,2.57699449715862e-54,"0","STAT3"
"FGFBP2",1.72368003051714e-58,0.794829435516356,0.613,0.43,3.69160552135856e-54,"0","FGFBP2"
"CD302",3.01109632973713e-58,0.28535599396228,0.393,0.212,6.44886500939802e-54,"0","CD302"
"HMGN2",5.19399149026857e-58,0.337837873703091,0.846,0.731,1.11239715747082e-53,"0","HMGN2"
"GAS1",6.04302817070625e-58,0.419350426640962,0.444,0.264,1.29423534332016e-53,"0","GAS1"
"SLC43A3",7.20460994109472e-58,0.323875888414351,0.421,0.239,1.54301131108426e-53,"0","SLC43A3"
"AHR",9.46217031381297e-58,0.33337031012678,0.546,0.352,2.02651301610932e-53,"0","AHR"
"CSRNP1",2.08180762525638e-57,0.392001405759525,0.694,0.56,4.45860739101159e-53,"0","CSRNP1"
"HNRNPA0",3.33091780252172e-57,0.332931671239963,0.93,0.858,7.13382665766076e-53,"0","HNRNPA0"
"CNPY4",3.54130236124877e-57,0.303495500288539,0.444,0.27,7.58440726708649e-53,"0","CNPY4"
"PTGFRN",6.97400046029997e-57,0.266108231287192,0.292,0.139,1.49362167858244e-52,"0","PTGFRN"
"NFIA",1.47553854148351e-56,0.386794580649652,0.692,0.525,3.16016089429524e-52,"0","NFIA"
"NTRK2",5.38942890474971e-56,0.539723203174765,0.459,0.294,1.15425398853024e-51,"0","NTRK2"
"RHOBTB3",1.28014347909687e-55,0.305475827708129,0.354,0.192,2.74168328918177e-51,"0","RHOBTB3"
"TPM1",2.64907816530782e-55,0.295959026061889,0.596,0.412,5.67353070663975e-51,"0","TPM1"
"C1RL",3.05147704583042e-55,0.274737001940434,0.319,0.166,6.535348389055e-51,"0","C1RL"
"MAT2A",3.08259561165391e-55,0.568277123131923,0.691,0.557,6.60199502147918e-51,"0","MAT2A"
"METTL7A",2.54279726451485e-54,0.321376919905111,0.517,0.335,5.44590890141146e-50,"0","METTL7A"
"IL6ST",1.11230738581084e-53,0.349222775340649,0.732,0.586,2.38222872819108e-49,"0","IL6ST"
"MYLIP",2.8662421974927e-53,0.377589750793768,0.659,0.491,6.13863091437011e-49,"0","MYLIP"
"TNFRSF1A",4.28972462947019e-53,0.322743134066045,0.805,0.668,9.1873032389363e-49,"0","TNFRSF1A"
"SEPT11",5.32473008206926e-53,0.345709195518762,0.573,0.399,1.14039744167677e-48,"0","SEPT11"
"KPNA2",9.60597013961513e-53,0.436996966464423,0.663,0.514,2.05731062480137e-48,"0","KPNA2"
"VIT",9.62029131957093e-53,0.361646318657688,0.356,0.198,2.06037779191251e-48,"0","VIT"
"TPST1",1.35503020133145e-52,0.359601770945709,0.478,0.317,2.90206818219157e-48,"0","TPST1"
"FKBP9",6.78900852396755e-52,0.3620046996117,0.57,0.397,1.45400195557813e-47,"0","FKBP9"
"PDGFRB",1.3486717008986e-51,0.349241836010051,0.55,0.374,2.88845018181453e-47,"0","PDGFRB"
"SMOC1",1.92065225025189e-51,0.343859454356318,0.337,0.183,4.11346092436447e-47,"0","SMOC1"
"FGFR1",2.0450751043442e-51,0.365382861456321,0.687,0.547,4.37993735097398e-47,"0","FGFR1"
"TUBB",2.83598735895654e-51,0.301748869709295,0.912,0.836,6.07383412667723e-47,"0","TUBB"
"SNX9",3.42849225002215e-51,0.36223720934099,0.69,0.544,7.34280185187245e-47,"0","SNX9"
"ZNF106",1.77151766720829e-50,0.36239961892832,0.587,0.43,3.79405938786e-46,"0","ZNF106"
"MTRNR2L8",3.19939593627397e-50,0.304225138692795,0.789,0.632,6.85214627671795e-46,"0","MTRNR2L8"
"SSBP2",3.43078144793731e-50,0.293703856035136,0.429,0.266,7.34770462704734e-46,"0","SSBP2"
"C2",5.91386584480043e-50,0.360376214028355,0.59,0.403,1.26657264798091e-45,"0","C2"
"SERPINH1",8.8603978154727e-50,0.305753627766601,0.759,0.584,1.89763140013979e-45,"0","SERPINH1"
"GPNMB",1.75197650420167e-48,0.344478929236093,0.865,0.685,3.75220807904871e-44,"0","GPNMB"
